"Sample","Latitude","Longitude","Status","Date.time","Site","Location","Depth","Observer.count","Observer.length","Successful.count","Successful.length","Comment"
3.05,-22.80532471,113.51626,NA,"2019-08-12T14:21:00+08:00",3,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes","Measurements accepted with high RMS"
3.06,-22.80463491,113.5105585,NA,"2019-08-12T14:25:00+08:00",3,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
4.01,-22.80504,113.49708,NA,"2019-08-13T08:05:00+08:00",4,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
4.02,-22.79001,113.51077,NA,"2019-08-13T08:15:00+08:00",4,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
4.03,-22.78991929,113.5005807,NA,"2019-08-13T08:24:00+08:00",4,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
4.08,-22.78601045,113.4984427,NA,"2019-08-13T08:29:00+08:00",4,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
4.11,-22.78371114,113.496067,NA,"2019-08-13T08:33:00+08:00",4,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
4.12,-22.78578052,113.4877522,NA,"2019-08-13T08:56:00+08:00",4,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
5.02,-22.78253,113.54762,NA,"2019-08-13T15:37:00+08:00",5,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
5.03,-22.78303,113.56188,NA,"2019-08-13T15:42:00+08:00",5,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","Yes","Yes","Measurements accepted with low RMS"
5.07,-22.7727833,113.57245,NA,"2019-08-13T15:49:00+08:00",5,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
5.08,-22.76807579,113.5716127,NA,"2019-08-13T15:53:00+08:00",5,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
5.11,-22.76278737,113.5723254,NA,"2019-08-13T16:05:00+08:00",5,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
5.13,-22.76082,113.58319,NA,"2019-08-13T16:11:00+08:00",5,"Ningaloo Marine Park","?","Charlotte Aston",NA,"Yes","No","No right camera"
6.01,-22.77091,113.53596,NA,"2019-08-13T13:41:00+08:00",6,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
6.02,-22.75818,113.55367,NA,"2019-08-13T13:31:00+08:00",6,"Ningaloo Marine Park","?","Brooke Gibbons","Charlotte Aston","Yes","Yes","Measurements accepted with high RMS'"
6.03,-22.75754,113.54189,NA,"2019-08-13T13:25:00+08:00",6,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
6.04,-22.75175065,113.5402541,NA,"2019-08-13T13:21:00+08:00",6,"Ningaloo Marine Park","?","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
6.05,-22.7411738,113.5412044,NA,"2019-08-13T13:15:00+08:00",6,"Ningaloo Marine Park","?","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
6.12,-22.73059695,113.541917,NA,"2019-08-13T13:11:00+08:00",6,"Ningaloo Marine Park","?","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
7.01,-22.73427585,113.5509445,NA,"2019-08-14T08:24:00+08:00",7,"Ningaloo Marine Park","85","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
7.02,-22.7317466,113.5533202,NA,"2019-08-14T08:21:00+08:00",7,"Ningaloo Marine Park","84","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
7.03,-22.72507859,113.5554582,NA,"2019-08-14T08:16:00+08:00",7,"Ningaloo Marine Park","82","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
7.04,-22.72760784,113.5630603,NA,"2019-08-14T08:13:00+08:00",7,"Ningaloo Marine Park","75","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
7.05,-22.72875749,113.5732756,NA,"2019-08-14T08:08:00+08:00",7,"Ningaloo Marine Park","72","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
7.08,-22.73059695,113.5756513,NA,"2019-08-14T08:03:00+08:00",7,"Ningaloo Marine Park","72","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
8.01,-22.71266228,113.5497567,NA,"2019-08-14T10:00:00+08:00",8,"Ningaloo Marine Park","87","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
8.02,-22.70277523,113.5559334,NA,"2019-08-14T10:06:00+08:00",8,"Ningaloo Marine Park","76","Charlotte Aston","Charlotte Aston","Yes","Yes","Measurements accepted with high RMS. Sea fan covering right camera so very few actually measurements"
8.05,-22.7017,113.57994,NA,"2019-08-14T10:31:00+08:00",8,"Ningaloo Marine Park","63","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
8.06,-22.69621,113.58157,NA,"2019-08-14T10:27:00+08:00",8,"Ningaloo Marine Park","61","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
8.07,-22.69542,113.57783,NA,"2019-08-14T10:23:00+08:00",8,"Ningaloo Marine Park","63","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
8.12,-22.69932625,113.547381,NA,"2019-08-14T10:11:00+08:00",8,"Ningaloo Marine Park","95","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
9.01,-22.70139564,113.5359779,NA,"2019-08-13T11:16:00+08:00",9,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
9.02,-22.7025453,113.5214865,NA,"2019-08-13T11:00:00+08:00",9,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
9.05,-22.69150858,113.5248124,NA,"2019-08-13T11:05:00+08:00",9,"Ningaloo Marine Park","?","Charlotte Aston","Charlotte Aston","No","No",NA
9.06,-22.6931181,113.5319393,NA,"2019-08-13T11:10:00+08:00",9,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
9.07,-22.71082283,113.5255251,NA,"2019-08-13T10:52:00+08:00",9,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
9.08,-22.71220242,113.5136468,NA,"2019-08-13T10:45:00+08:00",9,"Ningaloo Marine Park","?","Todd Bond","Charlotte Aston","Yes","Yes",NA
10.01,-22.67587323,113.5564085,NA,"2019-08-14T12:13:00+08:00",10,"Ningaloo Marine Park","93","Charlotte Aston","Charlotte Aston","Yes","No",NA
10.02,-22.67334399,113.5564085,NA,"2019-08-14T12:19:00+08:00",10,"Ningaloo Marine Park","95","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
10.03,-22.66874535,113.5628228,NA,"2019-08-14T12:24:00+08:00",10,"Ningaloo Marine Park","88","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
10.04,-22.6669059,113.5518948,NA,"2019-08-14T12:33:00+08:00",10,"Ningaloo Marine Park","110","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
10.07,-22.67311405,113.5400165,NA,"2019-08-14T12:40:00+08:00",10,"Ningaloo Marine Park","138","Charlotte Aston","Charlotte Aston","No","No",NA
10.08,-22.67035488,113.5383536,NA,"2019-08-14T12:46:00+08:00",10,"Ningaloo Marine Park","157","Charlotte Aston","Charlotte Aston","No","No",NA
10.09,-22.62918,113.55942,NA,"2019-08-14T14:34:00+08:00",10,"Ningaloo Marine Park","160","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
10.11,-22.61773,113.5636,NA,"2019-08-14T14:41:00+08:00",10,"Ningaloo Marine Park","160","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
10.12,-22.59615,113.57775,NA,"2019-08-14T15:20:00+08:00",10,"Ningaloo Marine Park","136","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
10.13,-22.638,113.579,NA,"2019-08-14T14:53:00+08:00",10,"Ningaloo Marine Park","78","Brooke Gibbons","Charlotte Aston","Yes","Yes",NA
10.14,-22.624,113.5916667,NA,"2019-08-14T15:02:00+08:00",10,"Ningaloo Marine Park","74","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
10.15,-22.6058333,113.594,NA,"2019-08-14T15:10:00+08:00",10,"Ningaloo Marine Park","84","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
11.01,-22.54044354,113.6215013,NA,"2019-08-15T08:06:00+08:00",11,"Ningaloo Marine Park","84","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
11.02,-22.5365347,113.6248272,NA,"2019-08-15T08:11:00+08:00",11,"Ningaloo Marine Park","81","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
11.03,-22.53377552,113.6274404,NA,"2019-08-15T08:15:00+08:00",11,"Ningaloo Marine Park","79","Charlotte Aston","Charlotte Aston","No","No",NA
11.04,-22.52871703,113.6243521,NA,"2019-08-15T08:19:00+08:00",11,"Ningaloo Marine Park","91","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
11.05,-22.52618778,113.6255399,NA,"2019-08-15T08:25:00+08:00",11,"Ningaloo Marine Park","91","Charlotte Aston","Charlotte Aston","No","No",NA
11.06,-22.52388847,113.6345674,NA,"2019-08-15T08:31:00+08:00",11,"Ningaloo Marine Park","77","Charlotte Aston","Charlotte Aston","Yes","Yes","Labridae sp. 8"
12.02,-22.46724,113.67504,NA,"2019-08-15T10:37:00+08:00",12,"Ningaloo Marine Park","56","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
12.03,-22.46824503,113.6678265,NA,"2019-08-15T10:44:00+08:00",12,"Ningaloo Marine Park","65","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
12.04,-22.46433619,113.6687767,NA,"2019-08-15T10:48:00+08:00",12,"Ningaloo Marine Park","70","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
12.05,-22.4673253,113.6599868,NA,"2019-08-15T10:29:00+08:00",12,"Ningaloo Marine Park","86","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
12.06,-22.46548585,113.6573736,NA,"2019-08-15T10:25:00+08:00",12,"Ningaloo Marine Park","94","Charlotte Aston","Charlotte Aston","No","No",NA
12.11,-22.48475,113.64333,NA,"2019-08-15T10:14:00+08:00",12,"Ningaloo Marine Park","100","Charlotte Aston","Charlotte Aston","Yes","Yes","Something wrong with right camera"
13.02,-22.40386419,113.7058369,NA,"2019-08-15T12:32:00+08:00",13,"Ningaloo Marine Park","69","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
13.03,-22.39903562,113.7013231,NA,"2019-08-15T12:52:00+08:00",13,"Ningaloo Marine Park","83","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
13.04,-22.39765604,113.6972845,NA,"2019-08-15T12:48:00+08:00",13,"Ningaloo Marine Park","92","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
13.05,-22.40087508,113.6932459,NA,"2019-08-15T12:43:00+08:00",13,"Ningaloo Marine Park","96","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
13.06,-22.40478391,113.6922957,NA,"2019-08-15T12:39:00+08:00",13,"Ningaloo Marine Park","94.5","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
13.08,-22.39328734,113.7039364,NA,"2019-08-15T12:56:00+08:00",13,"Ningaloo Marine Park","85","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
14.01,-22.32524,113.72408,NA,"2019-08-15T14:46:00+08:00",14,"Ningaloo Marine Park","96","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
14.02,-22.30284,113.73251,NA,"2019-08-15T15:12:00+08:00",14,"Ningaloo Marine Park","101","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
14.03,-22.27651,113.74266,NA,"2019-08-15T15:25:00+08:00",14,"Ningaloo Marine Park","109","Charlote Aston","Charlotte Aston","No","No",NA
14.06,-22.17832,113.79046,NA,"2019-08-16T08:12:00+08:00",14,"Ningaloo Marine Park","100","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
14.11,-22.3266667,113.7371667,NA,"2019-08-15T14:53:00+08:00",14,"Ningaloo Marine Park","75","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
14.12,-22.3071667,113.746,NA,"2019-08-15T15:05:00+08:00",14,"Ningaloo Marine Park","82","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
14.13,-22.2866667,113.7416667,NA,"2019-08-15T15:20:00+08:00",14,"Ningaloo Marine Park","101","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
15.01,-22.17344,113.7915,NA,"2019-08-16T08:16:00+08:00",15,"Ningaloo Marine Park","100","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
15.02,-22.16882,113.7941,NA,"2019-08-16T08:20:00+08:00",15,"Ningaloo Marine Park","100","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
15.05,-22.16173,113.78335,NA,"2019-08-16T08:27:00+08:00",15,"Ningaloo Marine Park","122","Charlotte Aston","Charlotte Aston","No","No",NA
15.07,-22.13639,113.79163,NA,"2019-08-16T08:43:00+08:00",15,"Ningaloo Marine Park","116","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
15.12,-22.14381158,113.7899349,NA,"2019-08-16T08:39:00+08:00",15,"Ningaloo Marine Park","110","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
16.01,-22.12155,113.80074,NA,"2019-08-16T10:22:00+08:00",18,"Ningaloo Marine Park","101","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
16.02,-22.11624,113.79192,NA,"2019-08-16T10:28:00+08:00",16,"Ningaloo Marine Park","145","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
16.03,-22.10669,113.7967,NA,"2019-08-16T10:39:00+08:00",16,"Ningaloo Marine Park","190","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
16.04,-22.09742,113.8081,NA,"2019-08-16T10:48:00+08:00",16,"Ningaloo Marine Park","100","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
16.05,-22.0856,113.82563,NA,"2019-08-16T11:00:00+08:00",16,"Ningaloo Marine Park","85","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
17.08,-22.0943763,113.8193929,NA,"2019-08-16T10:53:00+08:00",17,"Ningaloo Marine Park","90","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
18.01,-22.06954369,113.812266,NA,"2019-08-16T12:33:00+08:00",18,"Ningaloo Marine Park","91","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
18.02,-22.06517499,113.8120284,NA,"2019-08-16T12:38:00+08:00",18,"Ningaloo Marine Park","91","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
18.03,-22.06563485,113.8082274,NA,"2019-08-16T12:46:00+08:00",18,"Ningaloo Marine Park","117","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
18.04,-22.06172601,113.810603,NA,"2019-08-16T12:50:00+08:00",18,"Ningaloo Marine Park","134","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
18.07,-22.06264574,113.8281828,NA,"2019-08-16T12:54:00+08:00",18,"Ningaloo Marine Park","109","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
18.08,-22.0725328,113.823194,NA,"2019-08-16T12:58:00+08:00",18,"Ningaloo Marine Park","96","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
19.01,-22.01347,113.82289,NA,"2019-08-16T14:42:00+08:00",19,"Ningaloo Marine Park","107","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
19.02,-22.00792203,113.821531,NA,"2019-08-16T14:44:00+08:00",19,"Ningaloo Marine Park","122","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
19.03,-22.00286353,113.8305585,NA,"2019-08-16T14:55:00+08:00",19,"Ningaloo Marine Park","99","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
19.04,-22.00056422,113.8255696,NA,"2019-08-16T14:49:00+08:00",19,"Ningaloo Marine Park","109","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
19.05,-21.99757511,113.8291331,NA,"2019-08-16T14:59:00+08:00",19,"Ningaloo Marine Park","101","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
19.08,-21.99412613,113.8234315,NA,"2019-08-16T15:03:00+08:00",19,"Ningaloo Marine Park","130","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
23.01,-21.68647769,114.0835652,NA,"2019-08-17T13:22:00+08:00",23,"Ningaloo Marine Park","102","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
23.02,-21.68555797,114.0785763,NA,"2019-08-17T13:28:00+08:00",23,"Ningaloo Marine Park","106","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
23.03,-21.68233893,114.0811896,NA,"2019-08-17T13:31:00+08:00",23,"Ningaloo Marine Park","109","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
23.04,-21.67980968,114.0845155,NA,"2019-08-17T13:35:00+08:00",23,"Ningaloo Marine Park","110","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
23.06,-21.67475118,114.0944932,NA,"2019-08-17T13:46:00+08:00",23,"Ningaloo Marine Park","107","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
23.09,-21.706867,114.0747,NA,"2019-08-17T13:13:00+08:00",23,"Ningaloo Marine Park","67","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
30.01,-21.91122,113.90413,NA,"2019-08-17T10:04:00+08:00",30,"Ningaloo Marine Park","69","Charlotte Aston","Charlotte Aston","No","No",NA
30.02,-21.90687,113.90722,NA,"2019-08-17T10:08:00+08:00",30,"Ningaloo Marine Park","69","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
30.03,-21.89999,113.91082,NA,"2019-08-17T10:13:00+08:00",30,"Ningaloo Marine Park","67","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
30.04,-21.89513,113.91423,NA,"2019-08-17T10:16:00+08:00",30,"Ningaloo Marine Park","69","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
30.05,-21.88983,113.91801,NA,"2019-08-17T10:20:00+08:00",30,"Ningaloo Marine Park","68","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
30.06,-21.8876,113.9202,NA,"2019-08-17T10:23:00+08:00",30,"Ningaloo Marine Park","66","Charlotte Aston","Charlotte Aston","Yes","Yes","Measurements accepted at high RMS. Ask about nematophorus"
31.01,-21.6873167,114.08985,NA,"2019-08-17T15:25:00+08:00",31,"Ningaloo Marine Park","77","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
31.02,-21.6919667,114.09,NA,"2019-08-17T15:29:00+08:00",31,"Ningaloo Marine Park","71","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
31.03,-21.69445,114.0887667,NA,"2019-08-17T15:31:00+08:00",31,"Ningaloo Marine Park","66","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
31.04,-21.69635,114.0877667,NA,"2019-08-17T15:34:00+08:00",31,"Ningaloo Marine Park","64","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
31.05,-21.70045,114.0814333,NA,"2019-08-17T15:39:00+08:00",31,"Ningaloo Marine Park","67","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
31.06,-21.7025167,114.0774833,NA,"2019-08-17T15:45:00+08:00",31,"Ningaloo Marine Park","66","Charlotte Aston","Charlotte Aston","Yes","Yes",NA
