"sample","number","size.class","scientific","status","zone","site","location","longitude","latitude","depth","successful_count","successful_length","time_stamp"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26221/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.0986,-33.3679,42.5,TRUE,TRUE,"2014-12-09T23:35:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26221/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.0986,-33.3679,42.5,TRUE,TRUE,"2014-12-09T23:35:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26221/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.0986,-33.3679,42.5,TRUE,TRUE,"2014-12-09T23:35:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26222/?format=feather",0,"<Lm","Epinephelides armatus","No-take","National Park Zone","Geographe Bay","Geographe Bay",115.3862,-33.5425,13,TRUE,FALSE,"2014-12-12T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26222/?format=feather",0,"<Lm","Glaucosoma hebraicum","No-take","National Park Zone","Geographe Bay","Geographe Bay",115.3862,-33.5425,13,TRUE,FALSE,"2014-12-12T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26222/?format=feather",0,"<Lm","Sillaginodes punctatus","No-take","National Park Zone","Geographe Bay","Geographe Bay",115.3862,-33.5425,13,TRUE,FALSE,"2014-12-12T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26222/?format=feather",0,"<Lm","Seriola hippos","No-take","National Park Zone","Geographe Bay","Geographe Bay",115.3862,-33.5425,13,TRUE,FALSE,"2014-12-12T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26222/?format=feather",0,"<Lm","Chrysophrys auratus","No-take","National Park Zone","Geographe Bay","Geographe Bay",115.3862,-33.5425,13,TRUE,FALSE,"2014-12-12T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26222/?format=feather",0,"<Lm","Nemadactylus valenciennesi","No-take","National Park Zone","Geographe Bay","Geographe Bay",115.3862,-33.5425,13,TRUE,FALSE,"2014-12-12T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26222/?format=feather",0,"<Lm","Achoerodus gouldii","No-take","National Park Zone","Geographe Bay","Geographe Bay",115.3862,-33.5425,13,TRUE,FALSE,"2014-12-12T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26222/?format=feather",0,"<Lm","Choerodon rubescens","No-take","National Park Zone","Geographe Bay","Geographe Bay",115.3862,-33.5425,13,TRUE,FALSE,"2014-12-12T05:13:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3097,-33.3984,34.4,TRUE,TRUE,"2014-12-10T22:54:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3097,-33.3984,34.4,TRUE,TRUE,"2014-12-10T22:54:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3097,-33.3984,34.4,TRUE,TRUE,"2014-12-10T22:54:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",0,"<Lm","Seriola hippos","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3097,-33.3984,34.4,TRUE,TRUE,"2014-12-10T22:54:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3097,-33.3984,34.4,TRUE,TRUE,"2014-12-10T22:54:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3097,-33.3984,34.4,TRUE,TRUE,"2014-12-10T22:54:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3097,-33.3984,34.4,TRUE,TRUE,"2014-12-10T22:54:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26224/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1317,-33.4446,41.1,TRUE,TRUE,"2014-12-09T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26224/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1317,-33.4446,41.1,TRUE,TRUE,"2014-12-09T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26224/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1317,-33.4446,41.1,TRUE,TRUE,"2014-12-09T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26224/?format=feather",0,"<Lm","Seriola hippos","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1317,-33.4446,41.1,TRUE,TRUE,"2014-12-09T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26224/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1317,-33.4446,41.1,TRUE,TRUE,"2014-12-09T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26224/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1317,-33.4446,41.1,TRUE,TRUE,"2014-12-09T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26224/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1317,-33.4446,41.1,TRUE,TRUE,"2014-12-09T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26224/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1317,-33.4446,41.1,TRUE,TRUE,"2014-12-09T05:28:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26225/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2878,-33.5485,24.3,TRUE,TRUE,"2014-12-12T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26225/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2878,-33.5485,24.3,TRUE,TRUE,"2014-12-12T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26225/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2878,-33.5485,24.3,TRUE,TRUE,"2014-12-12T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26225/?format=feather",0,"<Lm","Seriola hippos","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2878,-33.5485,24.3,TRUE,TRUE,"2014-12-12T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26225/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2878,-33.5485,24.3,TRUE,TRUE,"2014-12-12T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26225/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2878,-33.5485,24.3,TRUE,TRUE,"2014-12-12T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26225/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2878,-33.5485,24.3,TRUE,TRUE,"2014-12-12T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26225/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2878,-33.5485,24.3,TRUE,TRUE,"2014-12-12T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26226/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.5134,-33.4028,17.2,TRUE,TRUE,"2014-12-11T04:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26226/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.5134,-33.4028,17.2,TRUE,TRUE,"2014-12-11T04:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26226/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.5134,-33.4028,17.2,TRUE,TRUE,"2014-12-11T04:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26226/?format=feather",0,"<Lm","Seriola hippos","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.5134,-33.4028,17.2,TRUE,TRUE,"2014-12-11T04:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26226/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.5134,-33.4028,17.2,TRUE,TRUE,"2014-12-11T04:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26226/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.5134,-33.4028,17.2,TRUE,TRUE,"2014-12-11T04:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26226/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.5134,-33.4028,17.2,TRUE,TRUE,"2014-12-11T04:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26226/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.5134,-33.4028,17.2,TRUE,TRUE,"2014-12-11T04:31:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26227/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.2721,-33.3809,37.7,TRUE,TRUE,"2014-12-10T05:51:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26227/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.2721,-33.3809,37.7,TRUE,TRUE,"2014-12-10T05:51:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26227/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.2721,-33.3809,37.7,TRUE,TRUE,"2014-12-10T05:51:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26227/?format=feather",0,"<Lm","Seriola hippos","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.2721,-33.3809,37.7,TRUE,TRUE,"2014-12-10T05:51:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26227/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.2721,-33.3809,37.7,TRUE,TRUE,"2014-12-10T05:51:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26227/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.2721,-33.3809,37.7,TRUE,TRUE,"2014-12-10T05:51:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26227/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.2721,-33.3809,37.7,TRUE,TRUE,"2014-12-10T05:51:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26227/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.2721,-33.3809,37.7,TRUE,TRUE,"2014-12-10T05:51:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26228/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1742,-33.4108,40.5,TRUE,FALSE,"2014-12-10T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26228/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1742,-33.4108,40.5,TRUE,FALSE,"2014-12-10T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26228/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1742,-33.4108,40.5,TRUE,FALSE,"2014-12-10T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26228/?format=feather",0,"<Lm","Seriola hippos","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1742,-33.4108,40.5,TRUE,FALSE,"2014-12-10T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26228/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1742,-33.4108,40.5,TRUE,FALSE,"2014-12-10T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26228/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1742,-33.4108,40.5,TRUE,FALSE,"2014-12-10T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26228/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1742,-33.4108,40.5,TRUE,FALSE,"2014-12-10T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26228/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.1742,-33.4108,40.5,TRUE,FALSE,"2014-12-10T02:29:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26229/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.4137,-33.4316,25.4,TRUE,FALSE,"2014-12-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26229/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.4137,-33.4316,25.4,TRUE,FALSE,"2014-12-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26229/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.4137,-33.4316,25.4,TRUE,FALSE,"2014-12-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26229/?format=feather",0,"<Lm","Seriola hippos","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.4137,-33.4316,25.4,TRUE,FALSE,"2014-12-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26229/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.4137,-33.4316,25.4,TRUE,FALSE,"2014-12-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26229/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.4137,-33.4316,25.4,TRUE,FALSE,"2014-12-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26229/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.4137,-33.4316,25.4,TRUE,FALSE,"2014-12-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26229/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.4137,-33.4316,25.4,TRUE,FALSE,"2014-12-13T02:52:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26230/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2982,-33.4927,29.7,TRUE,FALSE,"2014-12-08T22:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26230/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2982,-33.4927,29.7,TRUE,FALSE,"2014-12-08T22:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26230/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2982,-33.4927,29.7,TRUE,FALSE,"2014-12-08T22:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26230/?format=feather",0,"<Lm","Seriola hippos","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2982,-33.4927,29.7,TRUE,FALSE,"2014-12-08T22:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26230/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2982,-33.4927,29.7,TRUE,FALSE,"2014-12-08T22:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26230/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2982,-33.4927,29.7,TRUE,FALSE,"2014-12-08T22:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26230/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2982,-33.4927,29.7,TRUE,FALSE,"2014-12-08T22:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26230/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2982,-33.4927,29.7,TRUE,FALSE,"2014-12-08T22:14:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26231/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3565,-33.3582,31.4,TRUE,TRUE,"2014-12-11T01:04:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26231/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3565,-33.3582,31.4,TRUE,TRUE,"2014-12-11T01:04:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26231/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3565,-33.3582,31.4,TRUE,TRUE,"2014-12-11T01:04:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26231/?format=feather",0,"<Lm","Seriola hippos","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3565,-33.3582,31.4,TRUE,TRUE,"2014-12-11T01:04:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26231/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3565,-33.3582,31.4,TRUE,TRUE,"2014-12-11T01:04:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26231/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3565,-33.3582,31.4,TRUE,TRUE,"2014-12-11T01:04:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26231/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3565,-33.3582,31.4,TRUE,TRUE,"2014-12-11T01:04:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26231/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Special Purpose Zone (Mining Exclusion)","Geographe Bay","Geographe Bay",115.3565,-33.3582,31.4,TRUE,TRUE,"2014-12-11T01:04:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26232/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.1532,-33.5131,33.1,TRUE,TRUE,"2014-12-09T02:47:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26232/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.1532,-33.5131,33.1,TRUE,TRUE,"2014-12-09T02:47:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26232/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.1532,-33.5131,33.1,TRUE,TRUE,"2014-12-09T02:47:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26232/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.1532,-33.5131,33.1,TRUE,TRUE,"2014-12-09T02:47:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26232/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.1532,-33.5131,33.1,TRUE,TRUE,"2014-12-09T02:47:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26233/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2801,-33.5709,22.2,TRUE,FALSE,"2014-12-12T01:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26233/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2801,-33.5709,22.2,TRUE,FALSE,"2014-12-12T01:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26233/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2801,-33.5709,22.2,TRUE,FALSE,"2014-12-12T01:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26233/?format=feather",0,"<Lm","Seriola hippos","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2801,-33.5709,22.2,TRUE,FALSE,"2014-12-12T01:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26233/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2801,-33.5709,22.2,TRUE,FALSE,"2014-12-12T01:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26233/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2801,-33.5709,22.2,TRUE,FALSE,"2014-12-12T01:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26233/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2801,-33.5709,22.2,TRUE,FALSE,"2014-12-12T01:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26233/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2801,-33.5709,22.2,TRUE,FALSE,"2014-12-12T01:05:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26234/?format=feather",0,"<Lm","Epinephelides armatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2224,-33.4953,32,TRUE,FALSE,"2014-12-09T01:49:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26234/?format=feather",0,"<Lm","Glaucosoma hebraicum","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2224,-33.4953,32,TRUE,FALSE,"2014-12-09T01:49:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26234/?format=feather",0,"<Lm","Sillaginodes punctatus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2224,-33.4953,32,TRUE,FALSE,"2014-12-09T01:49:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26234/?format=feather",0,"<Lm","Seriola hippos","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2224,-33.4953,32,TRUE,FALSE,"2014-12-09T01:49:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26234/?format=feather",0,"<Lm","Chrysophrys auratus","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2224,-33.4953,32,TRUE,FALSE,"2014-12-09T01:49:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26234/?format=feather",0,"<Lm","Nemadactylus valenciennesi","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2224,-33.4953,32,TRUE,FALSE,"2014-12-09T01:49:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26234/?format=feather",0,"<Lm","Achoerodus gouldii","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2224,-33.4953,32,TRUE,FALSE,"2014-12-09T01:49:00Z"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26234/?format=feather",0,"<Lm","Choerodon rubescens","Fished","Multiple Use Zone","Geographe Bay","Geographe Bay",115.2224,-33.4953,32,TRUE,FALSE,"2014-12-09T01:49:00Z"
