"sample","longitude","latitude","Substrate","Macroalgae","Seagrasses","Cnidaria","grouping"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26409/?format=feather",115.2264,-33.5817,4,0,6,0,"227"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26410/?format=feather",115.1774,-33.6014,0,0,5,0,"228"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26411/?format=feather",115.4435,-33.4851,0,5,0,0,"229"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26412/?format=feather",115.2039,-33.6248,0,0,5,0,"230"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26413/?format=feather",115.1935,-33.5732,4,6,3,0,"231"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26414/?format=feather",115.4907,-33.494,0,0,9,0,"232"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26415/?format=feather",115.3766,-33.5513,0,0,5,0,"233"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26416/?format=feather",115.5633,-33.3996,10,0,0,0,"234"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26417/?format=feather",115.2872,-33.5857,0,0,5,0,"235"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26418/?format=feather",115.4006,-33.5427,0,0,10,0,"236"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26419/?format=feather",115.5296,-33.4175,0,0,10,0,"237"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26420/?format=feather",115.5197,-33.4556,5,0,5,0,"238"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26421/?format=feather",115.4085,-33.4873,0,0,9,0,"239"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26422/?format=feather",115.1149,-33.5681,3,5,0,0,"240"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26423/?format=feather",115.2586,-33.6,0,0,9,0,"241"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26424/?format=feather",115.5323,-33.3519,0,5,5,0,"242"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26425/?format=feather",115.4358,-33.4901,0,5,4,0,"243"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26426/?format=feather",115.3462,-33.5573,10,0,0,0,"244"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26427/?format=feather",115.3721,-33.5833,0,0,10,0,"245"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26428/?format=feather",115.1829,-33.6169,0,0,10,0,"246"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26429/?format=feather",115.4444,-33.5366,0,0,9,0,"247"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26430/?format=feather",115.42,-33.5333,0,0,8,0,"248"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26431/?format=feather",115.4144,-33.558,2,0,11,0,"249"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26432/?format=feather",115.3722,-33.4217,8,0,2,0,"250"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26433/?format=feather",115.3594,-33.4213,10,0,0,0,"251"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26434/?format=feather",115.3694,-33.4778,6,4,0,0,"252"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26435/?format=feather",115.5076,-33.3967,0,0,6,0,"253"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26436/?format=feather",115.5205,-33.4122,0,2,8,0,"254"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26437/?format=feather",115.5176,-33.4197,0,9,0,0,"255"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26438/?format=feather",115.2133,-33.5932,18,0,0,0,"256"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26439/?format=feather",115.2379,-33.5916,0,0,10,0,"257"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26440/?format=feather",115.2415,-33.5915,0,2,0,0,"258"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26441/?format=feather",115.3443,-33.5621,0,6,0,0,"259"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26442/?format=feather",115.3481,-33.5711,0,7,0,0,"260"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26443/?format=feather",115.4179,-33.5118,0,14,0,0,"261"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26444/?format=feather",115.4182,-33.5149,0,20,0,0,"262"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26445/?format=feather",115.4064,-33.5162,0,14,0,0,"263"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26446/?format=feather",115.4308,-33.506,0,10,0,0,"264"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26447/?format=feather",115.3693,-33.374,3,0,5,0,"265"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26448/?format=feather",115.3668,-33.3744,0,0,5,0,"266"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26449/?format=feather",115.3631,-33.3755,0,0,10,0,"267"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26450/?format=feather",115.3559,-33.3768,0,0,4,0,"268"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26451/?format=feather",115.3965,-33.4994,0,0,9,0,"269"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26452/?format=feather",115.4656,-33.4839,9,0,6,0,"270"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26453/?format=feather",115.3892,-33.381,6,0,1,0,"271"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26454/?format=feather",115.3861,-33.3774,0,0,10,0,"272"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26455/?format=feather",115.3791,-33.3726,10,0,0,0,"273"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26456/?format=feather",115.3748,-33.3731,6,2,2,0,"274"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26457/?format=feather",115.2206,-33.5924,0,0,8,0,"275"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26458/?format=feather",115.1963,-33.5936,0,0,5,0,"276"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26459/?format=feather",115.1995,-33.5936,0,14,0,0,"277"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26460/?format=feather",115.2023,-33.5938,0,0,10,0,"278"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26461/?format=feather",115.2055,-33.5935,12,0,3,0,"279"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26462/?format=feather",115.1907,-33.5938,5,0,7,0,"280"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26463/?format=feather",115.1884,-33.594,0,0,10,0,"281"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26464/?format=feather",115.1865,-33.5941,0,7,3,0,"282"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26465/?format=feather",115.193,-33.5937,0,5,0,0,"283"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26466/?format=feather",115.1819,-33.5945,2,1,5,0,"284"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26467/?format=feather",115.193,-33.5937,0,4,0,0,"285"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26468/?format=feather",115.184,-33.5937,0,6,5,0,"286"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26470/?format=feather",115.2081,-33.5933,0,8,0,0,"287"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26471/?format=feather",115.2102,-33.5928,0,0,8,0,"288"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26472/?format=feather",115.2119,-33.5932,0,8,0,0,"289"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26473/?format=feather",115.2148,-33.5927,2,0,8,0,"290"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26474/?format=feather",115.2175,-33.5924,0,0,10,0,"291"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26475/?format=feather",115.2177,-33.5346,10,0,0,0,"292"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26476/?format=feather",115.2255,-33.5086,0,0,9,0,"293"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26477/?format=feather",115.24,-33.4628,7,3,0,0,"294"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26478/?format=feather",115.178,-33.4864,1,5,5,0,"295"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26479/?format=feather",115.1684,-33.4705,0,4,0,1,"296"
