"sample","year","scientific","rls_thermal_niche"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25558/?format=feather","2019","Sufflamen fraenatum",22.04221
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25558/?format=feather","2019","Sufflamen fraenatum",22.04221
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25558/?format=feather","2019","Gnathanodon speciosus",26.61633
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25558/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25558/?format=feather","2019","Parupeneus chrysopleuron",21.03178
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25558/?format=feather","2019","Apolemichthys trimaculatus",26.596
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25558/?format=feather","2019","Variola louti",24.50905
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25559/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25559/?format=feather","2019","Aphareus furca",26.44796
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25559/?format=feather","2019","Parupeneus chrysopleuron",21.03178
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25560/?format=feather","2019","Sufflamen fraenatum",22.04221
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25560/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25560/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25560/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25560/?format=feather","2019","Cephalopholis sonnerati",27.36
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25561/?format=feather","2019","Echeneis naucrates",25.55157
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25563/?format=feather","2019","Seriola rivoliana",21.89071
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25563/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25563/?format=feather","2019","Nelusetta ayraud",19.44685
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25563/?format=feather","2019","Nelusetta ayraud",19.44685
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25564/?format=feather","2019","Galeocerdo cuvier",24.761
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25564/?format=feather","2019","Echeneis naucrates",25.55157
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25564/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25568/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25568/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25569/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25569/?format=feather","2019","Cyprinocirrhites polyactis",24.51275
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25570/?format=feather","2019","Sufflamen fraenatum",22.04221
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25570/?format=feather","2019","Caesio cuning",26.59657
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25570/?format=feather","2019","Caesio cuning",26.59657
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25570/?format=feather","2019","Caesio cuning",26.59657
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25570/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25570/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25570/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25477/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25477/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25477/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25477/?format=feather","2019","Parupeneus spilurus",20.24947
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25478/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25478/?format=feather","2019","Eubalichthys caeruleoguttatus",22.1105
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25482/?format=feather","2019","Gymnocranius euanus",24.99433
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25482/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25482/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25482/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25482/?format=feather","2019","Priacanthus blochii",25.581
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25483/?format=feather","2019","Coris caudimacula",24.48806
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25578/?format=feather","2019","Caranx ignobilis",26.03942
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25578/?format=feather","2019","Gnathanodon speciosus",26.61633
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25580/?format=feather","2019","Caranx ignobilis",26.03942
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25580/?format=feather","2019","Gnathanodon speciosus",26.61633
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25580/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25580/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25580/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25580/?format=feather","2019","Malacanthus brevirostris",24.915
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Sufflamen fraenatum",22.04221
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Gnathanodon speciosus",26.61633
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Gnathanodon speciosus",26.61633
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Gnathanodon speciosus",26.61633
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Gnathanodon speciosus",26.61633
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Cyprinocirrhites polyactis",24.51275
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Cyprinocirrhites polyactis",24.51275
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Cyprinocirrhites polyactis",24.51275
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25581/?format=feather","2019","Cyprinocirrhites polyactis",24.51275
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25582/?format=feather","2019","Suezichthys cyanolaemus",20.99964
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25582/?format=feather","2019","Suezichthys cyanolaemus",20.99964
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pterocaesio chrysozona",22.679
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Chaetodon assarius",21.63052
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Heniochus acuminatus",25.41254
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Plectorhinchus gibbosus",26.05508
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Parupeneus spilurus",20.24947
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Apolemichthys trimaculatus",26.596
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Apolemichthys trimaculatus",26.596
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Pomacanthus semicirculatus",25.01465
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25583/?format=feather","2019","Cephalopholis sonnerati",27.36
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25585/?format=feather","2019","Sufflamen fraenatum",22.04221
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25585/?format=feather","2019","Choerodon cauteroma",26.24666
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25585/?format=feather","2019","Choerodon cauteroma",26.24666
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25585/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25585/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25585/?format=feather","2019","Arothron stellatus",24.954
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Naso hexacanthus",25.77669
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Sufflamen fraenatum",22.04221
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Chaetodon assarius",21.63052
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Parupeneus indicus",26.35956
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Parupeneus indicus",26.35956
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Parupeneus indicus",26.35956
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Parupeneus spilurus",20.24947
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Parupeneus spilurus",20.24947
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Parupeneus spilurus",20.24947
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Parupeneus spilurus",20.24947
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25586/?format=feather","2019","Parupeneus spilurus",20.24947
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25587/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Naso hexacanthus",25.77669
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Naso hexacanthus",25.77669
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Chaetodon assarius",21.63052
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus nebulosus",24.21125
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lethrinus punctulatus",27.64967
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus sebae",26.73573
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Lutjanus vitta",27.03914
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25588/?format=feather","2019","Cephalopholis spiloparaea",26.8715
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25484/?format=feather","2019","Echeneis naucrates",25.55157
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25484/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25484/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25484/?format=feather","2019","Aphareus furca",26.44796
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25484/?format=feather","2019","Epinephelus rivulatus",24.22961
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25485/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25485/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25485/?format=feather","2019","Lethrinus miniatus",23.073
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/25485/?format=feather","2019","Lethrinus miniatus",23.073
