OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20210519-1	0	20210519_1108-1552_BOTTOM_0001_0001.mp4	49	20210519_1108-1552_TOP_0001_0001.mp4	4240	0.01362		-1.00000	-546.52122	-289.77060	-2632.63595	3.16251	2.10294	14.28793	7.80935	2704.33439	13.40145								Sync		
20210519-2	0	20210519_1108-1552_BOTTOM2_0001_0001.mp4	5700	20210519_1108-1552_TOP2_0001_0001.mp4	24410	1.58492		-1.00000	17.58790	82.34535	-943.13035	0.46851	0.49046	1.80512	7.39271	946.88170	5.43564								Sync		
20210519-2	1	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-511.50365	867.70257	-1563.39681	1.64131	2.73325	4.69284	3.83621	1859.77238	33.31663	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				Unknown	
20210519-2	2	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-602.61109	-736.45444	-2063.84616	2.69313	3.34930	8.81561	10.73046	2272.65621	25.04255	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				20-40	
20210519-2	3	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-706.20978	-694.45916	-2332.64190	3.52445	3.61632	11.31196	15.63790	2534.21072	23.26919	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				10-20	
20210519-2	4	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-736.12375	-192.34281	-2016.71869	3.19807	1.32768	8.59109	13.61369	2155.46473	20.76695	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				10-20	
20210519-2	5	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-549.29762	-526.55229	-1845.51853	2.19767	2.13870	6.98413	2.29411	1996.22740	22.20699	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				20-40	
20210519-2	6	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-678.12450	4.50969	-2029.06752	2.91736	0.99764	8.46517	2.86416	2139.38968	18.48438	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				10-20	
20210519-2	7	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-591.78278	-217.82147	-2752.83498	3.50239	1.75868	15.41424	1.23533	2824.13765	12.80506	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				20-40	
20210519-2	8	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-617.53962	255.25776	-2325.65735	3.07264	1.69796	11.04207	5.39331	2419.75078	16.14337	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				10-20	
20210519-2	9	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-699.35750	-133.78581	-2121.74908	3.16065	1.17424	9.31484	5.15992	2238.03903	18.49015	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				10-20	
20210519-2	10	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-711.87388	59.87581	-2151.68313	3.25378	1.10866	9.57400	1.00651	2267.17662	18.39845	Sponges > Erect Forms	Branching		10000915	1				10-20	
20210519-2	11	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-474.28888	-38.94712	-1990.43775	2.10120	0.97612	8.10034	7.67850	2046.53591	13.40991	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				20-40	
20210519-2	12	20210519_1108-1552_BOTTOM2_0004_0001.mp4	6919	20210519_1108-1552_TOP2_0004_0001.mp4	25629	58.92386	34	2.99994	-625.50408	851.44985	-2070.36599	2.70856	3.71231	8.64106	3.43684	2324.35745	27.31074	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				20-40	
20210519-2	14	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-586.93201	849.32790	-2004.98028	2.55543	3.57358	8.29746	11.28843	2255.17028	26.93888	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210519-2	15	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-725.80453	946.50426	-1771.02149	2.66430	3.41861	6.29244	18.29813	2135.22356	33.66455	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210519-2	16	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-521.90592	429.60846	-2898.79679	3.31804	2.98018	17.07148	1.11849	2976.57052	13.34559	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210519-2	17	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-571.00437	454.07852	-2168.43392	2.67845	2.32163	9.63934	0.22936	2287.86777	18.80886	Sponges > Erect Forms	Branching		10000915	1				10-20	
20210519-2	18	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-503.21785	-188.76033	-1852.26066	2.07103	1.13634	7.08555	0.36658	1928.65970	16.06410	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				20-40	
20210519-2	19	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-705.47977	140.22006	-2633.48241	3.91994	1.52739	14.15524	4.00527	2729.94377	15.33555	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	20	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-698.87591	168.07115	-3110.15132	4.58432	1.90759	19.63878	4.95393	3192.13357	13.08409	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210519-2	21	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-673.13498	61.69449	-2616.98353	3.73372	1.33997	13.97430	2.87545	2702.87249	14.51196	Sponges > Erect Forms	Simple		10000916	1				10-20	
20210519-2	22	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-527.79748	-920.68047	-2050.69958	2.34100	3.87570	8.53107	4.14025	2309.02392	27.11067	Sponges > Erect Forms	Laminar		10000913	1				20-40	
20210519-2	23	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-662.72697	-766.77628	-2601.50000	3.64825	4.16292	13.79771	3.02106	2791.94469	21.06648	Sponges > Massive Forms	Cryptic		10000908	1				10-20	
20210519-2	24	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-639.63683	-1041.23865	-3289.97456	4.46695	6.96776	21.92780	9.56069	3509.59340	20.13056	Sponges > Cup-Likes	Barrels		10000907	1				10-20	
20210519-2	25	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-692.71875	404.48493	-3165.41283	4.69439	2.94013	20.67110	19.51084	3265.47174	14.03596	Unscorable			00000001	1				10-20	
20210519-2	26	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-587.67739	139.18105	-3483.81726	4.44259	1.89664	24.78998	17.68770	3535.77697	9.75550	Unscorable			00000001	1				10-20	
20210519-2	27	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-588.14527	608.53230	-4301.03663	5.42825	5.80974	37.10120	0.75150	4383.50802	11.34169	Sponges > Unknown			10000000	1				20-40	
20210519-2	28	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-636.85020	803.62526	-3989.80990	5.39759	6.86347	31.98378	7.10577	4119.46292	14.64104	Sponges > Unknown			10000000	1				10-20	
20210519-2	29	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-702.86599	1004.06795	-3327.60663	4.90986	7.00838	22.30552	4.12065	3546.14424	20.45776	Sponges > Unknown			10000000	1				10-20	
20210519-2	30	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-385.90357	1594.11760	-4782.90625	4.31113	15.51991	45.44850	1.05382	5056.31533	19.20952	Sponges > Cup-Likes	Barrels		10000907	1				40-60	
20210519-2	31	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-473.20143	1263.38910	-4468.10865	4.70333	11.63777	39.82458	9.09620	4667.34042	17.07264	Sponges > Erect Forms	Simple		10000916	1				40-60	
20210519-2	32	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-704.04427	1102.94820	-2250.77922	3.26186	5.07593	10.06610	8.61376	2603.49384	30.41622	Sponges > Massive Forms	Cryptic		10000908	1				10-20	
20210519-2	33	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-472.13091	-333.43104	-4109.44606	4.32101	3.11983	33.90585	5.31626	4149.89527	7.67194	Unscorable			00000001	1				Unknown	
20210519-2	34	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-612.16241	-795.38250	-3307.08046	4.33103	5.31209	22.16126	1.91023	3456.03201	16.40571	Unscorable			00000001	1				10-20	
20210519-2	35	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-640.01448	-1137.89593	-1946.51800	2.53116	4.27692	7.36526	1.71084	2343.79137	33.32192	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210519-2	36	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-609.20474	-1603.99979	-5656.49286	7.38498	18.83950	64.29231	5.41352	5910.99460	17.22311	Unscorable			00000001	1				Unknown	
20210519-2	37	20210519_1108-1552_BOTTOM2_0006_0001.mp4	51525	20210519_1108-1552_TOP2_0007_0001.mp4	1903	109.32672	29	2.99994	-652.28380	1316.03566	-4378.92471	6.10613	11.58599	38.94190	8.11003	4618.70172	18.20974	Unscorable			00000001	1				Unknown	
20210519-2	41	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-204.11185	1120.36857	-4888.93154	3.04879	11.60498	47.39081	6.85164	5019.81464	13.71015	Sponges > Unknown			10000000	1				20-40	
20210519-2	42	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-545.30183	19.31802	-1609.02695	1.90270	0.79771	5.31824	1.17005	1699.02766	18.76348	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	43	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-275.19612	-1454.70442	-3260.90902	2.37211	9.31639	21.30426	2.69623	3581.26032	23.82255	Sponges > Unknown			10000000	1				Unknown	
20210519-2	44	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-418.82488	-1370.54227	-2387.99144	2.25541	6.39929	11.32650	4.34968	2785.01410	30.38916	Sponges > Unknown			10000000	1				10-20	
20210519-2	45	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-552.35935	498.95373	-3196.53397	3.83584	3.69269	20.71920	2.11426	3282.05501	13.33921	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210519-2	46	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-788.35423	359.72820	-3137.59021	5.18968	2.86707	20.13838	0.72422	3255.05440	15.58375	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210519-2	47	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-469.21016	269.82999	-5163.37488	5.40122	3.94269	53.21540	6.75582	5191.66703	6.13380	Unscorable			00000001	1				40-60	
20210519-2	48	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-591.97498	870.75623	-3230.91614	4.09981	5.96040	21.02012	4.64160	3398.15684	18.29048	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				10-20	
20210519-2	49	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-571.72226	32.27437	-2233.24583	2.76050	1.11017	10.19651	2.25288	2305.49233	14.40069	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				10-20	
20210519-2	50	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-496.55552	2035.00826	-5230.10096	5.70579	21.49935	54.25182	3.78467	5633.98456	22.10808	Sponges > Unknown			10000000	1				20-40	
20210519-2	51	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-749.01308	115.37922	-2201.51760	3.54667	1.18980	10.22150	17.55315	2328.30683	18.94216	Sponges > Massive Forms	Cryptic		10000908	1				10-20	
20210519-2	52	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-654.89517	-673.58436	-1861.60289	2.61556	2.79414	7.18407	5.84718	2085.22634	27.04645	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				10-20	
20210519-2	53	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-780.94695	981.15199	-1873.21701	3.01546	3.74432	7.05062	23.90653	2254.21369	33.50909	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				10-20	
20210519-2	54	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-645.63799	-265.87368	-2057.80787	2.82984	1.47207	8.70241	3.60535	2173.04175	18.63427	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				10-20	
20210519-2	55	20210519_1108-1552_BOTTOM2_0007_0001.mp4	27893	20210519_1108-1552_TOP2_0007_0001.mp4	46603	121.75580	40	2.99994	-662.83208	-253.60667	-3019.82310	4.24516	2.07097	18.53839	0.58071	3102.09514	13.12441	Unscorable			00000001	1				10-20	
20210519-2	57	20210519_1108-1552_BOTTOM2_0008_0001.mp4	65079	20210519_1108-1552_TOP2_0009_0001.mp4	15458	151.09567	30	2.99994	-578.54718	224.38286	-1689.78323	2.10849	1.15518	5.86504	4.26468	1800.11996	20.27108	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210519-2	58	20210519_1108-1552_BOTTOM2_0008_0001.mp4	65079	20210519_1108-1552_TOP2_0009_0001.mp4	15458	151.09567	30	2.99994	-479.44887	1237.53156	-2329.00462	2.39330	5.83878	10.74292	2.12237	2680.60033	29.99430	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1				20-40	
20210519-2	59	20210519_1108-1552_BOTTOM2_0008_0001.mp4	65079	20210519_1108-1552_TOP2_0009_0001.mp4	15458	151.09567	30	2.99994	-885.03606	588.69192	-3201.73816	5.98918	4.08194	21.32854	8.05192	3373.56996	18.16176	Sponges > Massive Forms	Cryptic		10000908	1				10-20	
20210519-2	66	20210519_1108-1552_BOTTOM2_0010_0001.mp4	28794	20210519_1108-1552_TOP2_0010_0001.mp4	47504	179.00633	39	2.99994	-481.96151	432.11167	-2256.09051	2.39991	2.34778	10.32136	6.95608	2347.11563	16.42035	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				10-20	
20210519-2	71	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	-580.11190	691.64480	-2627.20464	3.27795	3.94369	13.96812	5.94749	2777.96807	19.18570	Sponges > Cup-Likes	Barrels		10000907	1				10-20	
20210519-2	72	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	-549.88854	824.46960	-3907.60030	4.65662	6.86414	30.62841	5.70404	4031.31090	14.47277	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	73	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	-375.25114	2131.01744	-3427.06858	2.95310	14.35448	22.81291	0.66201	4053.00478	32.55298	Sponges > Erect Forms	Laminar		10000913	1				20-40	
20210519-2	74	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	-581.67307	1001.59009	-1809.13676	2.19371	3.67886	6.43601	6.63648	2148.13921	32.87883	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				10-20	
20210519-2	75	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	-749.69496	405.76091	-2655.25794	4.19148	2.63056	14.46567	4.42432	2788.74151	17.96364	Sponges > Cup-Likes	Barrels		10000907	1				10-20	
20210519-2	76	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	-595.61389	528.88623	-2538.19587	3.25059	3.06881	13.15660	1.52394	2660.24714	17.65108	Unscorable			00000001	1				10-20	
20210519-2	83	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-426.07791	536.89742	-1601.62759	1.53111	1.94246	5.18382	4.26662	1742.12863	23.64702	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210519-2	84	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-471.44089	-248.68903	-1753.02936	1.84439	1.18894	6.30681	0.59464	1832.27036	16.63718	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210519-2	85	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-302.43604	1519.17801	-3078.73704	2.29242	9.48403	18.61705	2.63894	3446.44616	27.30378	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210519-2	86	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-713.55019	86.85468	-2815.51087	4.23314	1.49226	16.15524	1.57996	2905.82158	14.35982	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				10-20	
20210519-2	87	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-604.04312	-441.45534	-2899.81402	3.75443	2.87220	17.09146	3.33721	2994.77416	14.29807	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	88	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-486.08794	-202.22046	-2949.18623	3.17819	1.81581	17.59308	0.97830	2995.80941	10.01384	Unscorable			00000001	1				20-40	
20210519-2	89	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-561.23491	-1805.39645	-4679.39990	5.65724	16.78327	43.93182	2.59052	5046.90246	21.72383	Sponges > Massive Forms	Simple		10000904	1				20-40	
20210519-2	90	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-616.37645	1330.67492	-3497.24123	4.57846	9.56021	24.48097	3.24919	3792.27002	23.01283	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	91	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-667.59920	937.06983	-3962.10501	5.58717	7.83755	31.54390	11.59490	4125.78049	16.42951	Sponges > Erect Forms	Branching		10000915	1				10-20	
20210519-2	92	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-591.52052	1033.22157	-1772.72605	2.16364	3.68086	6.12882	6.84387	2135.41589	34.13692	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				10-20	
20210519-2	93	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-650.22578	1004.96362	-1960.25347	2.63239	4.02613	7.60147	6.35127	2296.81064	31.65263	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1				10-20	
20210519-2	94	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-588.44772	267.23893	-3307.59738	4.19697	2.51157	22.21170	7.46060	3370.14656	11.20119	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	95	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-572.84111	485.11035	-3110.60934	3.85218	3.51595	19.64951	3.66337	3199.90147	13.78991	Sponges > Erect Forms	Branching		10000915	1				10-20	
20210519-2	96	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-558.76533	611.10441	-2119.84884	2.55796	2.87605	9.17665	4.46503	2275.83532	21.58921	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				20-40	
20210519-2	97	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-657.33604	1058.13468	-2952.72466	4.08169	6.54564	17.61396	3.44068	3204.73440	23.16399	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	98	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-519.12786	-677.23766	-3068.77672	3.51572	4.60732	19.23237	10.10985	3185.20566	15.83666	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210519-2	99	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-509.77765	-1032.28121	-2315.83082	2.59389	5.05394	10.92693	12.37659	2586.22314	26.76848	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210519-2	100	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-561.04757	969.80298	-2021.57381	2.46539	4.05176	8.37046	3.42827	2311.28814	28.67409	Sponges > Erect Forms	Branching		10000915	1				40-60	
20210519-2	101	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-604.41702	1183.77672	-3519.14701	4.59460	8.45549	25.26239	9.11789	3761.78720	20.35989	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	102	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-694.51047	755.60235	-2741.75284	4.08170	4.37794	15.57894	17.56436	2927.53964	20.24902	Sponges > Erect Forms	Branching		10000915	1				10-20	
20210519-2	103	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-677.57559	-398.81185	-1868.06844	2.73443	1.85506	7.33504	11.85496	2026.78052	23.01638	Sponges > Erect Forms	Branching		10000915	1				10-20	
20210519-2	104	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-528.33134	-1064.45693	-3028.68657	3.49480	6.44043	18.55658	5.42341	3253.48197	20.88133	Sponges > Erect Forms	Laminar		10000913	1				10-20	
20210519-2	105	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	-655.76450	655.92184	-1558.67272	2.17963	2.19973	4.98393	19.22611	1813.75886	30.49261	Sponges > Massive Forms	Cryptic		10000908	1				10-20	
20210519-2	110	20210519_1108-1552_BOTTOM2_0012_0001.mp4	29301	20210519_1108-1552_TOP2_0012_0001.mp4	48011	217.14721	44	2.99994	-329.99309	1254.71779	-4172.47513	3.34948	10.94975	34.59373	1.60907	4369.52639	17.86031	Sponges > Massive Forms	Simple		10000904	1				20-40	
20210519-2	111	20210519_1108-1552_BOTTOM2_0012_0001.mp4	29301	20210519_1108-1552_TOP2_0012_0001.mp4	48011	217.14721	44	2.99994	-376.72932	1578.15626	-3564.15929	3.09147	11.48664	25.07810	7.78081	3916.08652	25.06716	Sponges > Cup-Likes	Barrels		10000907	1				10-20	
