OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
20210519-2	65	20210519_1108-1552_BOTTOM2_0010_0001.mp4	28794	20210519_1108-1552_TOP2_0010_0001.mp4	47504	179.00633	39	2.99994	260.54395	13.79340	5.05122	3543.36542	12.32747	19.58794	0.35152	-756.31700	16.82582	-3461.66723	Sponges > Erect Forms	Laminar		10000913	1					
20210519-2	67	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	415.82918	14.79703	10.23363	3612.40260	22.46910	26.85465	16.81187	-460.25401	1301.62992	-3338.16990	Sponges > Erect Forms	Branching		10000915	1					
20210519-2	68	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	156.67792	12.03999	9.07001	3513.95655	26.56287	23.26982	1.35818	-557.07689	1469.30829	-3143.03820	Sponges > Erect Forms	Laminar		10000913	1					
20210519-2	69	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	194.65051	17.37414	7.98863	2813.29955	18.26437	59.64673	13.72800	-582.97901	661.45211	-2671.56714	Sponges > Erect Forms	Laminar		10000913	1					
20210519-2	70	20210519_1108-1552_BOTTOM2_0011_0001.mp4	7994	20210519_1108-1552_TOP2_0011_0001.mp4	26704	192.22286	49	2.99994	198.47962	7.97848	2.60397	2788.30517	22.91836	16.58528	3.17913	-796.69522	-737.75344	-2568.19827	Sponges > Massive Forms	Cryptic		10000908	1					
20210519-2	77	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	130.96765	3.53147	2.51991	1989.97259	17.39339	5.10558	3.77514	-591.87821	-59.52683	-1898.98069	Sponges > Erect Forms	Laminar		10000913	1					
20210519-2	78	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	159.81036	6.73306	4.02141	2466.87185	12.47428	22.15684	22.66839	-515.83272	133.57758	-2408.63662	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1					
20210519-2	79	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	420.34163	19.22239	5.02290	3450.51662	7.28319	34.31746	2.95696	-422.64412	112.78610	-3422.67676	Sponges > Massive Forms	Simple		10000904	1					
20210519-2	80	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	290.04352	4.21853	7.15236	2243.91554	18.81468	1.28336	11.82154	-656.93812	303.55723	-2124.01560	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1				20-40	
20210519-2	81	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	161.83406	6.92187	10.63853	2936.04544	25.83811	10.79924	12.34861	-751.88386	-1035.41711	-2642.52623	Sponges > Erect Forms	Branching		10000915	1					
20210519-2	82	20210519_1108-1552_BOTTOM2_0011_0001.mp4	62411	20210519_1108-1552_TOP2_0012_0001.mp4	12790	207.35381	31	2.99994	141.09748	7.70148	4.02946	3041.08719	13.07473	11.41444	8.38903	-675.83660	-128.58471	-2962.24951	Sponges > Erect Forms	Laminar		10000913	1					
20210519-2	106	20210519_1108-1552_BOTTOM2_0012_0001.mp4	29301	20210519_1108-1552_TOP2_0012_0001.mp4	48011	217.14721	44	2.99994	190.96326	5.07508	3.19998	2477.02741	17.40973	9.93380	4.25005	-593.85483	-443.41322	-2363.55367	Sponges > Erect Forms	Simple		10000916	1					
20210519-2	107	20210519_1108-1552_BOTTOM2_0012_0001.mp4	29301	20210519_1108-1552_TOP2_0012_0001.mp4	48011	217.14721	44	2.99994	135.80988	6.70730	4.47392	2910.12712	22.60046	5.90544	3.35232	-807.37246	-773.88681	-2686.65010	Sponges > Cup-Likes	Barrels		10000907	1					
20210519-2	108	20210519_1108-1552_BOTTOM2_0012_0001.mp4	29301	20210519_1108-1552_TOP2_0012_0001.mp4	48011	217.14721	44	2.99994	228.95706	4.41315	19.52025	2158.31781	23.60907	11.02906	14.59173	-646.35352	573.93691	-1977.66511	Sponges > Erect Forms	Branching		10000915	1					
20210519-2	109	20210519_1108-1552_BOTTOM2_0012_0001.mp4	29301	20210519_1108-1552_TOP2_0012_0001.mp4	48011	217.14721	44	2.99994	393.03557	3.88480	3.18349	2398.10556	21.90125	0.88365	10.87021	-534.35208	717.37069	-2225.02976	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	1	20210520_0809-1314_BOTTOM_0002_0001.mp4	34587	20210520_0809-1314_TOP_0002_0001.mp4	26838	28.61720	19	2.99994	437.53742	7.38193	2.66387	2446.72309	21.48385	52.86701	57.65339	-744.60854	498.52463	-2276.72686	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	2	20210520_0809-1314_BOTTOM_0002_0001.mp4	34587	20210520_0809-1314_TOP_0002_0001.mp4	26838	28.61720	19	2.99994	244.15545	18.09146	7.85330	3508.79341	19.96471	34.48153	12.26387	-704.44170	969.06091	-3297.92572	Sponges > Massive Forms	Simple		10000904	1					
20210520-1	3	20210520_0809-1314_BOTTOM_0002_0001.mp4	34587	20210520_0809-1314_TOP_0002_0001.mp4	26838	28.61720	19	2.99994	221.51905	4.13144	5.43909	2334.75819	18.26113	6.07359	6.60852	-560.08866	470.66760	-2217.17580	Sponges > Erect Forms	Branching		10000915	1					
20210520-1	4	20210520_0809-1314_BOTTOM_0002_0001.mp4	34587	20210520_0809-1314_TOP_0002_0001.mp4	26838	28.61720	19	2.99994	225.01367	6.99210	6.26730	2339.45977	17.45601	24.31925	3.48372	-580.95075	393.68202	-2231.72192	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1					
20210520-1	41	20210520_0809-1314_BOTTOM_0004_0001.mp4	38868	20210520_0809-1314_TOP_0004_0001.mp4	31119	67.80746	46	2.99994	134.13628	3.53682	2.03327	2156.45013	26.35744	3.51830	0.72825	-610.71774	737.31665	-1932.26943	Sponges > Cup-Likes	Barrels		10000907	1					
20210520-1	42	20210520_0809-1314_BOTTOM_0004_0001.mp4	38868	20210520_0809-1314_TOP_0004_0001.mp4	31119	67.80746	46	2.99994	113.75634	3.36983	17.29484	2500.16866	20.22549	3.72636	8.63730	-405.28852	763.43809	-2346.00657	Sponges > Erect Forms	Laminar		10000913	1					
20210520-1	43	20210520_0809-1314_BOTTOM_0004_0001.mp4	38868	20210520_0809-1314_TOP_0004_0001.mp4	31119	67.80746	46	2.99994	209.98855	5.09516	4.28805	2267.34068	28.78036	20.25330	1.05957	-578.22452	-925.89809	-1987.26015	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1					
20210520-1	64	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	422.56879	8.91189	1.69269	2223.20068	17.45677	40.47582	1.63455	-512.62739	426.62386	-2120.80798	Sponges > Erect Forms	Branching		10000915	1					
20210520-1	65	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	361.38681	4.81214	3.56496	2322.54822	25.80187	17.23803	7.64534	-461.65261	899.34601	-2091.00069	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	66	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	121.33545	7.94112	2.09629	2432.83158	15.03717	25.62317	6.67597	-612.98909	150.47212	-2349.52591	Sponges > Erect Forms	Laminar		10000913	1					
20210520-1	67	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	204.49018	4.91134	4.32890	2243.36097	17.32527	13.12700	18.44713	-665.96697	52.88652	-2141.57873	Sponges > Erect Forms	Branching		10000915	1					
20210520-1	68	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	332.25775	7.07897	4.00167	2487.08652	15.14035	26.99014	35.90299	-643.74325	-86.94318	-2400.75714	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	69	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	430.10522	19.22012	2.84950	3328.01185	25.63699	49.07478	17.43470	-614.26401	-1302.32895	-3000.38030	Sponges > Erect Forms	Branching		10000915	1					
20210520-1	70	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	198.48609	6.39374	6.72392	2341.12344	23.01369	24.58233	16.74189	-574.17995	-712.76004	-2154.79685	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	71	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	280.19064	7.38322	2.97015	2263.10658	22.29380	32.46316	16.55568	-630.38515	-582.81774	-2093.94113	Unscorable			00000001	1					
20210520-1	72	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	392.99680	5.08711	5.05851	2892.72150	12.84726	8.31051	7.24026	-385.88803	514.59003	-2820.30587	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	73	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	110.53243	3.62964	1.10189	2107.47067	16.97489	0.23199	1.17758	-588.80287	-178.55671	-2015.65407	Sponges > Erect Forms	Laminar		10000913	1					
20210520-1	74	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	110.63839	4.77108	0.39317	2270.75118	19.54665	12.30203	6.43066	-610.96801	451.56952	-2139.88644	Sponges > Erect Forms	Laminar		10000913	1					
20210520-1	75	20210520_0809-1314_BOTTOM_0010_0001.mp4	16683	20210520_0809-1314_TOP_0010_0001.mp4	8934	175.63880	20	2.99994	143.58446	4.56653	1.51101	2657.13255	18.45877	3.28423	2.81812	-569.35900	-619.37691	-2520.42774	Sponges > Erect Forms	Unknown		10000912	1					
20210520-1	91	20210520_0809-1314_BOTTOM_0010_0001.mp4	66448	20210520_0809-1314_TOP_0010_0001.mp4	58699	189.47623	12	2.99994	142.78456	7.69781	9.58731	2766.39892	23.71074	17.69266	16.37411	-789.16350	784.03128	-2532.87957	Sponges > Massive Forms	Simple		10000904	1					
20210520-1	92	20210520_0809-1314_BOTTOM_0010_0001.mp4	66448	20210520_0809-1314_TOP_0010_0001.mp4	58699	189.47623	12	2.99994	238.03905	12.66683	4.37914	2917.13004	14.09961	30.26779	5.48533	-706.29436	-78.44649	-2829.24761	Sponges > Erect Forms	Branching		10000915	1					
20210520-1	93	20210520_0809-1314_BOTTOM_0010_0001.mp4	66448	20210520_0809-1314_TOP_0010_0001.mp4	58699	189.47623	12	2.99994	124.89407	3.83023	4.17364	3074.48714	15.30135	2.51236	9.81250	-348.86516	-732.51117	-2965.50023	Sponges > Erect Forms	Simple		10000916	1					
20210520-1	94	20210520_0809-1314_BOTTOM_0010_0001.mp4	66448	20210520_0809-1314_TOP_0010_0001.mp4	58699	189.47623	12	2.99994	375.49077	9.29849	6.03912	2583.66830	28.28812	36.99681	17.47344	-580.01446	-1078.32066	-2275.11531	Sponges > Massive Forms	Simple		10000904	1					
20210520-1	95	20210520_0809-1314_BOTTOM_0010_0001.mp4	66448	20210520_0809-1314_TOP_0010_0001.mp4	58699	189.47623	12	2.99994	159.29248	8.80619	3.72012	2739.54023	15.48569	22.28136	13.24185	-636.69872	-360.04932	-2640.08710	Sponges > Massive Forms	Simple		10000904	1					
20210520-1	96	20210520_0809-1314_BOTTOM_0010_0001.mp4	66448	20210520_0809-1314_TOP_0010_0001.mp4	58699	189.47623	12	2.99994	341.24891	2.95854	2.63354	1946.73321	13.91843	5.73039	20.57135	-467.83966	20.01471	-1889.57553	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	97	20210520_0809-1314_BOTTOM_0010_0001.mp4	66448	20210520_0809-1314_TOP_0010_0001.mp4	58699	189.47623	12	2.99994	124.92443	2.97513	1.98986	2036.12082	27.54342	2.85156	1.27541	-538.01739	772.68549	-1805.34829	Sponges > Erect Forms	Simple		10000916	1					
20210520-1	122	20210520_0809-1314_BOTTOM_0011_0001.mp4	43244	20210520_0809-1314_TOP_0011_0001.mp4	35495	202.02432	4	2.99994	191.37751	6.58260	1.99464	3361.46408	19.42125	0.30492	13.93700	-676.00981	890.12143	-3170.19484	Sponges > Massive Forms	Simple		10000904	1					
20210520-1	123	20210520_0809-1314_BOTTOM_0011_0001.mp4	43244	20210520_0809-1314_TOP_0011_0001.mp4	35495	202.02432	4	2.99994	185.56424	5.08159	2.30140	2739.47635	24.65478	4.26584	7.64435	-653.23343	937.66463	-2489.73930	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	132	20210520_0809-1314_BOTTOM_0012_0001.mp4	25269	20210520_0809-1314_TOP_0012_0001.mp4	17520	216.02609	13	2.99994	273.58135	4.68396	18.04951	2129.98194	12.23894	17.13495	5.23551	-438.08704	-109.36978	-2081.57178	Sponges > Cup-Likes	Cups		10000910	1					
20210520-1	133	20210520_0809-1314_BOTTOM_0012_0001.mp4	25269	20210520_0809-1314_TOP_0012_0001.mp4	17520	216.02609	13	2.99994	165.07001	3.64947	3.22348	2361.86478	20.38800	4.87486	12.08793	-488.67354	-661.98578	-2213.90566	Sponges > Erect Forms	Branching		10000915	1					
20210520-1	168	20210520_0809-1314_BOTTOM_0013_0001.mp4	18392	20210520_0809-1314_TOP_0013_0001.mp4	10643	233.11399	15	2.99994	481.23786	2.14305	12.71917	1572.42397	15.60901	2.20270	5.58146	-357.35555	226.50745	-1514.43341	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	185	20210520_0809-1314_BOTTOM_0015_0001.mp4	55271	20210520_0809-1314_TOP_0015_0001.mp4	47522	281.36831	9	2.99994	295.70215	4.49650	11.99364	2735.31128	21.14143	2.07645	10.58193	-541.76755	-824.47898	-2551.20562	Sponges > Cup-Likes	Cups		10000910	1					
20210520-1	186	20210520_0809-1314_BOTTOM_0015_0001.mp4	55271	20210520_0809-1314_TOP_0015_0001.mp4	47522	281.36831	9	2.99994	170.91177	7.07882	9.92142	2659.71053	16.08792	16.35199	5.89052	-644.61564	357.34497	-2555.54991	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210520-1	187	20210520_0809-1314_BOTTOM_0015_0001.mp4	55271	20210520_0809-1314_TOP_0015_0001.mp4	47522	281.36831	9	2.99994	154.94615	8.37478	4.96370	2487.82919	15.82945	26.38590	9.77567	-661.54778	151.24641	-2393.48556	Sponges > Massive Forms	Simple		10000904	1				10-20	
20210520-1	231	20210520_0809-1314_BOTTOM_0016_0001.mp4	31253	20210520_0809-1314_TOP_0016_0001.mp4	23504	293.69006	21	2.99994	269.24643	6.28089	9.61897	3019.44828	32.08589	10.49487	1.50037	-762.45167	1411.08611	-2558.23599	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	256	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	178.20237	3.05106	6.54529	1842.54110	13.59960	15.15721	12.96200	-308.22312	-304.46854	-1790.88110	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1					
20210520-1	257	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	175.39883	2.68663	2.95072	1623.62139	12.29160	20.35826	32.36260	-343.35688	-39.73300	-1586.40277	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	258	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	273.10182	3.91693	3.12801	2157.02124	5.30389	15.78367	2.30719	-62.38397	189.38081	-2147.78578	Sponges > Cup-Likes	Barrels		10000907	1				20-40	
20210520-1	259	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	311.27318	3.75696	12.06963	1984.73753	24.21100	20.82687	2.34933	-217.54241	-784.32712	-1810.16279	Cnidaria > Corals	Unknown		11168000	1					
20210520-1	260	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	374.64569	6.05002	5.59682	2784.95825	18.99374	16.52417	17.22845	159.50332	892.26127	-2633.32887	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1					
20210520-1	261	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	346.34875	6.29376	15.68595	3570.55813	23.99039	7.74150	16.30044	304.11800	-1419.51800	-3262.11070	Unscorable			00000001	1					
20210520-1	262	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	253.12509	12.54239	7.55958	3163.89669	27.19441	36.10212	34.28711	100.18713	-1442.46102	-2814.16257	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	263	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	225.63576	5.24422	8.95587	3037.25454	28.32069	14.14277	1.29643	-6.05781	-1440.87924	-2673.71379	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1					
20210520-1	264	20210520_0809-1314_BOTTOM_0017_0001.mp4	14857	20210520_0809-1314_TOP_0017_0001.mp4	7108	308.13116	50	2.99994	417.58559	2.68346	18.19232	1946.93426	24.09216	5.95828	11.44280	-381.74201	-697.06509	-1777.33686	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1					
20210520-1	337	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	613.98587	5.48794	2.51608	2733.41909	15.94283	4.23432	13.00653	-614.52291	-431.36709	-2628.28156	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	338	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	559.52964	28.92261	3.93343	4230.68510	9.97796	34.16914	2.34696	-732.22903	-34.64406	-4166.69376	Sponges > Cup-Likes	Barrels		10000907	1					
20210520-1	339	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	173.92574	5.93253	12.08621	2200.32959	19.88839	22.64830	5.40773	-574.79634	479.48216	-2069.09554	Sponges > Cup-Likes	Barrels		10000907	1					
20210520-1	340	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	481.64754	3.07390	17.79585	2097.63906	20.48935	0.75768	4.95293	-425.22475	598.57945	-1964.93669	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20210520-1	341	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	249.74004	6.84562	18.66437	2409.34840	23.25388	24.77547	10.66984	-535.77116	785.98929	-2213.62369	Sponges > Cup-Likes	Barrels		10000907	1					
20210520-1	342	20210520_0809-1314_BOTTOM_0018_0001.mp4	43196	20210520_0809-1314_TOP_0018_0001.mp4	35447	335.01079	18	2.99994	392.52949	2.99688	1.32473	2051.17018	15.28564	2.52877	15.04054	-442.34406	311.03874	-1978.60702	Sponges > Erect Forms	Branching		10000915	1					
20220519-1-NAKED	1	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	277.32314	9.47752	4.49091	3008.51102	32.36480	22.83298	35.35977	-848.13554	-1369.05526	-2541.15964	Sponges > Erect Forms	Laminar		10000913	1					
20220519-1-NAKED	2	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	232.91150	12.97065	5.10346	2873.49046	21.85046	37.16663	8.52390	-671.58859	832.30834	-2667.05436	Sponges > Erect Forms	Branching		10000915	1					
20220519-1-NAKED	3	20220519_BOTTOM_1_0006_0001.mp4	18901	20220519_TOP_1_0006_0001.mp4	16364	105.25543	232	1.99978	219.16943	13.66770	5.48609	3466.90002	29.93606	30.92144	3.15698	-546.35826	1641.56422	-3004.35605	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1					
20220519-1-NAKED	17	20220519_BOTTOM_1_0006_0001.mp4	62351	20220519_TOP_1_0006_0001.mp4	59814	117.33694	211	0.00000	639.57602	8.40891	17.25121	3458.54501	21.21417	13.46449	3.55872	-368.29617	1196.07333	-3224.17432	Sponges > Cup-Likes	Barrels		10000907	1					
20220519-1-NAKED	18	20220519_BOTTOM_1_0006_0001.mp4	62351	20220519_TOP_1_0006_0001.mp4	59814	117.33694	211	0.00000	127.02992	5.40274	2.96170	2206.66836	17.02853	28.24418	41.80302	-611.29347	209.56688	-2109.92589	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20220519-1-NAKED	24	20220519_BOTTOM_1_0007_0001.mp4	59673	20220519_TOP_1_0007_0001.mp4	57136	136.59229	226	1.99978	128.15870	7.41064	2.45824	2420.05080	23.34837	22.59361	5.79445	-828.44196	483.30957	-2221.87795	Sponges > Erect Forms	Branching		10000915	1					
20220519-1-NAKED	26	20220519_BOTTOM_1_0008_0001.mp4	34821	20220519_TOP_1_0008_0001.mp4	32284	149.68231	203	0.99989	1423.13766	28.57168	3.12446	4691.74984	22.28665	37.40261	41.24354	-493.85613	-1709.39250	-4341.26710	Cnidaria > Corals	Black & Octocorals	Whip	11168917	1					
20220519-1-NAKED	30	20220519_BOTTOM_1_0011_0001.mp4	1403	20220519_TOP_1_0010_0001.mp4	70794	200.39019	264	0.99989	144.21142	4.15706	5.92206	2194.24397	29.79332	18.70906	4.80443	-445.78213	994.96014	-1904.21616	Cnidaria > Corals	Black & Octocorals	Branching (3D)	11168902	1					
20220519-1-NAKED	31	20220519_BOTTOM_1_0011_0001.mp4	1403	20220519_TOP_1_0010_0001.mp4	70794	200.39019	264	0.99989	193.37875	3.10743	3.38052	3441.65312	5.88012	1.79704	57.18882	-352.47739	8.83545	-3423.54463	Sponges > Erect Forms	Branching		10000915	1					
20220519-1-NAKED	32	20220519_BOTTOM_1_0011_0001.mp4	1403	20220519_TOP_1_0010_0001.mp4	70794	200.39019	264	0.99989	187.38869	5.56747	3.15256	2134.27702	22.60412	26.96853	14.36022	-444.13653	689.70388	-1970.32731	Cnidaria > Corals	Black & Octocorals	Fan (2D)	11168912	1					
20220519-1-NAKED	33	20220519_BOTTOM_1_0011_0001.mp4	1403	20220519_TOP_1_0010_0001.mp4	70794	200.39019	264	0.99989	177.74708	8.02191	0.65116	3628.20054	12.67643	2.20068	11.68137	-764.54469	-222.23940	-3539.76274	Sponges > Erect Forms	Simple		10000916	1					
