OpCode	ImagePtPair	Index	Lx	Ly	Rx	Ry
20210520-1	226	0	803.44386	1743.50746	786.30115	1788.76119
20210520-1	227	0	1229.47849	1909.47761	1157.82162	2016.26866
20210520-1	228	0	1499.21826	1803.47761	1449.08080	1879.25373
20210520-1	229	0	11.41658	1798.68657	17.46065	1858.19403
20210520-1	230	0	6.71563	860.05970	108.12172	1072.00000
20210520-1	231	0	65.81322	953.44776	181.32214	991.88060
20210520-1	231	1	59.76915	793.59701	162.51836	855.53731
20210520-1	232	0	1764.80693	1866.34328	1709.21301	1975.76119
20210520-1	233	0	2135.33578	1481.53731	2229.41448	1986.71642
20210520-1	234	0	2719.42812	1689.70149	2790.20357	2065.29851
20210520-1	235	0	2951.06086	1769.64179	3010.83106	2090.82090
20210520-1	236	0	3526.35992	1817.08955	3573.38930	2050.52239
20210520-1	237	0	3215.07555	1851.10448	3262.22875	2014.25373
20210520-1	238	0	2479.58447	1621.25373	2546.54250	1686.50746
20210520-1	239	0	2646.07660	1518.20896	2698.02204	1492.25373
20210520-1	240	0	2686.37041	1504.10448	2738.31584	1473.44776
20210520-1	241	0	2912.13956	1614.08955	2965.54250	1632.19403
20210520-1	242	0	3263.94858	1581.31343	3318.23295	1582.91045
20210520-1	243	0	3349.08709	625.61194	3307.04722	955.00000
20210520-1	244	0	928.15005	854.32836	979.42392	845.91045
20210520-1	245	0	1145.73662	873.80597	1192.30955	856.65672
20210520-1	246	0	351.89927	744.89552	428.73767	717.16418
20210520-1	247	0	1434.68835	781.58209	1484.20357	719.04478
20210520-1	248	0	1739.60965	771.19403	1794.23820	742.67164
20210520-1	249	0	81.25918	729.67164	175.27807	1073.43284
20210520-1	250	0	1329.07135	860.47761	1365.60651	1009.43284
20210520-1	251	0	2390.82686	815.43284	2379.49213	894.61194
20210520-1	252	0	2158.63589	819.88060	2147.31165	1072.53731
20210520-1	253	0	1192.25079	825.79104	1240.07765	776.17910
20210520-1	254	0	3474.00525	617.80597	3447.58132	663.38806
20210520-1	255	0	2636.06191	636.85075	2627.13012	538.85075
20210520-1	256	0	1162.08919	724.64179	1207.08604	899.83582
20210520-1	256	1	1198.99265	586.56716	1233.91920	758.89552
20210520-1	257	0	917.54774	746.58209	969.11018	957.47761
20210520-1	257	1	1013.58132	623.67164	1055.07030	856.05970
20210520-1	258	0	801.97796	552.11940	852.96013	665.52239
20210520-1	258	1	813.39454	368.08955	859.00420	496.26866
20210520-1	259	0	1546.74607	709.85075	1576.17943	866.40299
20210520-1	259	1	1608.42078	474.73134	1636.21826	660.40299
20210520-1	260	0	476.88458	443.82090	530.25813	505.46269
20210520-1	260	1	403.07135	237.52239	445.64113	312.02985
20210520-1	261	0	1565.11542	442.53731	1614.89927	442.53731
20210520-1	261	1	1602.72298	299.47761	1669.96747	290.07463
20210520-1	262	0	1716.13012	489.01493	1775.72823	516.92537
20210520-1	262	1	1675.16474	391.62687	1739.46380	428.94030
20210520-1	263	0	1742.32109	551.47761	1794.53200	601.55224
20210520-1	263	1	1731.57608	433.26866	1791.84575	475.95522
20210520-1	264	0	1565.43337	1916.70149	1485.66422	2147.23881
20210520-1	264	1	1504.06191	1570.50746	1458.13012	1815.44776
20210520-1	265	0	852.40609	608.89552	901.95383	983.00000
20210520-1	266	0	457.90451	459.19403	517.79224	923.49254
20210520-1	267	0	469.32109	528.37313	532.56663	818.71642
20210520-1	268	0	551.92340	691.58209	619.19832	951.70149
20210520-1	269	0	274.65477	336.82090	330.39454	412.28358
20210520-1	270	0	413.08080	57.76119	443.47849	95.37313
20210520-1	271	0	292.87093	124.92537	334.01364	83.28358
20210520-1	272	0	205.42497	81.94030	237.06191	42.98507
20210520-1	273	0	463.97692	213.58209	505.68730	168.58209
20210520-1	274	0	501.26863	155.82090	537.29696	70.52239
20210520-1	275	0	614.76285	108.80597	649.44806	49.70149
20210520-1	276	0	916.32529	191.97015	970.01784	83.28358
20210520-1	277	0	986.16789	89.88060	1038.51731	35.59701
20210520-1	278	0	782.68416	259.13433	824.28856	220.29851
20210520-1	279	0	1132.07135	374.82090	1182.90976	384.92537
20210520-1	280	0	1008.50367	394.97015	1060.01364	440.67164
20210520-1	281	0	1273.09969	405.71642	1321.25184	438.65672
20210520-1	282	0	1639.51626	768.80597	1667.71773	1051.44776
20210520-1	283	0	1358.53725	276.97015	1426.62329	160.52239
20210520-1	284	0	1390.10073	289.05970	1457.51522	186.04478
20210520-1	285	0	1066.40399	1355.74627	987.83106	1848.62687
20210520-1	286	0	1050.90031	1675.71642	1023.60126	1628.26866
20210520-1	287	0	2042.34103	283.35821	2038.80693	248.35821
20210520-1	288	0	2981.83631	757.14925	2959.11542	769.70149
20210520-1	289	0	2561.02204	1854.11940	2630.57083	1870.44776
20210520-1	290	0	2065.25708	499.16418	2061.69990	697.95522
20210520-1	291	0	2843.05037	660.52239	2828.07555	732.35821
20210520-1	292	0	2264.60126	601.16418	2256.42392	667.35821
20210520-1	293	0	2523.35467	744.14925	2495.06611	1033.50746
20210520-1	294	0	2805.32634	773.05970	2775.57608	947.19403
20210520-1	295	0	3039.70199	792.53731	3005.95383	850.17910
20210520-1	296	0	2960.89927	879.86567	2914.73347	1051.58209
20210520-1	297	0	3318.81637	878.95522	3260.47744	1071.92537
20210520-1	298	0	3326.87513	820.52239	3282.63903	904.01493
20210520-1	299	0	2670.10913	653.07463	2650.60651	807.80597
20210520-1	300	0	2473.10493	629.89552	2462.80063	556.92537
20210520-1	301	0	3125.16894	837.64179	3079.33158	1019.73134
20210520-1	302	0	3516.45750	945.29851	3466.56139	916.71642
20210520-1	303	0	3793.66212	1024.31343	3691.58447	1069.77612
20210520-1	304	0	3156.23820	791.32836	3125.28751	773.46269
20210520-1	305	0	3170.02308	1902.83582	3222.02204	1938.37313
20210520-1	306	0	2693.11438	2029.02985	2762.37461	2022.31343
20210520-1	307	0	3018.94439	2027.01493	3077.36936	2010.89552
20210520-1	308	0	3406.73242	2112.31343	3448.72298	2116.34328
20210520-1	309	0	3445.01154	2050.52239	3490.35992	2137.16418
20210520-1	310	0	3210.63589	2124.40299	3258.67051	2149.25373
20210520-1	311	0	3361.06611	2036.41791	3408.42917	1981.34328
20210520-1	312	0	2645.90451	2035.07463	2722.78174	2148.58209
20210520-1	313	0	2794.32004	2103.58209	2858.43757	2074.02985
20210520-1	314	0	1584.90871	1712.52239	1525.84050	1898.73134
20210520-1	315	0	1617.81532	1678.94030	1568.14900	1851.71642
20210520-1	316	0	650.75656	1694.38806	614.61595	1928.28358
20210520-1	317	0	195.42497	1860.32836	193.04302	1835.92537
20210520-1	318	0	86.63169	1861.67164	91.63694	1805.70149
20210520-1	319	0	225.64533	1947.10448	217.51312	2040.44776
20210520-1	320	0	108.12172	1991.43284	111.40609	1998.13433
20210520-1	321	0	967.39140	1739.01493	929.52256	1866.83582
20210520-1	322	0	910.13012	1737.11940	888.67471	1752.52239
20210520-1	323	0	1280.45855	1658.32836	1251.87513	1749.89552
20210520-1	324	0	1348.28646	1706.01493	1305.53725	1860.76119
20210520-1	325	0	1458.10178	1632.82090	1437.66632	1643.61194
20210520-1	326	0	1780.57608	1589.04478	1753.06611	1665.64179
20210520-1	327	0	3053.71773	911.98507	3009.51207	1015.67164
20210520-1	328	0	698.55719	1797.31343	675.87513	1901.55224
20210520-1	329	0	1883.90871	1799.89552	1814.70409	1952.86567
20210520-1	330	0	379.91501	1675.91045	375.45016	1638.74627
20210520-1	331	0	565.26653	1771.95522	554.11647	1818.58209
20210520-1	332	0	778.59496	1714.65672	762.97272	1751.41791
20210520-1	333	0	880.67261	1707.94030	871.09444	1695.00000
20210520-1	334	0	61.78384	1601.07463	70.51417	1509.59701
20210520-1	335	0	1094.52256	844.04478	1145.11962	959.08955
20210520-1	336	0	1787.78174	1722.56716	1750.15005	1815.07463
20210520-1	337	0	1196.15845	976.46269	1241.24239	1007.44776
20210520-1	337	1	1134.58132	640.32836	1182.96327	696.44776
20210520-1	338	0	2902.84995	850.32836	2874.12067	820.53731
20210520-1	338	1	2891.43337	673.01493	2878.55614	638.71642
20210520-1	339	0	612.65477	1871.76119	581.12487	1988.16418
20210520-1	339	1	620.71354	1751.53731	589.85519	1867.26866
20210520-1	340	0	515.83106	1884.37313	495.88877	2006.10448
20210520-1	340	1	503.19412	1525.56716	491.48269	1670.07463
20210520-1	341	0	430.78279	1839.40299	417.26233	1930.23881
20210520-1	341	1	437.49843	1682.91045	419.27702	1769.04478
20210520-1	342	0	2656.91396	1941.31343	2735.48269	2098.88060
20210520-1	342	1	2584.38510	1657.88060	2653.02728	1834.79104
20210520-1	343	0	2211.69360	876.41791	2196.30640	1056.55224
20210520-1	344	0	3328.86044	651.56716	3297.41028	813.61194
20210520-1	345	0	3443.05561	670.88060	3405.64953	877.32836
20210520-1	346	0	3002.24134	742.86567	2981.34103	716.64179
20210520-1	347	0	2935.11438	904.40299	2903.89927	968.59701
20210520-1	348	0	2622.16474	795.22388	2605.58027	749.00000
20210520-1	349	0	2802.81532	770.37313	2789.58867	722.13433
20210520-1	350	0	2547.62120	776.41791	2535.73767	721.46269
20210520-1	351	0	2041.96013	950.67164	2051.77230	918.52239
20210520-1	352	0	2448.25708	772.23881	2437.56978	670.07463
20210520-1	353	0	661.12907	1742.68657	647.60860	1797.92537
20210520-1	354	0	136.99895	1732.14925	129.61175	1819.29851
20210520-1	355	0	94.01889	1818.79104	91.33263	2010.71642
20210520-1	356	0	280.92970	1525.40299	266.61070	1812.70149
20210520-1	357	0	228.90136	1521.04478	209.52781	1637.22388
20210520-1	358	0	51.71039	1620.37313	51.03882	1598.29851
20210520-1	359	0	406.29591	1598.88060	404.95278	1539.86567
20210520-1	360	0	745.83106	1812.26866	702.14900	2046.49254
20210520-1	361	0	692.54774	1697.70149	679.31689	1736.41791
20210520-1	362	0	1905.54145	1747.56716	1805.01259	2055.89552
20210520-1	363	0	2464.55299	1585.32836	2545.84155	2040.44776
20210520-1	364	0	3445.07135	1484.31343	3495.73242	1894.71642
20210520-1	365	0	2003.21301	1474.49254	2094.86988	1816.53731
20220519-1-NAKED	0	0	1315.63484	1664.94776	1379.30430	1695.50000
20220519-1-NAKED	1	0	3709.71668	1055.68657	3770.82896	901.05970
20220519-1-NAKED	1	1	3593.83945	906.34328	3634.50157	787.77612
20220519-1-NAKED	2	0	2377.94648	1930.67164	2481.69360	2009.43284
20220519-1-NAKED	2	1	2373.91710	1840.00000	2475.64953	1939.58209
20220519-1-NAKED	3	0	123.56768	741.59701	192.06716	751.25373
20220519-1-NAKED	3	1	100.06296	652.26866	167.21931	675.35821
20220519-1-NAKED	4	0	2087.35887	1851.04478	2210.49213	1930.29851
20220519-1-NAKED	5	0	925.04722	663.20149	957.04722	818.73881
20220519-1-NAKED	6	0	113.83001	564.70896	163.18993	554.38060
20220519-1-NAKED	7	0	51.37461	689.63433	84.61700	725.64925
20220519-1-NAKED	8	0	3613.34732	962.17910	3666.73662	855.03731
20220519-1-NAKED	9	0	2595.13012	912.19403	2706.72298	1023.94030
20220519-1-NAKED	10	0	2590.42917	859.13433	2693.96327	986.32836
20220519-1-NAKED	11	0	3754.03987	1025.95522	3807.76495	880.92537
20220519-1-NAKED	12	0	3617.04092	989.68657	3676.81007	882.26866
20220519-1-NAKED	13	0	452.88038	819.25373	502.43337	899.98507
20220519-1-NAKED	14	0	2602.54774	1800.47761	2686.86988	1787.04478
20220519-1-NAKED	15	0	2999.44176	1764.20896	3069.04932	1730.04478
20220519-1-NAKED	16	0	86.63169	1850.25373	174.60651	2117.68657
20220519-1-NAKED	17	0	400.35677	1805.26866	445.72718	1882.26866
20220519-1-NAKED	17	1	395.77230	1522.26866	429.25708	1620.61194
20220519-1-NAKED	18	0	764.75446	1909.59701	816.78594	2062.61194
20220519-1-NAKED	18	1	823.85205	1859.22388	867.82476	2018.95522
20220519-1-NAKED	19	0	216.57922	583.97015	269.96852	539.91045
20220519-1-NAKED	20	0	271.98321	649.02239	312.27702	603.52239
20220519-1-NAKED	21	0	435.17314	811.16418	480.12907	857.20149
20220519-1-NAKED	22	0	2619.59182	1751.02239	2696.80483	1708.52239
20220519-1-NAKED	23	0	2579.38930	1728.38806	2657.55089	1684.02985
20220519-1-NAKED	24	0	607.08080	994.79104	653.38930	1077.82090
20220519-1-NAKED	24	1	609.76705	906.80597	652.04617	991.85075
20220519-1-NAKED	25	0	2343.96327	1695.35821	2431.99790	1735.50746
20220519-1-NAKED	26	0	3662.13326	874.95522	3685.72613	649.98507
20220519-1-NAKED	26	1	3272.68416	535.91045	3252.00735	399.55224
20220519-1-NAKED	27	0	3202.19832	693.73134	3211.04722	557.23881
20220519-1-NAKED	28	0	3614.35467	1657.58209	3693.59916	1552.71642
20220519-1-NAKED	29	0	3601.59496	1731.94030	3678.82476	1648.80597
20220519-1-NAKED	30	0	2062.66422	1852.01493	2195.36516	2050.68657
20220519-1-NAKED	30	1	2039.15950	1746.56716	2159.77230	1965.38806
20220519-1-NAKED	31	0	912.67366	1702.19403	930.95488	1738.62687
20220519-1-NAKED	31	1	981.84470	1659.88060	1000.79748	1692.28358
20220519-1-NAKED	32	0	2347.49423	1855.14925	2454.79643	2029.25373
20220519-1-NAKED	32	1	2294.44071	1737.61194	2394.35572	1937.91045
20220519-1-NAKED	33	0	2957.74292	819.22388	3018.74187	788.88060
20220519-1-NAKED	33	1	2948.34103	745.34328	2993.89402	723.05970
20220519-1-NAKED	34	0	3540.48269	872.77612	3584.13431	765.05970
20220519-1-NAKED	34	1	3522.35047	774.04478	3551.89927	680.43284
20220519-1-NAKED	35	0	3515.37880	749.91045	3528.75131	551.26866
20220519-1-NAKED	35	1	3488.51626	666.62687	3485.77125	482.76119
20220519-1-NAKED	36	0	761.48164	903.13433	790.44911	1065.98507
20220519-1-NAKED	37	0	800.11018	804.17910	837.02308	780.20896
20220519-1-NAKED	38	0	760.42812	745.92537	798.50052	752.73134
20220519-1-NAKED	39	0	597.90976	772.79104	619.86464	770.19403
20220519-1-NAKED	40	0	469.64113	790.25373	521.81637	779.59701
20220519-1-NAKED	41	0	96.03358	756.11940	167.21931	747.76119
20220519-1-NAKED	42	0	319.66422	787.68657	376.07555	833.05970
20220519-1-NAKED	43	0	61.11228	771.74627	134.98426	821.65672
20220519-1-NAKED	44	0	1039.71354	876.85075	1063.86044	960.43284
20220519-1-NAKED	45	0	1107.34103	830.73134	1129.44386	875.49254
20220519-1-NAKED	46	0	687.16999	791.80597	726.76180	854.95522
20220519-1-NAKED	47	0	1498.57608	861.29851	1509.40399	899.92537
20220519-1-NAKED	48	0	1144.54250	862.49254	1161.90871	972.43284
20220519-1-NAKED	49	0	727.26128	883.83582	757.77125	1032.01493
20220519-1-NAKED	50	0	869.22350	796.47761	911.85624	760.88060
20220519-1-NAKED	51	0	1442.77335	945.97015	1450.33683	1032.79104
20220519-1-NAKED	52	0	2122.86569	553.28358	2152.59706	752.23881
20220519-1-NAKED	53	0	2025.55089	665.43284	2098.69360	853.41791
20220519-1-NAKED	54	0	2057.11438	739.98507	2140.33054	864.16418
20220519-1-NAKED	55	0	2182.22770	734.56716	2252.83106	823.37313
20220519-1-NAKED	56	0	2397.54145	1528.56716	2459.84995	1534.40299
20220519-1-NAKED	57	0	2070.65897	1570.67164	2165.64428	1621.74627
20220519-1-NAKED	58	0	1941.04722	1572.68657	2036.70409	1608.98507
20220519-1-NAKED	59	0	1970.59601	1599.55224	2074.31165	1643.91045
20220519-1-NAKED	60	0	2726.81637	1593.31343	2792.21826	1608.40299
20220519-1-NAKED	61	0	2431.96852	1845.65672	2534.27807	2025.37313
20220519-1-NAKED	62	0	2509.86988	1733.49254	2594.04722	1910.52239
20220519-1-NAKED	63	0	2750.96118	1748.94030	2827.07975	1826.56716
20220519-1-NAKED	64	0	2577.69780	1781.85075	2667.91920	1888.35821
20220519-1-NAKED	65	0	2039.15950	1727.00000	2158.81217	1882.83582
20220519-1-NAKED	66	0	3246.08080	1911.49254	3310.43232	2032.38806
20220519-1-NAKED	67	0	3283.68835	1840.29851	3353.41238	1932.31343
20220519-1-NAKED	68	0	3234.66422	1855.74627	3305.73137	1976.64179
20220519-1-NAKED	69	0	3078.18993	1855.74627	3147.88982	1966.56716
20220519-1-NAKED	70	0	965.34627	1688.97015	990.56978	1778.11940
20220519-1-NAKED	71	0	840.43861	1601.56716	860.84575	1599.76119
20220519-1-NAKED	72	0	708.81217	1617.01493	731.23400	1587.67164
20220519-1-NAKED	73	0	666.58657	1802.19403	709.21406	1903.31343
20220519-1-NAKED	74	0	1256.69360	1746.83582	1274.12382	1831.53731
20220519-1-NAKED	75	0	1715.54774	1715.11940	1728.94858	1744.67164
20220519-1-NAKED	76	0	1886.79643	1732.58209	1897.51102	1744.67164
20220519-1-NAKED	77	0	2633.81637	1704.49254	2711.27702	1774.40299
20220519-1-NAKED	78	0	2778.20252	1609.79104	2845.58972	1603.13433
20220519-1-NAKED	79	0	2643.21826	1845.53731	2732.36097	2000.82090
20220519-1-NAKED	80	0	2604.26758	1824.71642	2690.05247	1982.01493
20220519-1-NAKED	81	0	2498.50682	788.01493	2577.10913	859.95522
20220519-1-NAKED	82	0	2320.54250	767.19403	2406.53200	861.97015
20220519-1-NAKED	83	0	924.82162	796.55224	961.69885	756.50746
20220519-1-NAKED	84	0	1195.02728	841.14925	1217.59601	813.94030
20220519-1-NAKED	85	0	1305.13326	1929.56716	1339.81952	2097.53731
20220519-1-NAKED	86	0	2545.37566	754.70149	2612.70199	798.25373
20220519-1-NAKED	87	0	2758.93284	739.25373	2806.00210	724.41791
20220519-1-NAKED	88	0	277.35572	743.77612	331.08080	703.02985
20220519-1-NAKED	89	0	2474.24239	734.52239	2528.37985	756.89552
20220519-1-NAKED	90	0	2472.89927	719.07463	2520.99265	732.71642
20220519-1-NAKED	91	0	938.25289	1416.53731	932.58552	1384.13433
20220519-1-NAKED	92	0	846.27597	822.10448	880.73242	871.50746
20220519-1-NAKED	93	0	2834.72823	687.73134	2853.79748	596.86567
20220519-1-NAKED	94	0	944.47219	1922.61194	985.05666	2086.11940
20220519-1-NAKED	94	1	1099.77859	1660.17910	1120.04092	1831.56716
20220519-1-NAKED	95	0	1039.89402	1873.08955	1073.03148	2006.19403
20220519-1-NAKED	95	1	1261.51207	1635.62687	1257.65477	1794.55224
20220519-1-NAKED	96	0	763.61070	769.61194	803.47429	777.71642
20220519-1-NAKED	96	1	791.14481	647.37313	827.65058	664.20896
20220519-1-NAKED	97	0	2636.18363	1990.17910	2731.71878	2051.19403
20220519-1-NAKED	97	1	2636.18363	1938.46269	2730.37566	2006.86567
20220519-1-NAKED	98	0	2873.91710	2034.50746	2958.70724	2127.76119
20220519-1-NAKED	98	1	2841.01049	1980.10448	2929.83001	2092.83582
20220519-1-NAKED	99	0	1648.77230	766.86567	1666.98741	787.01493
20220519-1-NAKED	100	0	128.94019	778.26866	198.11123	864.64179
20220519-1-NAKED	101	0	1463.67891	691.89552	1498.28227	644.85075
20220519-1-NAKED	102	0	91.33263	1554.50746	112.15110	1529.23881
20220519-1-NAKED	103	0	821.74816	563.73134	860.55719	461.91045
20220519-1-NAKED	104	0	306.27807	617.89552	351.36097	592.11940
20220519-1-NAKED	105	0	1227.17419	660.88060	1261.50787	602.56716
20220519-1-NAKED	106	0	3393.27177	1863.83582	3465.57083	1860.41791
20220519-1-NAKED	107	0	2590.48793	829.70149	2684.41448	947.61194
20220519-1-NAKED	108	0	2038.88982	703.65672	2114.57503	865.17910
20220519-1-NAKED	109	0	1544.70829	862.08955	1550.37041	921.38806
20220519-1-NAKED	109	1	1517.84575	725.07463	1535.86044	791.68657
20220519-1-NAKED	110	0	2009.42917	1909.25373	2151.88982	2023.65672
20220519-1-NAKED	110	1	2047.03673	1744.70149	2165.32109	1875.22388
20220519-1-NAKED	111	0	2190.07975	1830.67164	2296.94753	1902.08955
20220519-1-NAKED	111	1	2183.36411	1678.20896	2286.11542	1762.37313
20220519-1-NAKED	112	0	634.70304	756.17910	658.40923	897.55224
20220519-1-NAKED	113	0	2039.21301	1378.28358	2116.27282	1479.47761
20220519-1-NAKED	114	0	2331.87408	1434.43284	2391.61385	1484.17910
20220519-1-NAKED	115	0	2749.82057	1664.28358	2806.03253	1616.37313
20220519-1-NAKED	116	0	2707.51207	1692.49254	2779.16999	1652.64179
20220519-1-NAKED	117	0	2798.84470	1644.13433	2862.44386	1591.52239
20220519-1-NAKED	118	0	2474.68311	1707.10448	2555.44386	1710.62687
20220519-1-NAKED	119	0	2503.56034	1676.88060	2574.91920	1638.08955
20220519-1-NAKED	120	0	3216.93914	687.44776	3231.33578	569.97015
20220519-1-NAKED	121	0	3183.36097	575.95522	3174.08080	471.00000
20220519-1-NAKED	122	0	3705.68730	760.02985	3711.73137	559.55224
20220519-1-NAKED	123	0	3744.63799	641.82090	3727.17733	401.23881
20220519-1-NAKED	124	0	3676.17733	703.10448	3669.42288	470.41791
20220519-1-NAKED	125	0	891.35572	827.17910	903.32634	903.22388
20220519-1-NAKED	126	0	2309.50577	1636.91045	2390.47114	1692.32836
20220519-1-NAKED	127	0	3407.63484	621.80597	3408.89297	453.67164
20220519-1-NAKED	128	0	3525.70829	717.07463	3528.60965	465.14925
20220519-1-NAKED	129	0	3555.92865	762.74627	3568.90346	583.35821
20220519-1-NAKED	130	0	3434.37566	717.07463	3441.30640	534.32836
20220519-1-NAKED	131	0	3513.62015	789.61194	3530.62434	631.04478
20220519-1-NAKED	132	0	1529.37985	1630.91045	1540.23820	1531.80597
20220519-1-NAKED	133	0	22.16159	1650.13433	66.48478	1765.55224
20220519-1-NAKED	134	0	2760.71249	903.22388	2865.39035	983.40299
20220519-1-NAKED	135	0	2073.89927	1622.79104	2156.73767	1723.88060
20220519-1-SQUID	0	0	3344.38615	1740.89552	3396.76810	2083.43284
20220519-1-SQUID	1	0	2136.88458	699.67164	2208.79748	849.05970
20220519-1-SQUID	2	0	434.54669	1551.34328	454.69465	1504.88060
20220519-1-SQUID	3	0	3123.62120	1803.94030	3194.19832	1877.91045
20220519-1-SQUID	4	0	3235.16055	1656.94030	3301.03778	1579.26866
20220519-1-SQUID	5	0	3366.78699	1654.25373	3422.59077	1569.19403
20220519-1-SQUID	6	0	82.60231	711.25373	146.40084	668.67164
20220519-1-SQUID	7	0	102.07765	653.43284	169.90556	594.68657
20220519-1-SQUID	8	0	3734.56453	1731.13433	3819.85310	1707.98507
20220519-1-SQUID	9	0	149.88667	832.82090	217.58657	855.61194
20220519-1-SQUID	10	0	3401.46905	1622.53731	3474.81952	1531.31343
20220519-1-SQUID	11	0	3439.07660	1667.53731	3513.77020	1582.35821
20220519-1-SQUID	12	0	3672.10913	1656.11940	3758.06925	1560.58209
20220519-1-SQUID	13	0	3590.84995	1678.28358	3672.10913	1590.80597
20220519-1-SQUID	14	0	700.54669	1685.64179	720.78174	1701.92537
20220519-1-SQUID	14	1	692.48793	1621.83582	710.70829	1639.46269
20220519-1-SQUID	15	0	3233.58552	1929.41791	3303.01784	2125.74627
20220519-1-SQUID	16	0	1791.99161	1682.68657	1804.83631	1617.10448
20220519-1-SQUID	17	0	1846.38825	1722.98507	1855.20357	1656.05970
20220519-1-SQUID	18	0	1728.86464	1727.01493	1740.36621	1672.85075
20220519-1-SQUID	19	0	1775.20252	1653.13433	1788.04722	1508.29851
20220519-1-SQUID	20	0	1015.09864	1593.86567	1026.36831	1607.64179
20220519-1-SQUID	21	0	651.52256	1760.76119	689.04197	1870.91045
20220519-1-SQUID	22	0	640.95383	1606.62687	653.04197	1567.08955
20220519-1-SQUID	23	0	1307.57922	941.59701	1310.32529	1013.46269
20220519-1-SQUID	24	0	1092.67891	920.77612	1110.19937	971.14925
20220519-1-SQUID	25	0	1101.93914	753.08955	1139.16894	668.73134
20220519-1-SQUID	26	0	1823.55089	966.26866	1815.46380	1053.55224
20220519-1-SQUID	27	0	1453.45855	925.35821	1464.49738	1003.70149
20220519-1-SQUID	28	0	1501.81112	984.46269	1504.79119	1071.53731
20220519-1-SQUID	29	0	898.80168	757.91045	932.06296	699.25373
20220519-1-SQUID	30	0	1159.36831	738.43284	1195.31584	650.89552
20220519-1-SQUID	31	0	1125.79014	734.40299	1160.39454	643.50746
20220519-1-SQUID	32	0	3593.53620	1642.32836	3678.82476	1548.71642
20220519-1-SQUID	33	0	3518.99265	1602.02985	3594.87933	1519.16418
20220519-1-SQUID	34	0	3447.13536	1709.49254	3517.64953	1652.82090
20220519-1-SQUID	35	0	3336.99895	1667.85075	3414.22875	1571.55224
20220519-1-SQUID	36	0	908.78489	1787.28358	934.39874	1871.55224
20220519-1-SQUID	36	1	940.34837	1730.86567	965.29066	1813.79104
20220519-1-SQUID	37	0	982.13956	803.53731	1004.32634	988.37313
20220519-1-SQUID	38	0	1141.56139	879.14925	1154.75656	1053.07463
20220519-1-SQUID	39	0	3648.60441	905.23881	3671.43757	640.58209
20220519-1-SQUID	40	0	595.71668	708.29851	640.83526	696.50746
20220519-1-SQUID	41	0	129.61175	568.02985	184.67996	492.28358
20220519-1-SQUID	42	0	3390.20776	1968.04478	3457.88038	2026.34328
20220519-1-SQUID	43	0	823.81952	1694.34328	846.65582	1691.11940
20220519-1-SQUID	44	0	2499.09549	887.31343	2619.18993	1048.02985
20220519-1-SQUID	45	0	3742.62329	919.22388	3769.48583	678.25373
20220519-1-SQUID	46	0	1463.76705	911.80597	1459.56034	1028.00000
20220519-1-SQUID	47	0	1127.01679	884.19403	1138.49738	941.26866
20220519-1-SQUID	48	0	889.95488	815.68657	921.48793	839.31343
20220519-1-SQUID	49	0	632.15950	826.55224	673.35992	862.79104
20220519-1-SQUID	50	0	515.30745	909.83582	565.64953	1043.58209
20220519-1-SQUID	51	0	632.89507	670.68657	663.46380	598.94030
20220519-1-SQUID	52	0	378.09024	648.73134	428.38510	573.16418
20220519-1-SQUID	53	0	318.32109	658.80597	374.66002	569.13433
20220519-1-SQUID	54	0	226.70934	1896.41791	305.78279	2118.35821
20220519-1-SQUID	55	0	1653.90871	1904.77612	1664.39454	1980.67164
20220519-1-SQUID	56	0	1513.55194	1843.65672	1526.72403	1920.89552
20220519-1-SQUID	57	0	1458.48374	1849.02985	1473.67051	1925.59701
20220519-1-SQUID	58	0	2375.43861	1841.20896	2475.44386	1857.64179
20220519-1-SQUID	59	0	3469.33054	932.98507	3532.42392	876.62687
20220519-1-SQUID	60	0	3306.43861	1020.85075	3406.23820	995.91045
20220519-1-SQUID	61	0	340.81742	858.22388	402.57083	986.35821
20220519-1-SQUID	62	0	621.53095	940.83582	663.80902	1064.26866
20220519-1-SQUID	63	0	1639.07660	792.26866	1651.25289	837.17910
20220519-1-SQUID	64	0	28.87723	1584.34328	71.85729	1663.88060
20220519-1-SQUID	65	0	64.47009	1555.46269	86.63169	1545.00000
20220519-1-SQUID	66	0	13.43127	1536.65672	33.57817	1528.20896
20220519-1-SQUID	67	0	576.91396	1536.07463	576.30745	1470.43284
20220519-1-SQUID	68	0	1179.66527	682.65672	1219.05561	609.37313
20220519-1-SQUID	69	0	2645.52151	966.85075	2769.79224	1052.35821
20220519-1-SQUID	69	1	2670.36936	813.71642	2756.36097	918.70149
20220519-1-SQUID	70	0	2756.32949	953.41791	2864.48269	1005.34328
20220519-1-SQUID	70	1	2838.93179	786.17910	2904.77650	838.10448
20220519-1-SQUID	71	0	452.67891	760.10448	507.80693	725.89552
20220519-1-SQUID	71	1	436.56139	582.79104	490.78279	541.68657
20220519-1-SQUID	72	0	3599.73137	1801.05970	3670.09444	1803.10448
20220519-1-SQUID	72	1	3597.71668	1721.13433	3674.79538	1719.14925
20220519-1-SQUID	73	0	1638.20357	783.10448	1639.71983	817.29851
20220519-1-SQUID	74	0	1748.33998	820.04478	1761.94439	790.43284
