"sample","longitude","latitude","length","number","scientific","community_thermal_index","location","depth","successful_count","successful_length","status","zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,172.6331,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,240.98374,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,202.85716,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,179.14438,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,106.8694,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,126.23999,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,133.6415,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,206.76471,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,121.15177,1,"Coris auricularis",20.79165,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,292.49093,1,"Notolabrus parilus",20.24906,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,174.8875,1,"Ophthalmolepis lineolatus",19.33951,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26329/?format=feather",115.2948,-33.627,163.65919,1,"Ophthalmolepis lineolatus",19.33951,"Geographe Bay",9.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26330/?format=feather",115.4513,-33.5725,264.17859,1,"Notolabrus parilus",20.24906,"Geographe Bay",3.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26330/?format=feather",115.4513,-33.5725,269.5258,1,"Notolabrus parilus",20.24906,"Geographe Bay",3.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26330/?format=feather",115.4513,-33.5725,308.64784,1,"Sphyraena obtusata",22.8712,"Geographe Bay",3.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26330/?format=feather",115.4513,-33.5725,271.97886,1,"Sphyraena obtusata",22.8712,"Geographe Bay",3.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26330/?format=feather",115.4513,-33.5725,264.84735,1,"Sphyraena obtusata",22.8712,"Geographe Bay",3.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26330/?format=feather",115.4513,-33.5725,257.47545,1,"Sphyraena obtusata",22.8712,"Geographe Bay",3.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26330/?format=feather",115.4513,-33.5725,367.39123,1,"Sphyraena obtusata",22.8712,"Geographe Bay",3.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26330/?format=feather",115.4513,-33.5725,292.07797,1,"Sphyraena obtusata",22.8712,"Geographe Bay",3.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26219/?format=feather",115.4329,-33.465,276.67828,1,"Choerodon rubescens",21.16713,"Geographe Bay",19.8,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26219/?format=feather",115.4329,-33.465,558.25066,1,"Chrysophrys auratus",19.75909,"Geographe Bay",19.8,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26336/?format=feather",115.3444,-33.6073,99.66681,1,"Parequula melbournensis",17.16455,"Geographe Bay",9.2,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26336/?format=feather",115.3444,-33.6073,89.81748,1,"Parequula melbournensis",17.16455,"Geographe Bay",9.2,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26336/?format=feather",115.3444,-33.6073,101.03934,1,"Parequula melbournensis",17.16455,"Geographe Bay",9.2,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,185.30627,1,"Trachurus novaezelandiae",19.35912,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,91.41084,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,94.71162,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,99.89031,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,89.58074,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,101.23046,1,"Halichoeres brownfieldi",20.85159,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,216.04631,1,"Notolabrus parilus",20.24906,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,122.73012,1,"Scobinichthys granulatus",18.79196,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,168.33428,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,183.90275,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,171.77588,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,231.51657,1,"Pentapodus vitta",21.66032,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26337/?format=feather",115.313,-33.6143,334.76323,1,"Trygonoptera ovalis",20.49826,"Geographe Bay",10.8,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26339/?format=feather",115.4275,-33.4882,370.66245,1,"Epinephelides armatus",20.76187,"Geographe Bay",16.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26339/?format=feather",115.4275,-33.4882,530.78228,1,"Chrysophrys auratus",19.75909,"Geographe Bay",16.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,95.48242,1,"Parequula melbournensis",17.16455,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,98.06666,1,"Parequula melbournensis",17.16455,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,91.53491,1,"Parequula melbournensis",17.16455,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,95.1992,1,"Parequula melbournensis",17.16455,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,130.47895,1,"Acanthaluteres vittiger",15.38922,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,141.32251,1,"Acanthaluteres vittiger",15.38922,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,103.88639,1,"Scobinichthys granulatus",18.79196,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,131.15321,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26340/?format=feather",115.2806,-33.6148,439.79953,1,"Sphyraena novaehollandiae",17.06253,"Geographe Bay",12.3,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26341/?format=feather",115.5572,-33.4505,327.45056,1,"Nemadactylus valenciennesi",17.86438,"Geographe Bay",7.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26341/?format=feather",115.5572,-33.4505,341.66107,1,"Coris auricularis",20.79165,"Geographe Bay",7.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26341/?format=feather",115.5572,-33.4505,509.47616,1,"Parascyllium ferrugineum",15.10597,"Geographe Bay",7.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26342/?format=feather",115.2731,-33.6309,92.37852,1,"Parequula melbournensis",17.16455,"Geographe Bay",8.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26342/?format=feather",115.2731,-33.6309,86.26979,1,"Parequula melbournensis",17.16455,"Geographe Bay",8.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26342/?format=feather",115.2731,-33.6309,101.21277,1,"Halichoeres brownfieldi",20.85159,"Geographe Bay",8.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26342/?format=feather",115.2731,-33.6309,305.53499,1,"Notolabrus parilus",20.24906,"Geographe Bay",8.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26342/?format=feather",115.2731,-33.6309,272.17816,1,"Sphyraena obtusata",22.8712,"Geographe Bay",8.4,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",115.3097,-33.3984,218.04836,1,"Chrysophrys auratus",19.75909,"Geographe Bay",34.4,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",115.3097,-33.3984,550.59422,1,"Chrysophrys auratus",19.75909,"Geographe Bay",34.4,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",115.3097,-33.3984,211.55834,1,"Chrysophrys auratus",19.75909,"Geographe Bay",34.4,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",115.3097,-33.3984,233.56521,1,"Chrysophrys auratus",19.75909,"Geographe Bay",34.4,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",115.3097,-33.3984,210.57992,1,"Chrysophrys auratus",19.75909,"Geographe Bay",34.4,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",115.3097,-33.3984,220.05809,1,"Chrysophrys auratus",19.75909,"Geographe Bay",34.4,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26223/?format=feather",115.3097,-33.3984,222.18517,1,"Chrysophrys auratus",19.75909,"Geographe Bay",34.4,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26343/?format=feather",115.4194,-33.5066,82.45825,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.3,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26343/?format=feather",115.4194,-33.5066,247.92239,1,"Ophthalmolepis lineolatus",19.33951,"Geographe Bay",14.3,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26343/?format=feather",115.4194,-33.5066,164.63105,1,"Acanthaluteres vittiger",15.38922,"Geographe Bay",14.3,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26343/?format=feather",115.4194,-33.5066,150.69919,1,"Acanthaluteres vittiger",15.38922,"Geographe Bay",14.3,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26343/?format=feather",115.4194,-33.5066,131.50895,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",14.3,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26344/?format=feather",115.2025,-33.5698,467.47943,1,"Chrysophrys auratus",19.75909,"Geographe Bay",27,TRUE,TRUE,"Fished","Habitat Protection Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,78.5715,1,"Parequula melbournensis",17.16455,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,85.60678,1,"Parequula melbournensis",17.16455,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,85.59777,1,"Parequula melbournensis",17.16455,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,85.65771,1,"Parequula melbournensis",17.16455,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,77.82088,1,"Parequula melbournensis",17.16455,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,74.99206,1,"Parequula melbournensis",17.16455,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,85.07018,1,"Parequula melbournensis",17.16455,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,77.76729,1,"Parequula melbournensis",17.16455,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,132.77098,1,"Scobinichthys granulatus",18.79196,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26346/?format=feather",115.5529,-33.4198,202.34245,1,"Pentapodus vitta",21.66032,"Geographe Bay",7.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26347/?format=feather",115.182,-33.5671,479.22807,1,"Chrysophrys auratus",19.75909,"Geographe Bay",24.9,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26347/?format=feather",115.182,-33.5671,501.94735,1,"Chrysophrys auratus",19.75909,"Geographe Bay",24.9,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26347/?format=feather",115.182,-33.5671,479.67641,1,"Chrysophrys auratus",19.75909,"Geographe Bay",24.9,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26347/?format=feather",115.182,-33.5671,441.63333,1,"Chrysophrys auratus",19.75909,"Geographe Bay",24.9,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26349/?format=feather",115.5044,-33.5151,245.1841,1,"Neosebastes pandus",20.2325,"Geographe Bay",24.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26349/?format=feather",115.5044,-33.5151,274.16513,1,"Anoplocapros amygdaloides",20.61005,"Geographe Bay",24.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26349/?format=feather",115.5044,-33.5151,240.9762,1,"Chrysophrys auratus",19.75909,"Geographe Bay",24.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26350/?format=feather",115.5436,-33.4681,83.73474,1,"Parequula melbournensis",17.16455,"Geographe Bay",6.8,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,83.168,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,86.03178,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,92.28017,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,93.90819,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,110.56257,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,89.55023,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,85.46596,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,89.28388,1,"Parequula melbournensis",17.16455,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,214.52217,1,"Coris auricularis",20.79165,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,183.71602,1,"Scobinichthys granulatus",18.79196,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,144.13419,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,171.99135,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,160.98854,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,157.50438,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,188.31821,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26353/?format=feather",115.4975,-33.4638,125.83775,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",14.7,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,727.11807,1,"Seriola hippos",20.70145,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,93.23617,1,"Parequula melbournensis",17.16455,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,97.56183,1,"Austrolabrus maculatus",19.77586,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,330.38567,1,"Coris auricularis",20.79165,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,208.64765,1,"Coris auricularis",20.79165,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,190.79628,1,"Coris auricularis",20.79165,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,209.07474,1,"Coris auricularis",20.79165,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,86.74933,1,"Dotalabrus aurantiacus",15.47182,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,126.01555,1,"Ophthalmolepis lineolatus",19.33951,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,291.42105,1,"Ophthalmolepis lineolatus",19.33951,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26354/?format=feather",115.4752,-33.4851,173.10931,1,"Scobinichthys granulatus",18.79196,"Geographe Bay",15.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26355/?format=feather",115.5441,-33.4517,293.73062,1,"Coris auricularis",20.79165,"Geographe Bay",9.9,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26355/?format=feather",115.5441,-33.4517,267.39068,1,"Ophthalmolepis lineolatus",19.33951,"Geographe Bay",9.9,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26187/?format=feather",115.455,-33.3628,788.76381,1,"Glaucosoma hebraicum",20.95656,"Geographe Bay",25.7,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26187/?format=feather",115.455,-33.3628,457.40781,1,"Chrysophrys auratus",19.75909,"Geographe Bay",25.7,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26187/?format=feather",115.455,-33.3628,436.89258,1,"Chrysophrys auratus",19.75909,"Geographe Bay",25.7,TRUE,TRUE,"Fished","Special Purpose Zone (Mining Exclusion)"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26357/?format=feather",115.4165,-33.5174,290.44143,1,"Chrysophrys auratus",19.75909,"Geographe Bay",14.1,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26358/?format=feather",115.4873,-33.5094,103.10137,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26358/?format=feather",115.4873,-33.5094,67.59546,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26358/?format=feather",115.4873,-33.5094,76.15848,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26358/?format=feather",115.4873,-33.5094,88.53424,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26358/?format=feather",115.4873,-33.5094,78.5964,1,"Parequula melbournensis",17.16455,"Geographe Bay",10.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26358/?format=feather",115.4873,-33.5094,254.77908,1,"Coris auricularis",20.79165,"Geographe Bay",10.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26358/?format=feather",115.4873,-33.5094,298.45465,1,"Coris auricularis",20.79165,"Geographe Bay",10.6,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26358/?format=feather",115.4873,-33.5094,241.61724,1,"Coris auricularis",20.79165,"Geographe Bay",10.6,TRUE,TRUE,"Fished",NA
