"sample","longitude","latitude","length","number","scientific","community_thermal_index","location","depth","successful_count","successful_length","status","zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26195/?format=feather",115.413,-33.5297,345.63982,1,"Chrysophrys auratus",19.75909,"Geographe Bay",13.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26287/?format=feather",115.2367,-33.5762,343.74198,1,"Glaucosoma hebraicum",20.95656,"Geographe Bay",23.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26287/?format=feather",115.2367,-33.5762,275.90077,1,"Glaucosoma hebraicum",20.95656,"Geographe Bay",23.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26287/?format=feather",115.2367,-33.5762,195.34594,1,"Glaucosoma hebraicum",20.95656,"Geographe Bay",23.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26287/?format=feather",115.2367,-33.5762,309.11118,1,"Bodianus frenchii",20.68325,"Geographe Bay",23.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26287/?format=feather",115.2367,-33.5762,255.25826,1,"Choerodon rubescens",21.16713,"Geographe Bay",23.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26287/?format=feather",115.2367,-33.5762,234.78417,1,"Chrysophrys auratus",19.75909,"Geographe Bay",23.2,TRUE,TRUE,"Fished","Multiple Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26288/?format=feather",115.4323,-33.5342,90.84309,1,"Parequula melbournensis",17.16455,"Geographe Bay",12.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26288/?format=feather",115.4323,-33.5342,84.95124,1,"Parequula melbournensis",17.16455,"Geographe Bay",12.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26288/?format=feather",115.4323,-33.5342,195.45648,1,"Upeneichthys vlamingii",16.65296,"Geographe Bay",12.3,TRUE,TRUE,"Fished",NA
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,544.89685,1,"Seriola hippos",20.70145,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,865.03688,1,"Bathytoshia brevicaudata",17.89293,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,857.18135,1,"Heterodontus portusjacksoni",18.60664,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,116.38222,1,"Austrolabrus maculatus",19.77586,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,116.97502,1,"Austrolabrus maculatus",19.77586,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,152.11933,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,251.78095,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,183.4637,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,165.47144,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,225.98999,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,188.45977,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,300.00622,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,272.01024,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,124.73492,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,98.82844,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,135.7768,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,169.84494,1,"Coris auricularis",20.79165,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,101.37903,1,"Eupetrichthys angustipes",19.25374,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,205.95275,1,"Notolabrus parilus",20.24906,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
"https://gaiastaging.duckdns.org/api/data/SynthesisSample/26290/?format=feather",115.1968,-33.6034,163.72193,1,"Ophthalmolepis lineolatus",19.33951,"Geographe Bay",13.6,TRUE,TRUE,"Fished","General Use Zone"
