"campaignid","sample","family","genus","species","code","count"
"2019-08_Ningaloo_stereo-BRUVs","12.03","Acanthuridae","Naso","hexacanthus","37437028",1
"2019-08_Ningaloo_stereo-BRUVs","12.03","Balistidae","Abalistes","filamentosus","37465089",1
"2019-08_Ningaloo_stereo-BRUVs","12.03","Balistidae","Sufflamen","fraenatum","37465014",2
"2019-08_Ningaloo_stereo-BRUVs","12.03","Carangidae","Carangoides","gymnostethus","37337022",8
"2019-08_Ningaloo_stereo-BRUVs","12.03","Echeneidae","Echeneis","naucrates","37336001",1
"2019-08_Ningaloo_stereo-BRUVs","12.03","Lethrinidae","Gymnocranius","grandoculis","37351005",4
"2019-08_Ningaloo_stereo-BRUVs","12.03","Lethrinidae","Gymnocranius","griseus","37351003",2
"2019-08_Ningaloo_stereo-BRUVs","12.03","Lethrinidae","Lethrinus","nebulosus","37351008",2
"2019-08_Ningaloo_stereo-BRUVs","12.03","Tetraodontidae","Lagocephalus","sceleratus","37467007",2
"2019-08_Ningaloo_stereo-BRUVs","12.04","Balistidae","Abalistes","filamentosus","37465089",2
"2019-08_Ningaloo_stereo-BRUVs","12.04","Carangidae","Carangoides","caeruleopinnatus","37337021",1
"2019-08_Ningaloo_stereo-BRUVs","12.04","Carangidae","Carangoides","fulvoguttatus","37337037",1
"2019-08_Ningaloo_stereo-BRUVs","12.04","Carangidae","Carangoides","gymnostethus","37337022",5
"2019-08_Ningaloo_stereo-BRUVs","12.04","Carangidae","Decapterus","spp",NA,31
"2019-08_Ningaloo_stereo-BRUVs","12.04","Lethrinidae","Gymnocranius","grandoculis","37351005",2
"2019-08_Ningaloo_stereo-BRUVs","12.04","Lethrinidae","Lethrinus","nebulosus","37351008",2
"2019-08_Ningaloo_stereo-BRUVs","12.04","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1
"2019-08_Ningaloo_stereo-BRUVs","12.04","Lutjanidae","Pristipomoides","multidens","37346002",2
"2019-08_Ningaloo_stereo-BRUVs","12.05","Balistidae","Sufflamen","fraenatum","37465014",1
"2019-08_Ningaloo_stereo-BRUVs","12.05","Carangidae","Carangoides","gymnostethus","37337022",1
"2019-08_Ningaloo_stereo-BRUVs","12.05","Carangidae","Seriola","dumerili","37337025",1
"2019-08_Ningaloo_stereo-BRUVs","12.05","Lethrinidae","Gymnocranius","grandoculis","37351005",2
"2019-08_Ningaloo_stereo-BRUVs","12.05","Lethrinidae","Gymnocranius","griseus","37351003",1
"2019-08_Ningaloo_stereo-BRUVs","12.05","Lethrinidae","Lethrinus","nebulosus","37351008",2
"2019-08_Ningaloo_stereo-BRUVs","12.05","Lethrinidae","Lethrinus","rubrioperculatus","37351012",2
"2019-08_Ningaloo_stereo-BRUVs","12.05","Lutjanidae","Pristipomoides","multidens","37346002",3
"2019-08_Ningaloo_stereo-BRUVs","12.05","Microdesmidae","Ptereleotris","sp1",NA,1
"2019-08_Ningaloo_stereo-BRUVs","12.05","Mullidae","Parupeneus","heptacanthus","37355004",2
"2019-08_Ningaloo_stereo-BRUVs","12.11","Cirrhitidae","Cyprinocirrhites","polyactis","37374006",1
"2019-08_Ningaloo_stereo-BRUVs","12.11","Labridae","Bodianus","solatus","37384201",1
"2019-08_Ningaloo_stereo-BRUVs","12.11","Lethrinidae","Gymnocranius","grandoculis","37351005",2
"2019-08_Ningaloo_stereo-BRUVs","12.11","Lethrinidae","Gymnocranius","griseus","37351003",2
"2019-08_Ningaloo_stereo-BRUVs","12.11","Lethrinidae","Lethrinus","miniatus","37351009",1
"2019-08_Ningaloo_stereo-BRUVs","12.11","Lethrinidae","Lethrinus","ravus","37351031",1
"2019-08_Ningaloo_stereo-BRUVs","12.11","Lutjanidae","Pristipomoides","multidens","37346002",1
"2019-08_Ningaloo_stereo-BRUVs","12.11","Lutjanidae","Pristipomoides","typus","37346019",2
"2019-08_Ningaloo_stereo-BRUVs","12.11","Nemipteridae","Parascolopsis","inermis","37347041",1
"2019-08_Ningaloo_stereo-BRUVs","12.11","Pinguipedidae","Parapercis","nebulosa","37390005",2
"2019-08_Ningaloo_stereo-BRUVs","12.11","Pomacanthidae","Pomacanthus","imperator","37365014",2
"2019-08_Ningaloo_stereo-BRUVs","12.11","Priacanthidae","Priacanthus","sp10",NA,1
"2019-08_Ningaloo_stereo-BRUVs","12.11","Serranidae","Epinephelus","rivulatus","37311022",1
"2019-08_Ningaloo_stereo-BRUVs","12.11","Serranidae","Pseudanthias","georgei","37311093",4
"2019-08_Ningaloo_stereo-BRUVs","13.02","Balistidae","Abalistes","filamentosus","37465089",1
"2019-08_Ningaloo_stereo-BRUVs","13.02","Carangidae","Carangoides","caeruleopinnatus","37337021",1
"2019-08_Ningaloo_stereo-BRUVs","13.02","Carangidae","Carangoides","gymnostethus","37337022",5
"2019-08_Ningaloo_stereo-BRUVs","13.02","Carangidae","Seriolina","nigrofasciata","37337014",1
"2019-08_Ningaloo_stereo-BRUVs","13.02","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1
"2019-08_Ningaloo_stereo-BRUVs","13.02","Lethrinidae","Gymnocranius","grandoculis","37351005",3
"2019-08_Ningaloo_stereo-BRUVs","13.02","Sparidae","Argyrops","spinifer","37353006",4
"2019-08_Ningaloo_stereo-BRUVs","13.02","Tetraodontidae","Lagocephalus","sceleratus","37467007",3
"2019-08_Ningaloo_stereo-BRUVs","13.03","Balistidae","Abalistes","stellatus","37465011",1
"2019-08_Ningaloo_stereo-BRUVs","13.03","Balistidae","Pseudobalistes","flavimarginatus","37465071",1
"2019-08_Ningaloo_stereo-BRUVs","13.03","Lethrinidae","Gymnocranius","grandoculis","37351005",1
"2019-08_Ningaloo_stereo-BRUVs","13.03","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1
"2019-08_Ningaloo_stereo-BRUVs","13.03","Lutjanidae","Pristipomoides","multidens","37346002",8
"2019-08_Ningaloo_stereo-BRUVs","13.04","Balistidae","Abalistes","filamentosus","37465089",1
"2019-08_Ningaloo_stereo-BRUVs","13.04","Carangidae","Caranx","papuensis","37337064",1
"2019-08_Ningaloo_stereo-BRUVs","13.04","Lethrinidae","Gymnocranius","grandoculis","37351005",1
"2019-08_Ningaloo_stereo-BRUVs","13.04","Lethrinidae","Gymnocranius","griseus","37351003",2
"2019-08_Ningaloo_stereo-BRUVs","13.04","Lutjanidae","Lutjanus","sebae","37346004",1
"2019-08_Ningaloo_stereo-BRUVs","13.04","Lutjanidae","Pristipomoides","multidens","37346002",8
"2019-08_Ningaloo_stereo-BRUVs","13.04","Pinguipedidae","Parapercis","nebulosa","37390005",1
"2019-08_Ningaloo_stereo-BRUVs","13.04","Pomacanthidae","Chaetodontoplus","personifer","37365008",1
"2019-08_Ningaloo_stereo-BRUVs","13.04","Scaridae","Scarus","ghobban","37386001",1
"2019-08_Ningaloo_stereo-BRUVs","13.04","Sparidae","Argyrops","spinifer","37353006",2
"2019-08_Ningaloo_stereo-BRUVs","13.04","Triakidae","Mustelus","ravidus","37017005",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Balistidae","Sufflamen","fraenatum","37465014",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Carangidae","Carangoides","chrysophrys","37337011",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Carangidae","Seriola","dumerili","37337025",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Carangidae","Seriolina","nigrofasciata","37337014",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Echeneidae","Echeneis","naucrates","37336001",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Labridae","Suezichthys","cyanolaemus","37384161",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Lethrinidae","Gymnocranius","euanus","37351022",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Lethrinidae","Gymnocranius","grandoculis","37351005",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Lutjanidae","Pristipomoides","multidens","37346002",2
"2019-08_Ningaloo_stereo-BRUVs","13.05","Lutjanidae","Pristipomoides","typus","37346019",2
"2019-08_Ningaloo_stereo-BRUVs","13.05","Pomacanthidae","Chaetodontoplus","personifer","37365008",1
"2019-08_Ningaloo_stereo-BRUVs","13.05","Serranidae","Pseudanthias","georgei","37311093",6
"2019-08_Ningaloo_stereo-BRUVs","13.05","Sphyrnidae","Sphyrna","lewini","37019001",1
"2019-08_Ningaloo_stereo-BRUVs","13.06","Balistidae","Abalistes","filamentosus","37465089",1
"2019-08_Ningaloo_stereo-BRUVs","13.06","Carangidae","Carangoides","chrysophrys","37337011",1
"2019-08_Ningaloo_stereo-BRUVs","13.06","Carangidae","Seriola","dumerili","37337025",1
"2019-08_Ningaloo_stereo-BRUVs","13.06","Carangidae","Seriolina","nigrofasciata","37337014",1
"2019-08_Ningaloo_stereo-BRUVs","13.06","Carcharhinidae","Galeocerdo","cuvier","37018022",1
"2019-08_Ningaloo_stereo-BRUVs","13.06","Lutjanidae","Pristipomoides","multidens","37346002",4
"2019-08_Ningaloo_stereo-BRUVs","13.08","Carangidae","Carangoides","caeruleopinnatus","37337021",1
"2019-08_Ningaloo_stereo-BRUVs","13.08","Carangidae","Carangoides","chrysophrys","37337011",1
"2019-08_Ningaloo_stereo-BRUVs","13.08","Carangidae","Seriola","dumerili","37337025",1
"2019-08_Ningaloo_stereo-BRUVs","13.08","Carcharhinidae","Carcharhinus","plumbeus","37018007",1
"2019-08_Ningaloo_stereo-BRUVs","13.08","Lethrinidae","Gymnocranius","euanus","37351022",1
"2019-08_Ningaloo_stereo-BRUVs","13.08","Lethrinidae","Gymnocranius","grandoculis","37351005",3
"2019-08_Ningaloo_stereo-BRUVs","13.08","Lutjanidae","Pristipomoides","multidens","37346002",7
"2019-08_Ningaloo_stereo-BRUVs","13.08","Sparidae","Argyrops","spinifer","37353006",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Acanthuridae","Naso","hexacanthus","37437028",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Balistidae","Sufflamen","fraenatum","37465014",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Balistidae","Xanthichthys","lineopunctatus","37465016",2
"2019-08_Ningaloo_stereo-BRUVs","14.01","Carangidae","Carangoides","caeruleopinnatus","37337021",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Carangidae","Decapterus","spp",NA,2
"2019-08_Ningaloo_stereo-BRUVs","14.01","Carangidae","Seriola","dumerili","37337025",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Carangidae","Seriolina","nigrofasciata","37337014",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Echeneidae","Echeneis","naucrates","37336001",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Labridae","Bodianus","solatus","37384201",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Lethrinidae","Gymnocranius","euanus","37351022",2
"2019-08_Ningaloo_stereo-BRUVs","14.01","Lethrinidae","Gymnocranius","grandoculis","37351005",2
"2019-08_Ningaloo_stereo-BRUVs","14.01","Lethrinidae","Gymnocranius","griseus","37351003",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Lethrinidae","Lethrinus","miniatus","37351009",7
"2019-08_Ningaloo_stereo-BRUVs","14.01","Lutjanidae","Lutjanus","vitta","37346003",1
"2019-08_Ningaloo_stereo-BRUVs","14.01","Lutjanidae","Pristipomoides","multidens","37346002",3
"2019-08_Ningaloo_stereo-BRUVs","14.01","Lutjanidae","Pristipomoides","typus","37346019",5
"2019-08_Ningaloo_stereo-BRUVs","14.01","Pomacanthidae","Apolemichthys","trimaculatus","37365016",3
"2019-08_Ningaloo_stereo-BRUVs","14.01","Pomacanthidae","Chaetodontoplus","personifer","37365008",3
"2019-08_Ningaloo_stereo-BRUVs","14.01","Serranidae","Epinephelus","areolatus","37311009",2
"2019-08_Ningaloo_stereo-BRUVs","14.01","Serranidae","Variola","louti","37311166",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Acanthuridae","Naso","hexacanthus","37437028",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Balistidae","Xanthichthys","lineopunctatus","37465016",2
"2019-08_Ningaloo_stereo-BRUVs","14.02","Chaetodontidae","Heniochus","acuminatus","37365011",2
"2019-08_Ningaloo_stereo-BRUVs","14.02","Labridae","Bodianus","solatus","37384201",2
"2019-08_Ningaloo_stereo-BRUVs","14.02","Lethrinidae","Gymnocranius","euanus","37351022",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Lethrinidae","Gymnocranius","grandoculis","37351005",2
"2019-08_Ningaloo_stereo-BRUVs","14.02","Lethrinidae","Gymnocranius","griseus","37351003",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Lethrinidae","Lethrinus","miniatus","37351009",9
"2019-08_Ningaloo_stereo-BRUVs","14.02","Lutjanidae","Lutjanus","sebae","37346004",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Lutjanidae","Pristipomoides","multidens","37346002",7
"2019-08_Ningaloo_stereo-BRUVs","14.02","Lutjanidae","Pristipomoides","typus","37346019",3
"2019-08_Ningaloo_stereo-BRUVs","14.02","Mullidae","Parupeneus","spilurus","37355015",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Pomacanthidae","Chaetodontoplus","personifer","37365008",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Scaridae","Scarus","ghobban","37386001",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Serranidae","Cephalopholis","sonnerati","37311045",1
"2019-08_Ningaloo_stereo-BRUVs","14.02","Serranidae","Epinephelus","areolatus","37311009",5
"2019-08_Ningaloo_stereo-BRUVs","14.06","Carangidae","Carangoides","chrysophrys","37337011",4
"2019-08_Ningaloo_stereo-BRUVs","14.06","Cirrhitidae","Cirrhitichthys","falco","37374003",1
"2019-08_Ningaloo_stereo-BRUVs","14.06","Lethrinidae","Gymnocranius","grandoculis","37351005",2
"2019-08_Ningaloo_stereo-BRUVs","14.06","Lutjanidae","Pristipomoides","multidens","37346002",1
"2019-08_Ningaloo_stereo-BRUVs","14.06","Sparidae","Argyrops","spinifer","37353006",2
"2019-08_Ningaloo_stereo-BRUVs","14.11","Balistidae","Abalistes","filamentosus","37465089",1
"2019-08_Ningaloo_stereo-BRUVs","14.11","Balistidae","Pseudobalistes","flavimarginatus","37465071",1
"2019-08_Ningaloo_stereo-BRUVs","14.11","Carangidae","Carangoides","chrysophrys","37337011",1
"2019-08_Ningaloo_stereo-BRUVs","14.11","Carangidae","Decapterus","spp",NA,19
"2019-08_Ningaloo_stereo-BRUVs","14.11","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1
"2019-08_Ningaloo_stereo-BRUVs","14.11","Lethrinidae","Gymnocranius","grandoculis","37351005",3
"2019-08_Ningaloo_stereo-BRUVs","14.11","Lethrinidae","Lethrinus","rubrioperculatus","37351012",4
"2019-08_Ningaloo_stereo-BRUVs","14.11","Lutjanidae","Pristipomoides","multidens","37346002",9
"2019-08_Ningaloo_stereo-BRUVs","14.11","Scombridae","Scomberomorus","spp",NA,1
"2019-08_Ningaloo_stereo-BRUVs","14.11","Tetraodontidae","Lagocephalus","sceleratus","37467007",1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Balistidae","Sufflamen","fraenatum","37465014",1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Carangidae","Carangoides","chrysophrys","37337011",1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Carangidae","Decapterus","spp",NA,1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Carangidae","Seriola","dumerili","37337025",4
"2019-08_Ningaloo_stereo-BRUVs","14.12","Carangidae","Seriolina","nigrofasciata","37337014",1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Carcharhinidae","Loxodon","macrorhinus","37018005",1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lethrinidae","Gymnocranius","grandoculis","37351005",2
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lethrinidae","Gymnocranius","griseus","37351003",1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lethrinidae","Lethrinus","nebulosus","37351008",1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lethrinidae","Lethrinus","ravus","37351031",2
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lethrinidae","Lethrinus","rubrioperculatus","37351012",1
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lutjanidae","Lutjanus","sebae","37346004",11
"2019-08_Ningaloo_stereo-BRUVs","14.12","Lutjanidae","Pristipomoides","multidens","37346002",5
"2019-08_Ningaloo_stereo-BRUVs","14.12","Serranidae","Epinephelus","areolatus","37311009",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Acanthuridae","Naso","hexacanthus","37437028",26
"2019-08_Ningaloo_stereo-BRUVs","14.13","Carangidae","Carangoides","chrysophrys","37337011",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Carangidae","Carangoides","gymnostethus","37337022",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Carangidae","Seriola","dumerili","37337025",6
"2019-08_Ningaloo_stereo-BRUVs","14.13","Carcharhinidae","Carcharhinus","plumbeus","37018007",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Carcharhinidae","Loxodon","macrorhinus","37018005",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Chaetodontidae","Heniochus","acuminatus","37365011",6
"2019-08_Ningaloo_stereo-BRUVs","14.13","Labridae","Bodianus","solatus","37384201",3
"2019-08_Ningaloo_stereo-BRUVs","14.13","Lethrinidae","Gymnocranius","euanus","37351022",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Lethrinidae","Gymnocranius","grandoculis","37351005",4
"2019-08_Ningaloo_stereo-BRUVs","14.13","Lethrinidae","Lethrinus","miniatus","37351009",4
"2019-08_Ningaloo_stereo-BRUVs","14.13","Lethrinidae","Lethrinus","punctulatus","37351001",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Lutjanidae","Lutjanus","sebae","37346004",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Lutjanidae","Pristipomoides","multidens","37346002",9
"2019-08_Ningaloo_stereo-BRUVs","14.13","Lutjanidae","Pristipomoides","typus","37346019",1
"2019-08_Ningaloo_stereo-BRUVs","14.13","Serranidae","Epinephelus","areolatus","37311009",4
"2019-08_Ningaloo_stereo-BRUVs","14.13","Serranidae","Epinephelus","multinotatus","37311010",1
"2019-08_Ningaloo_stereo-BRUVs","15.01","Carangidae","Carangoides","chrysophrys","37337011",40
"2019-08_Ningaloo_stereo-BRUVs","15.01","Carcharhinidae","Carcharhinus","plumbeus","37018007",1
"2019-08_Ningaloo_stereo-BRUVs","15.01","Carcharhinidae","Loxodon","macrorhinus","37018005",1
"2019-08_Ningaloo_stereo-BRUVs","15.01","Lethrinidae","Gymnocranius","grandoculis","37351005",1
"2019-08_Ningaloo_stereo-BRUVs","15.01","Lutjanidae","Lutjanus","sebae","37346004",1
"2019-08_Ningaloo_stereo-BRUVs","15.01","Lutjanidae","Pristipomoides","multidens","37346002",8
"2019-08_Ningaloo_stereo-BRUVs","15.01","Microdesmidae","Ptereleotris","sp1",NA,1
"2019-08_Ningaloo_stereo-BRUVs","15.01","Sparidae","Argyrops","spinifer","37353006",7
"2019-08_Ningaloo_stereo-BRUVs","15.02","Balistidae","Abalistes","filamentosus","37465089",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Carangidae","Carangoides","chrysophrys","37337011",2
"2019-08_Ningaloo_stereo-BRUVs","15.02","Carangidae","Carangoides","gymnostethus","37337022",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Carcharhinidae","Loxodon","macrorhinus","37018005",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Echeneidae","Echeneis","naucrates","37336001",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Lethrinidae","Gymnocranius","grandoculis","37351005",2
"2019-08_Ningaloo_stereo-BRUVs","15.02","Lethrinidae","Gymnocranius","griseus","37351003",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Lethrinidae","Lethrinus","olivaceus","37351004",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Lethrinidae","Lethrinus","punctulatus","37351001",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Lutjanidae","Pristipomoides","multidens","37346002",9
"2019-08_Ningaloo_stereo-BRUVs","15.02","Mullidae","Parupeneus","heptacanthus","37355004",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Serranidae","Epinephelus","areolatus","37311009",1
"2019-08_Ningaloo_stereo-BRUVs","15.02","Sparidae","Argyrops","spinifer","37353006",4
"2019-08_Ningaloo_stereo-BRUVs","15.07","Balistidae","Abalistes","filamentosus","37465089",2
"2019-08_Ningaloo_stereo-BRUVs","15.07","Carangidae","Carangoides","chrysophrys","37337011",1
"2019-08_Ningaloo_stereo-BRUVs","15.07","Carangidae","Seriola","dumerili","37337025",1
"2019-08_Ningaloo_stereo-BRUVs","15.07","Labridae","Choerodon","zamboangae","37384011",1
"2019-08_Ningaloo_stereo-BRUVs","15.07","Lethrinidae","Gymnocranius","grandoculis","37351005",4
"2019-08_Ningaloo_stereo-BRUVs","15.07","Lethrinidae","Gymnocranius","griseus","37351003",1
"2019-08_Ningaloo_stereo-BRUVs","15.07","Lethrinidae","Lethrinus","miniatus","37351009",1
"2019-08_Ningaloo_stereo-BRUVs","15.07","Lutjanidae","Pristipomoides","multidens","37346002",12
"2019-08_Ningaloo_stereo-BRUVs","15.07","Muraenidae","Gymnothorax","nudivomer","37060047",1
"2019-08_Ningaloo_stereo-BRUVs","15.07","Scombridae","Scomberomorus","spp",NA,1
"2019-08_Ningaloo_stereo-BRUVs","15.07","Serranidae","Epinephelus","areolatus","37311009",3
"2019-08_Ningaloo_stereo-BRUVs","15.12","Carangidae","Seriola","dumerili","37337025",1
"2019-08_Ningaloo_stereo-BRUVs","15.12","Echeneidae","Echeneis","naucrates","37336001",1
"2019-08_Ningaloo_stereo-BRUVs","15.12","Lethrinidae","Gymnocranius","grandoculis","37351005",3
"2019-08_Ningaloo_stereo-BRUVs","15.12","Lethrinidae","Lethrinus","miniatus","37351009",1
"2019-08_Ningaloo_stereo-BRUVs","15.12","Lutjanidae","Pristipomoides","multidens","37346002",7
"2019-08_Ningaloo_stereo-BRUVs","15.12","Pinguipedidae","Parapercis","nebulosa","37390005",2
"2019-08_Ningaloo_stereo-BRUVs","15.12","Rhinidae","Rhynchobatus","australiae","37026005",1
"2019-08_Ningaloo_stereo-BRUVs","15.12","Serranidae","Epinephelus","areolatus","37311009",1
"2019-08_Ningaloo_stereo-BRUVs","16.01","Carangidae","Seriola","dumerili","37337025",7
"2019-08_Ningaloo_stereo-BRUVs","16.01","Lethrinidae","Gymnocranius","grandoculis","37351005",1
"2019-08_Ningaloo_stereo-BRUVs","16.01","Lethrinidae","Lethrinus","miniatus","37351009",1
"2019-08_Ningaloo_stereo-BRUVs","16.01","Lutjanidae","Lutjanus","sebae","37346004",1
"2019-08_Ningaloo_stereo-BRUVs","16.01","Lutjanidae","Pristipomoides","multidens","37346002",4
"2019-08_Ningaloo_stereo-BRUVs","16.01","Nemipteridae","Nemipterus","spp",NA,1
"2019-08_Ningaloo_stereo-BRUVs","16.02","Carangidae","Seriola","dumerili","37337025",1
"2019-08_Ningaloo_stereo-BRUVs","16.02","Labridae","Choerodon","jordani","37384077",1
"2019-08_Ningaloo_stereo-BRUVs","16.02","Lutjanidae","Pristipomoides","multidens","37346002",1
"2019-08_Ningaloo_stereo-BRUVs","16.02","Muraenidae","Gymnothorax","sp1",NA,1
"2019-08_Ningaloo_stereo-BRUVs","16.02","Serranidae","Epinephelus","morrhua","37311151",3
"2019-08_Ningaloo_stereo-BRUVs","16.03","Carcharhinidae","Loxodon","macrorhinus","37018005",1
"2019-08_Ningaloo_stereo-BRUVs","16.03","Carcharhinidae","Unknown","sp10",NA,1
"2019-08_Ningaloo_stereo-BRUVs","16.03","Congridae","Conger","spp",NA,1
"2019-08_Ningaloo_stereo-BRUVs","16.03","Lutjanidae","Pristipomoides","multidens","37346002",1
"2019-08_Ningaloo_stereo-BRUVs","16.03","Nemipteridae","Nemipterus","spp",NA,1
"2019-08_Ningaloo_stereo-BRUVs","16.03","Sparidae","Argyrops","spinifer","37353006",1
"2019-08_Ningaloo_stereo-BRUVs","16.03","Sparidae","Chrysophrys","auratus","37353001",1
"2019-08_Ningaloo_stereo-BRUVs","16.03","Sparidae","Dentex","carpenteri","37353018",1
"2019-08_Ningaloo_stereo-BRUVs","16.03","Tetraodontidae","Lagocephalus","lunaris","37467012",1
"2019-08_Ningaloo_stereo-BRUVs","16.04","Balistidae","Abalistes","stellatus","37465011",1
"2019-08_Ningaloo_stereo-BRUVs","16.04","Carangidae","Carangoides","caeruleopinnatus","37337021",2
"2019-08_Ningaloo_stereo-BRUVs","16.04","Carangidae","Decapterus","spp",NA,1
"2019-08_Ningaloo_stereo-BRUVs","16.04","Carcharhinidae","Carcharhinus","plumbeus","37018007",1
"2019-08_Ningaloo_stereo-BRUVs","16.04","Sparidae","Argyrops","spinifer","37353006",8
"2019-08_Ningaloo_stereo-BRUVs","16.05","Acanthuridae","Naso","hexacanthus","37437028",4
"2019-08_Ningaloo_stereo-BRUVs","16.05","Balistidae","Sufflamen","fraenatum","37465014",2
"2019-08_Ningaloo_stereo-BRUVs","16.05","Balistidae","Xanthichthys","lineopunctatus","37465016",7
"2019-08_Ningaloo_stereo-BRUVs","16.05","Carangidae","Carangoides","fulvoguttatus","37337037",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Carangidae","Gnathanodon","speciosus","37337012",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Carangidae","Seriolina","nigrofasciata","37337014",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Labridae","Bodianus","solatus","37384201",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Lethrinidae","Gymnocranius","grandoculis","37351005",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Lethrinidae","Gymnocranius","griseus","37351003",2
"2019-08_Ningaloo_stereo-BRUVs","16.05","Lethrinidae","Lethrinus","miniatus","37351009",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Lethrinidae","Lethrinus","ravus","37351031",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Lutjanidae","Lutjanus","sebae","37346004",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Lutjanidae","Pristipomoides","multidens","37346002",3
"2019-08_Ningaloo_stereo-BRUVs","16.05","Mullidae","Parupeneus","chrysopleuron","37355016",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Muraenidae","Gymnothorax","nudivomer","37060047",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Pinguipedidae","Parapercis","nebulosa","37390005",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Pomacanthidae","Apolemichthys","trimaculatus","37365016",1
"2019-08_Ningaloo_stereo-BRUVs","16.05","Pomacanthidae","Chaetodontoplus","personifer","37365008",3
"2019-08_Ningaloo_stereo-BRUVs","16.05","Pomacanthidae","Pomacanthus","semicirculatus","37365080",2
"2019-08_Ningaloo_stereo-BRUVs","16.05","Priacanthidae","Priacanthus","blochii","37326012",2
"2019-08_Ningaloo_stereo-BRUVs","16.05","Serranidae","Epinephelus","areolatus","37311009",3
"2019-08_Ningaloo_stereo-BRUVs","16.05","Serranidae","Variola","louti","37311166",1
"2019-08_Ningaloo_stereo-BRUVs","17.08","Balistidae","Abalistes","filamentosus","37465089",1
