campaignid,sample,family,genus,species,caab,count
2020-10_south-west_stereo-BRUVs,FH111,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-10_south-west_stereo-BRUVs,FH111,Labridae,Austrolabrus,maculatus,37384025,3
2020-10_south-west_stereo-BRUVs,FH111,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH111,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH111,Labridae,Ophthalmolepis,lineolatus,37384040,3
2020-10_south-west_stereo-BRUVs,FH111,Labridae,Pseudolabrus,biserialis,37384149,1
2020-10_south-west_stereo-BRUVs,FH111,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-10_south-west_stereo-BRUVs,FH111,Odacidae,Siphonogthus,sp1,,1
2020-10_south-west_stereo-BRUVs,FH111,Scorpididae,Tilodon,sexfasciatus,37361003,1
2020-10_south-west_stereo-BRUVs,FH111,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH113,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH113,Labridae,Coris,auricularis,37384088,81
2020-10_south-west_stereo-BRUVs,FH113,Labridae,Ophthalmolepis,lineolatus,37384040,4
2020-10_south-west_stereo-BRUVs,FH113,Labridae,Pseudolabrus,biserialis,37384149,5
2020-10_south-west_stereo-BRUVs,FH113,Mocanthidae,Meuschenia,freycineti,37465036,1
2020-10_south-west_stereo-BRUVs,FH113,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH113,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH113,Mullidae,Upeneichthys,vlamingii,37355029,2
2020-10_south-west_stereo-BRUVs,FH113,Myliobatidae,Myliobatis,tenuicaudatus,37039001,2
2020-10_south-west_stereo-BRUVs,FH113,Neosebastidae,Neosebastes,pandus,37287003,1
2020-10_south-west_stereo-BRUVs,FH113,Ostraciidae,Araca,aurita,37466003,1
2020-10_south-west_stereo-BRUVs,FH113,Scorpididae,Neatypus,obliquus,37361002,11
2020-10_south-west_stereo-BRUVs,FH113,Serranidae,Caesioperca,spp,,1
2020-10_south-west_stereo-BRUVs,FH12,Heterodontidae,Heterodontus,portusjacksoni,37007001,2
2020-10_south-west_stereo-BRUVs,FH12,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH12,Labridae,Coris,auricularis,37384088,58
2020-10_south-west_stereo-BRUVs,FH12,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH12,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-10_south-west_stereo-BRUVs,FH12,Labridae,Pseudolabrus,biserialis,37384149,2
2020-10_south-west_stereo-BRUVs,FH12,Mocanthidae,Meuschenia,freycineti,37465036,1
2020-10_south-west_stereo-BRUVs,FH12,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH12,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH12,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH12,Neosebastidae,Neosebastes,pandus,37287003,1
2020-10_south-west_stereo-BRUVs,FH12,Odacidae,Siphonogthus,caninis,37385011,1
2020-10_south-west_stereo-BRUVs,FH12,Parascylliidae,Parascyllium,ferrugineum,37013005,1
2020-10_south-west_stereo-BRUVs,FH12,Scorpididae,Neatypus,obliquus,37361002,2
2020-10_south-west_stereo-BRUVs,FH12,Urolophidae,Urolophus,circularis,37038020,1
2020-10_south-west_stereo-BRUVs,FH14,Carangidae,Pseudocaranx,spp,,5
2020-10_south-west_stereo-BRUVs,FH14,Gerreidae,Parequula,melbournensis,37349001,1
2020-10_south-west_stereo-BRUVs,FH14,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH14,Labridae,Coris,auricularis,37384088,9
2020-10_south-west_stereo-BRUVs,FH14,Labridae,Eupetrichthys,angustipes,37384105,2
2020-10_south-west_stereo-BRUVs,FH14,Labridae,Ophthalmolepis,lineolatus,37384040,6
2020-10_south-west_stereo-BRUVs,FH14,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH14,Mullidae,Parupeneus,chrysopleuron,37355016,1
2020-10_south-west_stereo-BRUVs,FH14,Pomacentridae,Chromis,klunzingeri,37372044,10
2020-10_south-west_stereo-BRUVs,FH14,Scorpididae,Neatypus,obliquus,37361002,4
2020-10_south-west_stereo-BRUVs,FH14,Serranidae,Caesioperca,spp,,24
2020-10_south-west_stereo-BRUVs,FH15,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-10_south-west_stereo-BRUVs,FH15,Gerreidae,Parequula,melbournensis,37349001,5
2020-10_south-west_stereo-BRUVs,FH15,Labridae,Coris,auricularis,37384088,32
2020-10_south-west_stereo-BRUVs,FH15,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH15,Labridae,Suezichthys,bifurcatus,37384160,3
2020-10_south-west_stereo-BRUVs,FH15,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH15,Platycephalidae,Platycephalus,spp,,2
2020-10_south-west_stereo-BRUVs,FH16,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-10_south-west_stereo-BRUVs,FH16,Glaucosomatidae,Glaucosoma,hebraicum,37320004,1
2020-10_south-west_stereo-BRUVs,FH16,Heterodontidae,Heterodontus,portusjacksoni,37007001,3
2020-10_south-west_stereo-BRUVs,FH16,Labridae,Coris,auricularis,37384088,2
2020-10_south-west_stereo-BRUVs,FH16,Labridae,Notolabrus,parilus,37384022,1
2020-10_south-west_stereo-BRUVs,FH16,Labridae,Ophthalmolepis,lineolatus,37384040,8
2020-10_south-west_stereo-BRUVs,FH16,Labridae,Pseudolabrus,biserialis,37384149,3
2020-10_south-west_stereo-BRUVs,FH16,Mocanthidae,Meuschenia,galii,37465040,2
2020-10_south-west_stereo-BRUVs,FH16,Mocanthidae,Meuschenia,venusta,37465060,1
2020-10_south-west_stereo-BRUVs,FH16,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH16,Mullidae,Upeneichthys,vlamingii,37355029,2
2020-10_south-west_stereo-BRUVs,FH16,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH16,Scorpididae,Neatypus,obliquus,37361002,4
2020-10_south-west_stereo-BRUVs,FH17,Gerreidae,Parequula,melbournensis,37349001,17
2020-10_south-west_stereo-BRUVs,FH17,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH17,Labridae,Coris,auricularis,37384088,1
2020-10_south-west_stereo-BRUVs,FH17,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH17,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-10_south-west_stereo-BRUVs,FH17,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-10_south-west_stereo-BRUVs,FH17,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH17,Oplegthidae,Oplegthus,woodwardi,37369002,1
2020-10_south-west_stereo-BRUVs,FH17,Pomacentridae,Chromis,klunzingeri,37372044,5
2020-10_south-west_stereo-BRUVs,FH17,Scorpididae,Neatypus,obliquus,37361002,4
2020-10_south-west_stereo-BRUVs,FH17,Serranidae,Caesioperca,sp1,,14
2020-10_south-west_stereo-BRUVs,FH17,Triakidae,Furgaleus,macki,37017003,1
2020-10_south-west_stereo-BRUVs,FH17,Urolophidae,Trygonoptera,ovalis,37038016,2
2020-10_south-west_stereo-BRUVs,FH18,Gerreidae,Parequula,melbournensis,37349001,1
2020-10_south-west_stereo-BRUVs,FH18,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH18,Labridae,Coris,auricularis,37384088,17
2020-10_south-west_stereo-BRUVs,FH18,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH18,Labridae,Ophthalmolepis,lineolatus,37384040,3
2020-10_south-west_stereo-BRUVs,FH18,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH18,Mocanthidae,Meuschenia,venusta,37465060,1
2020-10_south-west_stereo-BRUVs,FH18,Mullidae,Parupeneus,chrysopleuron,37355016,1
2020-10_south-west_stereo-BRUVs,FH18,Mullidae,Upeneichthys,vlamingii,37355029,2
2020-10_south-west_stereo-BRUVs,FH18,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH18,Pinguipedidae,Parapercis,ramsayi,37390002,1
2020-10_south-west_stereo-BRUVs,FH18,Pomacentridae,Chromis,klunzingeri,37372044,4
2020-10_south-west_stereo-BRUVs,FH18,Scombridae,Unknown,spp,,1
2020-10_south-west_stereo-BRUVs,FH18,Serranidae,Caesioperca,sp1,,1
2020-10_south-west_stereo-BRUVs,FH2,Berycidae,Centroberyx,gerrardi,37258004,1
2020-10_south-west_stereo-BRUVs,FH2,Carangidae,Pseudocaranx,spp,,1
2020-10_south-west_stereo-BRUVs,FH2,Chaetodontidae,Chelmonops,curiosus,37365066,2
2020-10_south-west_stereo-BRUVs,FH2,Cheilodactylidae,Dactylophora,nigricans,37377005,1
2020-10_south-west_stereo-BRUVs,FH2,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-10_south-west_stereo-BRUVs,FH2,Glaucosomatidae,Glaucosoma,hebraicum,37320004,1
2020-10_south-west_stereo-BRUVs,FH2,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH2,Labridae,Coris,auricularis,37384088,5
2020-10_south-west_stereo-BRUVs,FH2,Labridae,Ophthalmolepis,lineolatus,37384040,3
2020-10_south-west_stereo-BRUVs,FH2,Labridae,Pseudolabrus,biserialis,37384149,8
2020-10_south-west_stereo-BRUVs,FH2,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH2,Odacidae,Siphonogthus,spp,,1
2020-10_south-west_stereo-BRUVs,FH2,Pomacentridae,Chromis,klunzingeri,37372044,11
2020-10_south-west_stereo-BRUVs,FH2,Pomacentridae,Chromis,westaustralis,37372055,2
2020-10_south-west_stereo-BRUVs,FH2,Scorpididae,Neatypus,obliquus,37361002,16
2020-10_south-west_stereo-BRUVs,FH20,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-10_south-west_stereo-BRUVs,FH20,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH20,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH20,Labridae,Coris,auricularis,37384088,7
2020-10_south-west_stereo-BRUVs,FH20,Labridae,Ophthalmolepis,lineolatus,37384040,3
2020-10_south-west_stereo-BRUVs,FH20,Oplegthidae,Oplegthus,woodwardi,37369002,1
2020-10_south-west_stereo-BRUVs,FH21,Heterodontidae,Heterodontus,portusjacksoni,37007001,3
2020-10_south-west_stereo-BRUVs,FH21,Labridae,Achoerodus,gouldii,37384002,1
2020-10_south-west_stereo-BRUVs,FH21,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH21,Labridae,Coris,auricularis,37384088,43
2020-10_south-west_stereo-BRUVs,FH21,Labridae,Notolabrus,parilus,37384022,1
2020-10_south-west_stereo-BRUVs,FH21,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-10_south-west_stereo-BRUVs,FH21,Labridae,Pseudolabrus,biserialis,37384149,10
2020-10_south-west_stereo-BRUVs,FH21,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-10_south-west_stereo-BRUVs,FH21,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH21,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH21,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH21,Odacidae,Siphonogthus,caninis,37385011,1
2020-10_south-west_stereo-BRUVs,FH21,Pomacentridae,Chromis,klunzingeri,37372044,16
2020-10_south-west_stereo-BRUVs,FH21,Scorpididae,Neatypus,obliquus,37361002,7
2020-10_south-west_stereo-BRUVs,FH21,Scorpididae,Tilodon,sexfasciatus,37361003,2
2020-10_south-west_stereo-BRUVs,FH21,Serranidae,Caesioperca,sp1,,11
2020-10_south-west_stereo-BRUVs,FH21,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH23,Carangidae,Pseudocaranx,spp,,1
2020-10_south-west_stereo-BRUVs,FH23,Chaetodontidae,Chelmonops,curiosus,37365066,2
2020-10_south-west_stereo-BRUVs,FH23,Glaucosomatidae,Glaucosoma,hebraicum,37320004,1
2020-10_south-west_stereo-BRUVs,FH23,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH23,Labridae,Austrolabrus,maculatus,37384025,2
2020-10_south-west_stereo-BRUVs,FH23,Labridae,Coris,auricularis,37384088,11
2020-10_south-west_stereo-BRUVs,FH23,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH23,Labridae,Ophthalmolepis,lineolatus,37384040,10
2020-10_south-west_stereo-BRUVs,FH23,Labridae,Pseudolabrus,biserialis,37384149,5
2020-10_south-west_stereo-BRUVs,FH23,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH23,Mocanthidae,Meuschenia,scaber,37465005,1
2020-10_south-west_stereo-BRUVs,FH23,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH23,Mullidae,Parupeneus,chrysopleuron,37355016,1
2020-10_south-west_stereo-BRUVs,FH23,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH23,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH23,Odacidae,Siphonogthus,sp1,,1
2020-10_south-west_stereo-BRUVs,FH23,Scorpididae,Neatypus,obliquus,37361002,4
2020-10_south-west_stereo-BRUVs,FH23,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH24,Gerreidae,Parequula,melbournensis,37349001,1
2020-10_south-west_stereo-BRUVs,FH24,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH24,Odacidae,Siphonogthus,caninis,37385011,1
2020-10_south-west_stereo-BRUVs,FH24,Rhinobatidae,Trygonorrhi,dumerilii,,1
2020-10_south-west_stereo-BRUVs,FH25,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-10_south-west_stereo-BRUVs,FH25,Heterodontidae,Heterodontus,portusjacksoni,37007001,2
2020-10_south-west_stereo-BRUVs,FH25,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH25,Labridae,Coris,auricularis,37384088,3
2020-10_south-west_stereo-BRUVs,FH25,Labridae,Ophthalmolepis,lineolatus,37384040,3
2020-10_south-west_stereo-BRUVs,FH25,Labridae,Pseudolabrus,biserialis,37384149,3
2020-10_south-west_stereo-BRUVs,FH25,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH25,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH25,Myliobatidae,Myliobatis,tenuicaudatus,37039001,1
2020-10_south-west_stereo-BRUVs,FH25,Neosebastidae,Neosebastes,bougainvillii,37287004,1
2020-10_south-west_stereo-BRUVs,FH25,Scorpididae,Neatypus,obliquus,37361002,11
2020-10_south-west_stereo-BRUVs,FH25,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-10_south-west_stereo-BRUVs,FH26,Carangidae,Pseudocaranx,spp,,1
2020-10_south-west_stereo-BRUVs,FH26,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-10_south-west_stereo-BRUVs,FH26,Labridae,Coris,auricularis,37384088,9
2020-10_south-west_stereo-BRUVs,FH26,Labridae,Notolabrus,parilus,37384022,1
2020-10_south-west_stereo-BRUVs,FH26,Labridae,Ophthalmolepis,lineolatus,37384040,6
2020-10_south-west_stereo-BRUVs,FH26,Labridae,Pseudolabrus,biserialis,37384149,6
2020-10_south-west_stereo-BRUVs,FH26,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH26,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH26,Muraenidae,Gymnothorax,prasinus,37060006,1
2020-10_south-west_stereo-BRUVs,FH26,Neosebastidae,Neosebastes,bougainvillii,37287004,1
2020-10_south-west_stereo-BRUVs,FH26,Pomacentridae,Chromis,klunzingeri,37372044,12
2020-10_south-west_stereo-BRUVs,FH26,Pomacentridae,Chromis,westaustralis,37372055,2
2020-10_south-west_stereo-BRUVs,FH26,Scorpididae,Neatypus,obliquus,37361002,12
2020-10_south-west_stereo-BRUVs,FH26,Serranidae,Caesioperca,sp1,,18
2020-10_south-west_stereo-BRUVs,FH27,Gerreidae,Parequula,melbournensis,37349001,2
2020-10_south-west_stereo-BRUVs,FH27,Labridae,Austrolabrus,maculatus,37384025,1
2020-10_south-west_stereo-BRUVs,FH27,Labridae,Choerodon,rubescens,37384039,1
2020-10_south-west_stereo-BRUVs,FH27,Labridae,Coris,auricularis,37384088,2
2020-10_south-west_stereo-BRUVs,FH27,Labridae,Notolabrus,parilus,37384022,1
2020-10_south-west_stereo-BRUVs,FH27,Labridae,Ophthalmolepis,lineolatus,37384040,6
2020-10_south-west_stereo-BRUVs,FH27,Labridae,Pseudolabrus,biserialis,37384149,4
2020-10_south-west_stereo-BRUVs,FH27,Mocanthidae,Meuschenia,galii,37465040,1
2020-10_south-west_stereo-BRUVs,FH27,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-10_south-west_stereo-BRUVs,FH27,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-10_south-west_stereo-BRUVs,FH27,Odacidae,Siphonogthus,caninis,37385011,1
2020-10_south-west_stereo-BRUVs,FH27,Pomacentridae,Chromis,klunzingeri,37372044,10
2020-10_south-west_stereo-BRUVs,FH27,Scorpididae,Neatypus,obliquus,37361002,5
2020-10_south-west_stereo-BRUVs,FH27,Scorpididae,Tilodon,sexfasciatus,37361003,1
2020-10_south-west_stereo-BRUVs,FH27,Serranidae,Caesioperca,sp1,,10
2020-10_south-west_stereo-BRUVs,FH28,Carangidae,Pseudocaranx,spp,,2
2020-10_south-west_stereo-BRUVs,FH28,Gerreidae,Parequula,melbournensis,37349001,4
2020-10_south-west_stereo-BRUVs,FH28,Labridae,Coris,auricularis,37384088,9
2020-10_south-west_stereo-BRUVs,FH28,Labridae,Eupetrichthys,angustipes,37384105,1
2020-10_south-west_stereo-BRUVs,FH28,Labridae,Ophthalmolepis,lineolatus,37384040,1
2020-10_south-west_stereo-BRUVs,FH28,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-10_south-west_stereo-BRUVs,FH28,Mocanthidae,Meuschenia,freycineti,37465036,1
