campaignid,sample,family,genus,species,caab,count
2020-06_south-west_stereo-BRUVs,28,Pomacentridae,Chromis,klunzingeri,37372044,36
2020-06_south-west_stereo-BRUVs,28,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-06_south-west_stereo-BRUVs,29,Carangidae,Pseudocaranx,spp,,9
2020-06_south-west_stereo-BRUVs,29,Carcharhinidae,Carcharhinus,brevipin,37018023,1
2020-06_south-west_stereo-BRUVs,29,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-06_south-west_stereo-BRUVs,29,Labridae,Austrolabrus,maculatus,37384025,1
2020-06_south-west_stereo-BRUVs,29,Labridae,Coris,auricularis,37384088,1
2020-06_south-west_stereo-BRUVs,29,Labridae,Ophthalmolepis,lineolatus,37384040,3
2020-06_south-west_stereo-BRUVs,29,Labridae,Pseudolabrus,biserialis,37384149,6
2020-06_south-west_stereo-BRUVs,29,Mocanthidae,Meuschenia,galii,37465040,1
2020-06_south-west_stereo-BRUVs,29,Pomacentridae,Chromis,klunzingeri,37372044,10
2020-06_south-west_stereo-BRUVs,29,Scorpididae,Neatypus,obliquus,37361002,19
2020-06_south-west_stereo-BRUVs,29,Serranidae,Caesioperca,sp1,,7
2020-06_south-west_stereo-BRUVs,29,Triakidae,Furgaleus,macki,37017003,1
2020-06_south-west_stereo-BRUVs,29,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-06_south-west_stereo-BRUVs,30,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-06_south-west_stereo-BRUVs,30,Labridae,Austrolabrus,maculatus,37384025,1
2020-06_south-west_stereo-BRUVs,30,Labridae,Coris,auricularis,37384088,3
2020-06_south-west_stereo-BRUVs,30,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-06_south-west_stereo-BRUVs,30,Labridae,Pseudolabrus,biserialis,37384149,10
2020-06_south-west_stereo-BRUVs,30,Mocanthidae,Meuschenia,galii,37465040,1
2020-06_south-west_stereo-BRUVs,30,Mocanthidae,Meuschenia,scaber,37465005,1
2020-06_south-west_stereo-BRUVs,30,Mocanthidae,Meuschenia,venusta,37465060,1
2020-06_south-west_stereo-BRUVs,30,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-06_south-west_stereo-BRUVs,30,Pomacentridae,Chromis,klunzingeri,37372044,3
2020-06_south-west_stereo-BRUVs,30,Scorpididae,Neatypus,obliquus,37361002,8
2020-06_south-west_stereo-BRUVs,30,Serranidae,Caesioperca,sp1,,5
2020-06_south-west_stereo-BRUVs,30,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-06_south-west_stereo-BRUVs,31,Carangidae,Pseudocaranx,spp,,1
2020-06_south-west_stereo-BRUVs,31,Cheilodactylidae,Nemadactylus,valenciennesi,37377004,1
2020-06_south-west_stereo-BRUVs,31,Heterodontidae,Heterodontus,portusjacksoni,37007001,2
2020-06_south-west_stereo-BRUVs,31,Labridae,Coris,auricularis,37384088,2
2020-06_south-west_stereo-BRUVs,31,Labridae,Ophthalmolepis,lineolatus,37384040,4
2020-06_south-west_stereo-BRUVs,31,Labridae,Pseudolabrus,biserialis,37384149,6
2020-06_south-west_stereo-BRUVs,31,Mullidae,Parupeneus,chrysopleuron,37355016,1
2020-06_south-west_stereo-BRUVs,31,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-06_south-west_stereo-BRUVs,31,Pomacentridae,Chromis,klunzingeri,37372044,18
2020-06_south-west_stereo-BRUVs,31,Scorpididae,Neatypus,obliquus,37361002,5
2020-06_south-west_stereo-BRUVs,31,Serranidae,Caesioperca,sp1,,33
2020-06_south-west_stereo-BRUVs,31,Serranidae,Epinephelides,armatus,37311100,1
2020-06_south-west_stereo-BRUVs,31,Sparidae,Chrysophrys,auratus,37353001,1
2020-06_south-west_stereo-BRUVs,31,Triakidae,Furgaleus,macki,37017003,1
2020-06_south-west_stereo-BRUVs,32,Gerreidae,Parequula,melbournensis,37349001,4
2020-06_south-west_stereo-BRUVs,32,Labridae,Coris,auricularis,37384088,1
2020-06_south-west_stereo-BRUVs,32,Labridae,Ophthalmolepis,lineolatus,37384040,4
2020-06_south-west_stereo-BRUVs,32,Labridae,Pseudolabrus,biserialis,37384149,5
2020-06_south-west_stereo-BRUVs,32,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-06_south-west_stereo-BRUVs,32,Pomacentridae,Chromis,klunzingeri,37372044,27
2020-06_south-west_stereo-BRUVs,32,Scorpididae,Neatypus,obliquus,37361002,19
2020-06_south-west_stereo-BRUVs,32,Scyliorhinidae,Aulohalaelurus,labiosus,37015029,1
2020-06_south-west_stereo-BRUVs,32,Serranidae,Epinephelides,armatus,37311100,1
2020-06_south-west_stereo-BRUVs,33,Labridae,Austrolabrus,maculatus,37384025,1
2020-06_south-west_stereo-BRUVs,33,Labridae,Coris,auricularis,37384088,26
2020-06_south-west_stereo-BRUVs,33,Labridae,Ophthalmolepis,lineolatus,37384040,2
2020-06_south-west_stereo-BRUVs,33,Labridae,Pseudolabrus,biserialis,37384149,7
2020-06_south-west_stereo-BRUVs,33,Mocanthidae,Meuschenia,galii,37465040,1
2020-06_south-west_stereo-BRUVs,33,Mullidae,Upeneichthys,vlamingii,37355029,2
2020-06_south-west_stereo-BRUVs,33,Pomacentridae,Chromis,klunzingeri,37372044,40
2020-06_south-west_stereo-BRUVs,33,Pomacentridae,Chromis,westaustralis,37372055,1
2020-06_south-west_stereo-BRUVs,33,Scorpididae,Neatypus,obliquus,37361002,4
2020-06_south-west_stereo-BRUVs,33,Serranidae,Caesioperca,rasor,37311003,1
2020-06_south-west_stereo-BRUVs,33,Serranidae,Caesioperca,sp1,,1
2020-06_south-west_stereo-BRUVs,33,Sparidae,Chrysophrys,auratus,37353001,1
2020-06_south-west_stereo-BRUVs,34,Labridae,Coris,auricularis,37384088,4
2020-06_south-west_stereo-BRUVs,34,Labridae,Eupetrichthys,angustipes,37384105,2
2020-06_south-west_stereo-BRUVs,34,Odacidae,Siphonogthus,caninis,37385011,1
2020-06_south-west_stereo-BRUVs,34,Pinguipedidae,Parapercis,ramsayi,37390002,1
2020-06_south-west_stereo-BRUVs,34,Rhinobatidae,Trygonorrhi,dumerilii,37027011,1
2020-06_south-west_stereo-BRUVs,34,Serranidae,Caesioperca,sp1,,1
2020-06_south-west_stereo-BRUVs,34,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-06_south-west_stereo-BRUVs,35,Heterodontidae,Heterodontus,portusjacksoni,37007001,2
2020-06_south-west_stereo-BRUVs,35,Labridae,Austrolabrus,maculatus,37384025,2
2020-06_south-west_stereo-BRUVs,35,Labridae,Coris,auricularis,37384088,5
2020-06_south-west_stereo-BRUVs,35,Labridae,Eupetrichthys,angustipes,37384105,1
2020-06_south-west_stereo-BRUVs,35,Labridae,Ophthalmolepis,lineolatus,37384040,6
2020-06_south-west_stereo-BRUVs,35,Labridae,Pseudolabrus,biserialis,37384149,4
2020-06_south-west_stereo-BRUVs,35,Scorpididae,Neatypus,obliquus,37361002,4
2020-06_south-west_stereo-BRUVs,35,Scyliorhinidae,Aulohalaelurus,labiosus,37015029,1
2020-06_south-west_stereo-BRUVs,36,Carcharhinidae,Carcharhinus,limbatus,37018039,1
2020-06_south-west_stereo-BRUVs,36,Gerreidae,Parequula,melbournensis,37349001,1
2020-06_south-west_stereo-BRUVs,36,Heterodontidae,Heterodontus,portusjacksoni,37007001,1
2020-06_south-west_stereo-BRUVs,36,Labridae,Austrolabrus,maculatus,37384025,1
2020-06_south-west_stereo-BRUVs,36,Labridae,Coris,auricularis,37384088,51
2020-06_south-west_stereo-BRUVs,36,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-06_south-west_stereo-BRUVs,36,Labridae,Pseudolabrus,biserialis,37384149,2
2020-06_south-west_stereo-BRUVs,36,Mullidae,Parupeneus,chrysopleuron,37355016,1
2020-06_south-west_stereo-BRUVs,36,Mullidae,Upeneichthys,vlamingii,37355029,2
2020-06_south-west_stereo-BRUVs,36,Pomacentridae,Chromis,klunzingeri,37372044,1
2020-06_south-west_stereo-BRUVs,36,Scorpididae,Neatypus,obliquus,37361002,19
2020-06_south-west_stereo-BRUVs,36,Serranidae,Caesioperca,sp1,,25
2020-06_south-west_stereo-BRUVs,36,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-06_south-west_stereo-BRUVs,37,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-06_south-west_stereo-BRUVs,37,Heterodontidae,Heterodontus,portusjacksoni,37007001,2
2020-06_south-west_stereo-BRUVs,37,Labridae,Austrolabrus,maculatus,37384025,3
2020-06_south-west_stereo-BRUVs,37,Labridae,Ophthalmolepis,lineolatus,37384040,1
2020-06_south-west_stereo-BRUVs,37,Mocanthidae,Brachaluteres,jacksonianus,37465025,1
2020-06_south-west_stereo-BRUVs,37,Mocanthidae,Meuschenia,freycineti,37465036,1
2020-06_south-west_stereo-BRUVs,37,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-06_south-west_stereo-BRUVs,38,Labridae,Austrolabrus,maculatus,37384025,2
2020-06_south-west_stereo-BRUVs,38,Labridae,Coris,auricularis,37384088,3
2020-06_south-west_stereo-BRUVs,38,Labridae,Ophthalmolepis,lineolatus,37384040,3
2020-06_south-west_stereo-BRUVs,38,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-06_south-west_stereo-BRUVs,38,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-06_south-west_stereo-BRUVs,38,Odacidae,Siphonogthus,caninis,37385011,1
2020-06_south-west_stereo-BRUVs,38,Pomacentridae,Chromis,klunzingeri,37372044,8
2020-06_south-west_stereo-BRUVs,38,Scorpididae,Neatypus,obliquus,37361002,3
2020-06_south-west_stereo-BRUVs,39,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-06_south-west_stereo-BRUVs,39,Heterodontidae,Heterodontus,portusjacksoni,37007001,2
2020-06_south-west_stereo-BRUVs,39,Labridae,Austrolabrus,maculatus,37384025,2
2020-06_south-west_stereo-BRUVs,39,Labridae,Coris,auricularis,37384088,1
2020-06_south-west_stereo-BRUVs,39,Labridae,Ophthalmolepis,lineolatus,37384040,5
2020-06_south-west_stereo-BRUVs,39,Labridae,Pseudolabrus,biserialis,37384149,3
2020-06_south-west_stereo-BRUVs,39,Mocanthidae,Acanthaluteres,vittiger,37465002,1
2020-06_south-west_stereo-BRUVs,39,Mocanthidae,Scobinichthys,granulatus,37465007,1
2020-06_south-west_stereo-BRUVs,39,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-06_south-west_stereo-BRUVs,39,Pempherididae,Pempheris,klunzingeri,37357003,8
2020-06_south-west_stereo-BRUVs,39,Pomacentridae,Chromis,klunzingeri,37372044,31
2020-06_south-west_stereo-BRUVs,39,Scorpididae,Neatypus,obliquus,37361002,5
2020-06_south-west_stereo-BRUVs,39,Scorpididae,Tilodon,sexfasciatus,37361003,1
2020-06_south-west_stereo-BRUVs,39,Urolophidae,Trygonoptera,ovalis,37038016,1
2020-06_south-west_stereo-BRUVs,40,Carangidae,Pseudocaranx,spp,,1
2020-06_south-west_stereo-BRUVs,40,Dasyatidae,Bathytoshia,brevicaudata,37035001,1
2020-06_south-west_stereo-BRUVs,40,Labridae,Austrolabrus,maculatus,37384025,1
2020-06_south-west_stereo-BRUVs,40,Labridae,Coris,auricularis,37384088,22
2020-06_south-west_stereo-BRUVs,40,Labridae,Eupetrichthys,angustipes,37384105,1
2020-06_south-west_stereo-BRUVs,40,Labridae,Ophthalmolepis,lineolatus,37384040,4
2020-06_south-west_stereo-BRUVs,40,Labridae,Pseudolabrus,biserialis,37384149,4
2020-06_south-west_stereo-BRUVs,40,Mocanthidae,Brachaluteres,jacksonianus,37465025,1
2020-06_south-west_stereo-BRUVs,40,Mullidae,Upeneichthys,vlamingii,37355029,1
2020-06_south-west_stereo-BRUVs,40,Odacidae,Siphonogthus,sp1,,1
2020-06_south-west_stereo-BRUVs,40,Scorpididae,Neatypus,obliquus,37361002,10
