campaignid,sample,latitude,longitude,date.time,site,location,status,depth,successful.count,successful.length,observer.count,observer.length
2020-06_south-west_stereo-BRUVs,30,-34.112094,114.85946,2020-06-03T10:37:00+0800,c6,South-west,No-take,42.9,Yes,Yes,Hayley,Rachel
2020-06_south-west_stereo-BRUVs,31,-34.116007,114.860738,2020-06-03T10:42:00+0800,c6,South-west,No-take,44.4,Yes,Yes,Hayley,Rachel
2020-06_south-west_stereo-BRUVs,32,-34.130076,114.86109,2020-06-03T10:49:00+0800,c5,South-west,No-take,43.2,Yes,Yes,Hayley,Rachel
2020-06_south-west_stereo-BRUVs,33,-34.133067,114.8627,2020-06-03T10:54:00+0800,c5,South-west,No-take,43.6,Yes,No,Hayley,upside down
2020-06_south-west_stereo-BRUVs,34,-34.131334,114.866053,2020-06-03T12:18:00+0800,c5,South-west,No-take,42.7,Yes,Yes,Hayley,Claude
2020-06_south-west_stereo-BRUVs,35,-34.134801,114.869348,2020-06-03T12:23:00+0800,c5,South-west,No-take,43.8,Yes,Yes,Hayley,Rachel
2020-06_south-west_stereo-BRUVs,36,-34.130484,114.878263,2020-06-03T12:29:00+0800,c4,South-west,No-take,42.2,Yes,Yes,Hayey,Rachel
2020-06_south-west_stereo-BRUVs,37,-34.126354,114.878937,2020-06-03T12:34:00+0800,c4,South-west,No-take,41.2,Yes,Yes,Hayley,Rachel
2020-06_south-west_stereo-BRUVs,38,-34.127912,114.883938,2020-06-03T12:39:00+0800,c4,South-west,No-take,41.8,Yes,Yes,Hayley,Rachel
2020-06_south-west_stereo-BRUVs,39,-34.132294,114.884797,2020-06-03T12:42:00+0800,c4,South-west,No-take,42.2,Yes,Yes,Hayley,Rachel
2020-06_south-west_stereo-BRUVs,40,-34.133669,114.880443,2020-06-03T12:46:00+0800,c4,South-west,No-take,41.2,Yes,Yes,Hayley,Rachel
