campaignid,sample,family,genus,species,caab,count
2021-05_Abrolhos_stereo-BRUVs,npz6.21,Mullidae,Parupeneus,spilurus,37355015,2
2021-05_Abrolhos_stereo-BRUVs,npz6.21,Nemipteridae,Pentapodus,nagasakiensis,37347012,1
2021-05_Abrolhos_stereo-BRUVs,npz6.21,Pomacanthidae,Chaetodontoplus,personifer,37365008,2
2021-05_Abrolhos_stereo-BRUVs,npz6.21,Pomacentridae,Chromis,spp,,15
2021-05_Abrolhos_stereo-BRUVs,npz6.21,Sparidae,Chrysophrys,auratus,37353001,6
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Chaetodontidae,Chaetodon,assarius,37365012,1
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Haemulidae,Diagramma,pictum labiosum,37350003,3
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Labridae,Choerodon,rubescens,37384039,1
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Labridae,Coris,auricularis,37384088,130
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Labridae,Suezichthys,cyanolaemus,37384161,1
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Labridae,Unknown,spp,,5
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Lethrinidae,Lethrinus,miniatus,37351009,3
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Mullidae,Parupeneus,spilurus,37355015,1
2021-05_Abrolhos_stereo-BRUVs,npz6.22,Urolophidae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.24,Carangidae,Seriola,hippos,37337007,2
2021-05_Abrolhos_stereo-BRUVs,npz6.24,Haemulidae,Diagramma,pictum labiosum,37350003,1
2021-05_Abrolhos_stereo-BRUVs,npz6.24,Labridae,Choerodon,rubescens,37384039,1
2021-05_Abrolhos_stereo-BRUVs,npz6.24,Labridae,Coris,auricularis,37384088,67
2021-05_Abrolhos_stereo-BRUVs,npz6.24,Labridae,Suezichthys,cyanolaemus,37384161,1
2021-05_Abrolhos_stereo-BRUVs,npz6.24,Lethrinidae,Lethrinus,miniatus,37351009,6
2021-05_Abrolhos_stereo-BRUVs,npz6.24,Mullidae,Parupeneus,spilurus,37355015,1
2021-05_Abrolhos_stereo-BRUVs,npz6.24,Pomacentridae,Chromis,spp,,55
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Acanthuridae,Acanthurus,olivaceus,37437016,4
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Acanthuridae,Acanthurus,xanthopterus,37437020,4
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Carangidae,Carangoides,fulvoguttatus,37337037,1
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Carangidae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Chaetodontidae,Chaetodon,auriga,37365019,2
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Chaetodontidae,Chaetodon,lunula,37365042,2
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Anampses,caeruleopunctatus,37384045,1
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Anampses,geographicus,37384048,4
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Bodianus,bilunulatus,37384054,3
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Choerodon,rubescens,37384039,6
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Coris,auricularis,37384088,51
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Coris,caudimacula,37384092,1
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Labroides,dimidiatus,37384028,3
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Suezichthys,cyanolaemus,37384161,2
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Thalassoma,lutescens,37384168,2
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Labridae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Lethrinidae,Lethrinus,miniatus,37351009,5
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Lethrinidae,Lethrinus,nebulosus,37351008,2
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Lethrinidae,Lethrinus,ravus,37351031,4
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Monacanthidae,Unknown,sp1,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Mullidae,Parupeneus,spilurus,37355015,12
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Pomacanthidae,Pomacanthus,semicirculatus,37365080,1
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Pomacentridae,Chromis,spp,,42
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Scaridae,Scarus,ghobban,37386001,5
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Scaridae,Scarus,spp,,2
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Siganidae,Siganus,argenteus,37438007,5
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Siganidae,Siganus,punctatus,37438003,2
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Sparidae,Chrysophrys,auratus,37353001,2
2021-05_Abrolhos_stereo-BRUVs,npz6.26,Zanclidae,Zanclus,cornutus,37437001,2
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Chaetodontidae,Chaetodon,assarius,37365012,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Haemulidae,Diagramma,pictum labiosum,37350003,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Labridae,Choerodon,rubescens,37384039,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Labridae,Coris,auricularis,37384088,32
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Labridae,Labroides,dimidiatus,37384028,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Labridae,Suezichthys,cyanolaemus,37384161,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Labridae,Unknown,sp1,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Lethrinidae,Lethrinus,miniatus,37351009,6
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Lethrinidae,Lethrinus,nebulosus,37351008,5
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Mullidae,Parupeneus,spilurus,37355015,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz6.27,Pomacentridae,Chromis,spp,,59
2021-05_Abrolhos_stereo-BRUVs,npz6.28,Tetraodontidae,Lagocephalus,sceleratus,37467007,1
2021-05_Abrolhos_stereo-BRUVs,npz6.28,Triakidae,Mustelus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.28,Unknown,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Apogonidae,Ostorhinchus,angustatus,37327042,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Cheilodactylidae,Cheilodactylus,gibbosus,37377010,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Echeneidae,Echeneis,naucrates,37336001,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Labridae,Bodianus,solatus,37384201,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Labridae,Choerodon,rubescens,37384039,2
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Labridae,Coris,auricularis,37384088,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Labridae,Suezichthys,cyanolaemus,37384161,2
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Lethrinidae,Lethrinus,miniatus,37351009,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Lethrinidae,Lethrinus,nebulosus,37351008,3
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Mullidae,Parupeneus,spilurus,37355015,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Pinguipedidae,Parapercis,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Pomacanthidae,Chaetodontoplus,personifer,37365008,2
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Pomacentridae,Chromis,spp,,87
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Serranidae,Epinephelus,rivulatus,37311022,1
2021-05_Abrolhos_stereo-BRUVs,npz6.36,Sparidae,Chrysophrys,auratus,37353001,11
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Carcharhinidae,Carcharhinus,plumbeus,37018007,1
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Labridae,Bodianus,solatus,37384201,1
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Labridae,Choerodon,rubescens,37384039,3
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Labridae,Coris,auricularis,37384088,6
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Lethrinidae,Lethrinus,miniatus,37351009,2
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Lethrinidae,Lethrinus,nebulosus,37351008,2
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Nemipteridae,Pentapodus,nagasakiensis,37347012,3
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Nemipteridae,Pentapodus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Pinguipedidae,Parapercis,nebulosa,37390005,1
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Scombridae,Scomberomorus,spp,,6
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Serranidae,Epinephelus,rivulatus,37311022,1
2021-05_Abrolhos_stereo-BRUVs,npz6.4,Sparidae,Chrysophrys,auratus,37353001,18
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Chaetodontidae,Chaetodon,assarius,37365012,3
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Labridae,Choerodon,rubescens,37384039,2
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Labridae,Coris,auricularis,37384088,24
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Labridae,Suezichthys,cyanolaemus,37384161,3
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Lethrinidae,Lethrinus,nebulosus,37351008,2
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Mullidae,Parupeneus,spilurus,37355015,3
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Pomacentridae,Chromis,spp,,22
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Scaridae,Scarus,sp3,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.5,Sparidae,Chrysophrys,auratus,37353001,3
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Carcharhinidae,Galeocerdo,cuvier,37018022,1
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Echeneidae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Haemulidae,Diagramma,pictum labiosum,37350003,1
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Labridae,Choerodon,rubescens,37384039,2
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Labridae,Coris,auricularis,37384088,44
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Labridae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Lethrinidae,Lethrinus,miniatus,37351009,10
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Lethrinidae,Lethrinus,nebulosus,37351008,1
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Mullidae,Parupeneus,spilurus,37355015,1
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Orectolobidae,Orectolobus,hutchinsi,37013016,1
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Pomacentridae,Chromis,spp,,260
2021-05_Abrolhos_stereo-BRUVs,npz6.6,Scaridae,Scarus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.8,Ariidae,Netuma,thalassina,37188001,1
2021-05_Abrolhos_stereo-BRUVs,npz6.8,Carcharhinidae,Carcharhinus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.8,Sphyrnidae,Sphyrna,lewini,37019001,1
2021-05_Abrolhos_stereo-BRUVs,npz6.9,Carangidae,Seriola,dumerili,37337025,1
2021-05_Abrolhos_stereo-BRUVs,npz6.9,Labridae,Bodianus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.9,Lethrinidae,Lethrinus,miniatus,37351009,2
2021-05_Abrolhos_stereo-BRUVs,npz6.9,Lethrinidae,Lethrinus,nebulosus,37351008,1
2021-05_Abrolhos_stereo-BRUVs,npz6.9,Sparidae,Chrysophrys,auratus,37353001,18
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,Apogonidae,Ostorhinchus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,Carangidae,Seriola,dumerili,37337025,1
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,Carangidae,Seriola,hippos,37337007,2
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,Labridae,Suezichthys,cyanolaemus,37384161,1
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,Monacanthidae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz6.BOSS41,Sparidae,Chrysophrys,auratus,37353001,3
2021-05_Abrolhos_stereo-BRUVs,npz6.C01,Rhinidae,Rhynchobatus,australiae,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.C01,Sparidae,Chrysophrys,auratus,37353001,1
2021-05_Abrolhos_stereo-BRUVs,npz6.C01,Tetraodontidae,Lagocephalus,sceleratus,37467007,4
2021-05_Abrolhos_stereo-BRUVs,npz6.C01,Triakidae,Mustelus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz6.C02,Tetraodontidae,Lagocephalus,sceleratus,37467007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.1,Labridae,Bodianus,solatus,37384201,1
2021-05_Abrolhos_stereo-BRUVs,npz9.1,Lethrinidae,Lethrinus,miniatus,37351009,3
2021-05_Abrolhos_stereo-BRUVs,npz9.1,Lutjanidae,Pristipomoides,multidens,37346002,4
2021-05_Abrolhos_stereo-BRUVs,npz9.1,Lutjanidae,Pristipomoides,typus,37346019,2
2021-05_Abrolhos_stereo-BRUVs,npz9.1,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.1,Serranidae,Epinephelus,areolatus,37311009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.1,Sparidae,Chrysophrys,auratus,37353001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Carangidae,Decapterus,spp,,5
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Carangidae,Pseudocaranx,spp,,2
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Carangidae,Seriola,dumerili,37337025,6
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Gerreidae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Haemulidae,Diagramma,pictum labiosum,37350003,1
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Labridae,Coris,auricularis,37384088,4
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Labridae,Stethojulis,sp1,,2
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Lethrinidae,Lethrinus,miniatus,37351009,8
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Lethrinidae,Lethrinus,nebulosus,37351008,1
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Nemipteridae,Pentapodus,nagasakiensis,37347012,1
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Pinguipedidae,Parapercis,nebulosa,37390005,2
2021-05_Abrolhos_stereo-BRUVs,npz9.10,Sparidae,Chrysophrys,auratus,37353001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.11,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.11,Labridae,Coris,auricularis,37384088,1
2021-05_Abrolhos_stereo-BRUVs,npz9.11,Labridae,Stethojulis,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.11,Lethrinidae,Lethrinus,miniatus,37351009,7
2021-05_Abrolhos_stereo-BRUVs,npz9.12,Tetraodontidae,Lagocephalus,sceleratus,37467007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Apogonidae,Ostorhinchus,spp,,7
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Carcharhinidae,Carcharhinus,plumbeus,37018007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Gerreidae,Unknown,spp,,2
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Labridae,Coris,auricularis,37384088,3
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Labridae,Stethojulis,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Labridae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Muraenidae,Gymnothorax,woodwardi,37060054,2
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Pinguipedidae,Parapercis,nebulosa,37390005,2
2021-05_Abrolhos_stereo-BRUVs,npz9.13,Serranidae,Epinephelus,areolatus,37311009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.14,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.14,Labridae,Coris,auricularis,37384088,1
2021-05_Abrolhos_stereo-BRUVs,npz9.14,Lethrinidae,Gymnocranius,grandoculis,37351005,3
2021-05_Abrolhos_stereo-BRUVs,npz9.14,Lethrinidae,Lethrinus,miniatus,37351009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.14,Ostraciidae,Tetrosomus,reipublicae,37466008,1
2021-05_Abrolhos_stereo-BRUVs,npz9.14,Sparidae,Chrysophrys,auratus,37353001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.16,Labridae,Bodianus,solatus,37384201,1
2021-05_Abrolhos_stereo-BRUVs,npz9.16,Labridae,Stethojulis,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.16,Lethrinidae,Gymnocranius,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.16,Lethrinidae,Lethrinus,miniatus,37351009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.16,Lutjanidae,Pristipomoides,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.16,Pinguipedidae,Parapercis,nebulosa,37390005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.16,Sparidae,Chrysophrys,auratus,37353001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Carangidae,Seriola,hippos,37337007,2
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Labridae,Bodianus,vulpinus,37384001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Lethrinidae,Lethrinus,miniatus,37351009,4
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Lutjanidae,Pristipomoides,multidens,37346002,4
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Pinguipedidae,Parapercis,nebulosa,37390005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Serranidae,Epinephelus,areolatus,37311009,3
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Serranidae,Epinephelus,morrhua,37311151,1
2021-05_Abrolhos_stereo-BRUVs,npz9.17,Sparidae,Chrysophrys,auratus,37353001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.18,Lutjanidae,Pristipomoides,multidens,37346002,2
2021-05_Abrolhos_stereo-BRUVs,npz9.18,Monacanthidae,Nelusetta,ayraud,37465006,2
2021-05_Abrolhos_stereo-BRUVs,npz9.18,Sparidae,Chrysophrys,auratus,37353001,3
2021-05_Abrolhos_stereo-BRUVs,npz9.18,Tetraodontidae,Lagocephalus,sceleratus,37467007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.18,Triakidae,Mustelus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.19,Lethrinidae,Gymnocranius,grandoculis,37351005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.19,Lethrinidae,Lethrinus,miniatus,37351009,3
2021-05_Abrolhos_stereo-BRUVs,npz9.19,Sparidae,Chrysophrys,auratus,37353001,2
2021-05_Abrolhos_stereo-BRUVs,npz9.2,Lethrinidae,Gymnocranius,grandoculis,37351005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.2,Sparidae,Chrysophrys,auratus,37353001,1
