campaignid,sample,family,genus,species,caab,count
2021-05_Abrolhos_stereo-BRUVs,npz9.2,Tetraodontidae,Lagocephalus,sceleratus,37467007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.21,Carangidae,Seriola,dumerili,37337025,3
2021-05_Abrolhos_stereo-BRUVs,npz9.21,Lethrinidae,Lethrinus,miniatus,37351009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.21,Lutjanidae,Pristipomoides,multidens,37346002,6
2021-05_Abrolhos_stereo-BRUVs,npz9.21,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.21,Sparidae,Chrysophrys,auratus,37353001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.22,Carangidae,Unknown,sp10,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.22,Carcharhinidae,Galeocerdo,cuvier,37018022,1
2021-05_Abrolhos_stereo-BRUVs,npz9.22,Labridae,Unknown,spp,,2
2021-05_Abrolhos_stereo-BRUVs,npz9.22,Lethrinidae,Lethrinus,miniatus,37351009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.22,Lutjanidae,Pristipomoides,multidens,37346002,1
2021-05_Abrolhos_stereo-BRUVs,npz9.24,Labridae,Coris,auricularis,37384088,1
2021-05_Abrolhos_stereo-BRUVs,npz9.24,Labridae,Stethojulis,sp1,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.24,Lethrinidae,Gymnocranius,grandoculis,37351005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.24,Monacanthidae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.24,Pinguipedidae,Parapercis,nebulosa,37390005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.24,Triakidae,Hemitriakis,falcata,37017009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.24,Triakidae,Mustelus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.24,Unknown,Unknown,sp1,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.25,Lutjanidae,Pristipomoides,multidens,37346002,4
2021-05_Abrolhos_stereo-BRUVs,npz9.25,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.25,Sparidae,Chrysophrys,auratus,37353001,5
2021-05_Abrolhos_stereo-BRUVs,npz9.25,Tetraodontidae,Lagocephalus,sceleratus,37467007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.25,Triakidae,Hemitriakis,falcata,37017009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.26,Carangidae,Decapterus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.26,Haemulidae,Diagramma,pictum labiosum,37350003,2
2021-05_Abrolhos_stereo-BRUVs,npz9.26,Lethrinidae,Lethrinus,miniatus,37351009,8
2021-05_Abrolhos_stereo-BRUVs,npz9.26,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.26,Pinguipedidae,Parapercis,nebulosa,37390005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.26,Sparidae,Chrysophrys,auratus,37353001,3
2021-05_Abrolhos_stereo-BRUVs,npz9.26,Triakidae,Hemitriakis,falcata,37017009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Carangidae,Seriola,dumerili,37337025,2
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Labridae,Bodianus,solatus,37384201,1
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Lethrinidae,Lethrinus,miniatus,37351009,2
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Lutjanidae,Pristipomoides,multidens,37346002,5
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Lutjanidae,Pristipomoides,typus,37346019,4
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Monacanthidae,Eubalichthys,caeruleoguttatus,37465018,1
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Serranidae,Epinephelus,areolatus,37311009,2
2021-05_Abrolhos_stereo-BRUVs,npz9.27,Sparidae,Chrysophrys,auratus,37353001,10
2021-05_Abrolhos_stereo-BRUVs,npz9.28,Lutjanidae,Pristipomoides,multidens,37346002,2
2021-05_Abrolhos_stereo-BRUVs,npz9.28,Pinguipedidae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.28,Sparidae,Chrysophrys,auratus,37353001,2
2021-05_Abrolhos_stereo-BRUVs,npz9.28,Unknown,Unknown,spp,0,1
2021-05_Abrolhos_stereo-BRUVs,npz9.29,Carangidae,Decapterus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.29,Carangidae,Pseudocaranx,spp,,2
2021-05_Abrolhos_stereo-BRUVs,npz9.29,Lethrinidae,Lethrinus,nebulosus,37351008,1
2021-05_Abrolhos_stereo-BRUVs,npz9.29,Sparidae,Chrysophrys,auratus,37353001,23
2021-05_Abrolhos_stereo-BRUVs,npz9.3,Gerreidae,Pentaprion,longimanus,37349002,1
2021-05_Abrolhos_stereo-BRUVs,npz9.3,Labridae,Coris,auricularis,37384088,3
2021-05_Abrolhos_stereo-BRUVs,npz9.3,Lethrinidae,Gymnocranius,grandoculis,37351005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.3,Lethrinidae,Lethrinus,miniatus,37351009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.3,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.3,Tetraodontidae,Lagocephalus,sceleratus,37467007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.30,Carangidae,Seriola,dumerili,37337025,1
2021-05_Abrolhos_stereo-BRUVs,npz9.30,Glaucosomatidae,Glaucosoma,buergeri,37320001,2
2021-05_Abrolhos_stereo-BRUVs,npz9.30,Lethrinidae,Lethrinus,miniatus,37351009,3
2021-05_Abrolhos_stereo-BRUVs,npz9.30,Lethrinidae,Lethrinus,nebulosus,37351008,1
2021-05_Abrolhos_stereo-BRUVs,npz9.30,Pinguipedidae,Parapercis,nebulosa,37390005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.4,Carangidae,Seriola,dumerili,37337025,1
2021-05_Abrolhos_stereo-BRUVs,npz9.4,Carcharhinidae,Carcharhinus,plumbeus,37018007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.4,Lethrinidae,Lethrinus,miniatus,37351009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.4,Unknown,Unknown,spp,0,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Apogonidae,Ostorhinchus,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Chaetodontidae,Chaetodon,assarius,37365012,51
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Labridae,Bodianus,bilunulatus,37384054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Labridae,Bodianus,solatus,37384201,2
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Labridae,Coris,auricularis,37384088,4
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Lethrinidae,Lethrinus,miniatus,37351009,2
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Lethrinidae,Lethrinus,nebulosus,37351008,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Mullidae,Parupeneus,chrysopleuron,37355016,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Mullidae,Parupeneus,spilurus,37355015,4
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Muraenidae,Gymnothorax,thyrsoideus,37060010,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Muraenidae,Gymnothorax,woodwardi,37060054,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Muraenidae,Unknown,spp,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Pomacentridae,Chromis,spp,,22
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Scaridae,Scarus,sp3,,1
2021-05_Abrolhos_stereo-BRUVs,npz9.5,Sparidae,Chrysophrys,auratus,37353001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.7,Carcharhinidae,Carcharhinus,albimarginatus,37018027,1
2021-05_Abrolhos_stereo-BRUVs,npz9.7,Sparidae,Chrysophrys,auratus,,9
2021-05_Abrolhos_stereo-BRUVs,npz9.7,Tetraodontidae,Lagocephalus,sceleratus,37467007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.7,Tetraodontidae,Unknown,sp1,,2
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Carangidae,Pseudocaranx,spp,,9
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Carangidae,Seriola,dumerili,37337025,4
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Carangidae,Unknown,sp10,,3
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Carcharhinidae,Carcharhinus,plumbeus,37018007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Glaucosomatidae,Glaucosoma,buergeri,37320001,1
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Labridae,Bodianus,solatus,37384201,1
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Lethrinidae,Gymnocranius,grandoculis,37351005,1
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Lethrinidae,Lethrinus,miniatus,37351009,2
2021-05_Abrolhos_stereo-BRUVs,npz9.8,Sparidae,Chrysophrys,auratus,37353001,5
2021-05_Abrolhos_stereo-BRUVs,npz9.9,Carangidae,Seriola,dumerili,37337025,1
2021-05_Abrolhos_stereo-BRUVs,npz9.9,Carangidae,Seriola,hippos,37337007,1
2021-05_Abrolhos_stereo-BRUVs,npz9.9,Dasyatidae,Taeniurops,meyeni,37035017,1
2021-05_Abrolhos_stereo-BRUVs,npz9.9,Labridae,Stethojulis,spp,,2
2021-05_Abrolhos_stereo-BRUVs,npz9.9,Lethrinidae,Lethrinus,miniatus,37351009,1
2021-05_Abrolhos_stereo-BRUVs,npz9.9,Nemipteridae,Pentapodus,nagasakiensis,37347012,1
2021-05_Abrolhos_stereo-BRUVs,npz9.9,Rachycentridae,Rachycentron,canadum,37335001,1
