"campaignid","sample","latitude","longitude","date.time","site","location","status","depth","successful.count","successful.length","observer.count","observer.length"
"2014-12_Geographe.Bay_stereoBRUVs","378",-33.5556,115.3912,2014-12-12 05:08:00,"Geographe Bay","Geographe Bay","No-take",13.3,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","384",-33.4275,115.5142,2014-12-15 22:54:00,"Geographe Bay","Geographe Bay","Fished",13.5,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","391",-33.5017,115.4101,2014-12-13 00:23:00,"Geographe Bay","Geographe Bay","Fished",17,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","394",-33.5181,115.382,2014-12-16 05:18:00,"Geographe Bay","Geographe Bay","Fished",19,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","395",-33.6073,115.3444,2014-12-17 02:08:00,"Geographe Bay","Geographe Bay","Fished",9.2,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","399",-33.6143,115.313,2014-12-17 02:17:00,"Geographe Bay","Geographe Bay","Fished",10.8,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","400",-33.3576,115.5517,2014-12-14 00:58:00,"Geographe Bay","Geographe Bay","Fished",9.8,"Yes","No","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","407",-33.4882,115.4275,2014-12-13 00:13:00,"Geographe Bay","Geographe Bay","Fished",16.2,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","416",-33.6148,115.2806,2014-12-17 02:34:00,"Geographe Bay","Geographe Bay","Fished",12.3,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","428",-33.4505,115.5572,2014-12-15 22:31:00,"Geographe Bay","Geographe Bay","Fished",7.6,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","439",-33.6309,115.2731,2014-12-17 02:29:00,"Geographe Bay","Geographe Bay","Fished",8.4,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","442",-33.5066,115.4194,2014-12-12 05:28:00,"Geographe Bay","Geographe Bay","Fished",14.3,"Yes","Yes","Curtin","Curtin"
"2014-12_Geographe.Bay_stereoBRUVs","443",-33.5698,115.2025,2014-12-11 22:34:00,"Geographe Bay","Geographe Bay","Fished",27,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","448",-33.3965,115.4931,2014-12-14 05:05:00,"Geographe Bay","Geographe Bay","Fished",10.6,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","451",-33.4198,115.5529,2014-12-14 03:32:00,"Geographe Bay","Geographe Bay","Fished",7.8,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","455",-33.5671,115.182,2014-12-15 00:42:00,"Geographe Bay","Geographe Bay","Fished",24.9,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","458",-33.5151,115.5044,2014-12-16 02:58:00,"Geographe Bay","Geographe Bay","Fished",6.2,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","463",-33.5151,115.5044,2014-12-12 00:03:00,"Geographe Bay","Geographe Bay","Fished",24.3,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","474",-33.4681,115.5436,2014-12-15 22:23:00,"Geographe Bay","Geographe Bay","Fished",6.8,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","480",-33.3476,115.5777,2014-12-14 01:06:00,"Geographe Bay","Geographe Bay","Fished",7.4,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","490",-33.5613,115.3612,2014-12-16 22:20:00,"Geographe Bay","Geographe Bay","Fished",13.4,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","492",-33.4638,115.4975,2014-12-16 00:40:00,"Geographe Bay","Geographe Bay","Fished",14.7,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","496",-33.4851,115.4752,2014-12-16 02:42:00,"Geographe Bay","Geographe Bay","Fished",15.3,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","499",-33.4517,115.5441,2014-12-15 22:36:00,"Geographe Bay","Geographe Bay","Fished",9.9,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","503",-33.5845,115.3098,2014-12-16 23:48:00,"Geographe Bay","Geographe Bay","Fished",16.3,"Yes","Yes","Daphne (finishes at 55:48)","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","506",-33.5174,115.4165,2014-12-16 03:23:00,"Geographe Bay","Geographe Bay","Fished",14.1,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","512",-33.5094,115.4873,2014-12-16 03:03:00,"Geographe Bay","Geographe Bay","Fished",10.6,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","523",-33.5634,115.1589,2014-12-15 00:35:00,"Geographe Bay","Geographe Bay","Fished",26,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","527",-33.5894,115.2078,2014-12-11 22:16:00,"Geographe Bay","Geographe Bay","Fished",26.8,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","528",-33.4811,115.4971,2014-12-16 00:34:00,"Geographe Bay","Geographe Bay","Fished",14,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","538",-33.5839,115.3847,2014-12-16 21:53:00,"Geographe Bay","Geographe Bay","Fished",11.6,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","544",-33.4464,115.4341,2014-12-14 05:36:00,"Geographe Bay","Geographe Bay","Fished",12.3,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","551",-33.5735,115.3901,2014-12-16 21:58:00,"Geographe Bay","Geographe Bay","No-take",11.7,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","554",-33.5577,115.3835,2014-12-16 22:13:00,"Geographe Bay","Geographe Bay","No-take",12.3,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","560",-33.4382,115.5269,2014-12-15 22:49:00,"Geographe Bay","Geographe Bay","Fished",14.6,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","567",-33.5867,115.276,2014-12-17 00:23:00,"Geographe Bay","Geographe Bay","Fished",17.4,"Yes","No","Curtin","N/A"
"2014-12_Geographe.Bay_stereoBRUVs","572",-33.3913,115.5492,2014-12-14 02:54:00,"Geographe Bay","Geographe Bay","Fished",8.1,"Yes","No","Unknown",NA
"2014-12_Geographe.Bay_stereoBRUVs","579",-33.5017,115.3741,2014-12-16 05:10:00,"Geographe Bay","Geographe Bay","Fished",22,"Yes","No","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","583",-33.4784,115.3932,2014-12-14 05:55:00,"Geographe Bay","Geographe Bay","Fished",12,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","587",-33.5935,115.1874,2014-12-15 03:03:00,"Geographe Bay","Geographe Bay","Fished",16.6,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","586",-33.5309,115.386,2014-12-16 05:24:00,"Geographe Bay","Geographe Bay","No-take",15.8,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","592",-33.5185,115.446,2014-12-16 03:15:00,"Geographe Bay","Geographe Bay","Fished",12.3,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","599",-33.5021,115.4508,2014-12-12 22:22:00,"Geographe Bay","Geographe Bay","Fished",13.9,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","602",-33.6202,115.2562,2014-12-15 04:57:00,"Geographe Bay","Geographe Bay","Fished",11.2,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","608",-33.4552,115.4703,2014-12-16 01:01:00,"Geographe Bay","Geographe Bay","Fished",16.7,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","611",-33.5421,115.459,2014-12-16 07:45:00,"Geographe Bay","Geographe Bay","Fished",8.2,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","615",-33.5981,115.3328,2014-12-17 01:56:00,"Geographe Bay","Geographe Bay","Fished",11.8,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","623",-33.6129,115.1556,2014-12-15 02:24:00,"Geographe Bay","Geographe Bay","Fished",7.8,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","618",-33.5679,115.3528,2014-12-16 21:40:00,"Geographe Bay","Geographe Bay","Fished",14.5,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","624",-33.421,115.4919,2014-12-15 23:03:00,"Geographe Bay","Geographe Bay","Fished",17.5,"Yes","No","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","633",-33.4712,115.4535,2014-12-16 01:18:00,"Geographe Bay","Geographe Bay","Fished",16.2,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","634",-33.5337,115.4141,2014-12-16 07:30:00,"Geographe Bay","Geographe Bay","Fished",13,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","640",-33.5162,115.4646,2014-12-16 03:10:00,"Geographe Bay","Geographe Bay","Fished",11.5,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","647",-33.4926,115.4247,2014-12-13 00:17:00,"Geographe Bay","Geographe Bay","Fished",15.3,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","650",-33.5131,115.3716,2014-12-16 05:14:00,"Geographe Bay","Geographe Bay","Fished",21.1,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","666",-33.5511,115.3572,2014-12-16 22:25:00,"Geographe Bay","Geographe Bay","No-take",15.6,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","656",-33.3713,115.5504,2014-12-14 01:28:00,"Geographe Bay","Geographe Bay","Fished",9,"Yes","No","Molly",NA
"2014-12_Geographe.Bay_stereoBRUVs","672",-33.4004,115.5357,2014-12-14 03:45:00,"Geographe Bay","Geographe Bay","Fished",8.4,"Yes","No","Molly",NA
"2014-12_Geographe.Bay_stereoBRUVs","682",-33.5696,115.3354,2014-12-16 23:57:00,"Geographe Bay","Geographe Bay","Fished",15.2,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","684",-33.5845,115.1735,2014-12-15 01:00:00,"Geographe Bay","Geographe Bay","Fished",20.6,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","688",-33.6026,115.3181,2014-12-17 01:52:00,"Geographe Bay","Geographe Bay","Fished",12.8,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","694",-33.5281,115.3499,2014-12-16 05:32:00,"Geographe Bay","Geographe Bay","Fished",21.3,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","698",-33.5246,115.4035,2014-12-12 05:25:00,"Geographe Bay","Geographe Bay","Fished",14,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","704",-33.4848,115.5324,2014-12-15 22:15:00,"Geographe Bay","Geographe Bay","Fished",7.45,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","711",-33.3695,115.5666,2014-12-14 01:24:00,"Geographe Bay","Geographe Bay","Fished",8.4,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","714",-33.5793,115.1468,2014-12-15 00:26:00,"Geographe Bay","Geographe Bay","Fished",21.1,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","719",-33.601,115.2325,2014-12-11 21:59:00,"Geographe Bay","Geographe Bay","Fished",26.3,"Yes","No","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","720",-33.3599,115.5835,2014-12-14 01:11:00,"Geographe Bay","Geographe Bay","Fished",8.2,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","735",-33.562,115.1433,2014-12-14 22:27:00,"Geographe Bay","Geographe Bay","Fished",26.7,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","736",-33.3851,115.5606,2014-12-14 02:59:00,"Geographe Bay","Geographe Bay","Fished",8.2,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","746",-33.5794,115.3571,2014-12-16 21:45:00,"Geographe Bay","Geographe Bay","Fished",13.2,"Yes","No","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","748",-33.3696,115.5138,2014-12-14 00:46:00,"Geographe Bay","Geographe Bay","Fished",11.1,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","752",-33.3766,115.5914,2014-12-14 01:15:00,"Geographe Bay","Geographe Bay","Fished",6.2,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","764",-33.3744,115.4961,2014-12-14 00:43:00,"Geographe Bay","Geographe Bay","Fished",11.6,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","762",-33.5199,115.4149,2014-12-12 05:44:00,"Geographe Bay","Geographe Bay","Fished",13,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","782",-33.5142,115.4368,2014-12-12 22:06:00,"Geographe Bay","Geographe Bay","Fished",13.7,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","779",-33.5817,115.2264,2014-12-17 00:11:00,"Geographe Bay","Geographe Bay","Fished",19,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","783",-33.5817,115.2264,2014-12-12 00:12:00,"Geographe Bay","Geographe Bay","Fished",21.5,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","784",-33.6014,115.1774,2014-12-15 03:07:00,"Geographe Bay","Geographe Bay","Fished",13.4,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","791",-33.4851,115.4435,2014-12-13 00:03:00,"Geographe Bay","Geographe Bay","Fished",15,"Yes","No","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","794",-33.6248,115.2039,2014-12-15 02:38:00,"Geographe Bay","Geographe Bay","No-take",7.4,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","800",-33.5732,115.1935,2014-12-15 00:48:00,"Geographe Bay","Geographe Bay","Fished",22.9,"Yes","No","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","807",-33.494,115.4907,2014-12-16 02:50:00,"Geographe Bay","Geographe Bay","Fished",14,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","810",-33.5513,115.3766,2014-12-16 05:44:00,"Geographe Bay","Geographe Bay","No-take",14.3,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","816",-33.3996,115.5633,2014-12-14 03:09:00,"Geographe Bay","Geographe Bay","Fished",7.9,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","823",-33.5857,115.2872,2014-12-17 00:19:00,"Geographe Bay","Geographe Bay","Fished",16.2,"Yes","No","Curtin","Curtin"
"2014-12_Geographe.Bay_stereoBRUVs","826",-33.5427,115.4006,2014-12-12 21:45:00,"Geographe Bay","Geographe Bay","No-take",12.8,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","828",-33.4175,115.5296,2014-12-14 03:38:00,"Geographe Bay","Geographe Bay","Fished",7.6,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","832",-33.4556,115.5197,2014-12-15 22:43:00,"Geographe Bay","Geographe Bay","Fished",12.6,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","839",-33.4873,115.4085,2014-12-16 05:00:00,"Geographe Bay","Geographe Bay","Fished",20,"Yes","No","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","842",-33.5681,115.1149,2014-12-14 22:40:00,"Geographe Bay","Geographe Bay","Fished",22.3,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","843",-33.6,115.2586,2014-12-15 05:43:00,"Geographe Bay","Geographe Bay","Fished",14.6,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","848",-33.3519,115.5323,2014-12-14 00:53:00,"Geographe Bay","Geographe Bay","Fished",10.4,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","855",-33.4901,115.4358,2014-12-13 00:09:00,"Geographe Bay","Geographe Bay","Fished",15.2,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","858",-33.5573,115.3462,2014-12-16 22:29:00,"Geographe Bay","Geographe Bay","Fished",16.6,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","864",-33.5833,115.3721,2014-12-16 21:50:00,"Geographe Bay","Geographe Bay","Fished",12.4,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","879",-33.6169,115.1829,2014-12-15 02:31:00,"Geographe Bay","Geographe Bay","Fished",8.1,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","880",-33.5366,115.4444,2014-12-16 07:41:00,"Geographe Bay","Geographe Bay","Fished",10.9,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","1038",-33.5333,115.42,2014-12-16 07:33:00,"Geographe Bay","Geographe Bay","Fished",13.9,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","1108",-33.558,115.4144,2014-12-16 07:20:00,"Geographe Bay","Geographe Bay","No-take",11.9,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","10001",-33.4217,115.3722,2014-12-13 22:17:00,"Geographe Bay","Geographe Bay","Fished",15.9,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","10003",-33.4213,115.3594,2014-12-13 22:23:00,"Geographe Bay","Geographe Bay","Fished",16.5,"Yes","No","Molly",NA
"2014-12_Geographe.Bay_stereoBRUVs","10005",-33.4778,115.3694,2014-12-14 06:03:00,"Geographe Bay","Geographe Bay","Fished",13.7,"Yes","Yes","Curtin","Curtin"
"2014-12_Geographe.Bay_stereoBRUVs","11R2",-33.3967,115.5076,2014-12-11 04:26:00,"Geographe Bay","Geographe Bay","Fished",18.6,"Yes","Yes","Brooke","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","11R3",-33.4122,115.5205,2014-12-11 04:40:00,"Geographe Bay","Geographe Bay","Fished",14.7,"Yes","Yes","Brooke","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","11R4",-33.4197,115.5176,2014-12-11 04:48:00,"Geographe Bay","Geographe Bay","Fished",14.5,"Yes","Yes","Brooke","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","12RC1",-33.5932,115.2133,2014-12-11 22:09:00,"Geographe Bay","Geographe Bay","Fished",26.5,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","12RC2",-33.5916,115.2379,2014-12-12 00:23:00,"Geographe Bay","Geographe Bay","Fished",17.6,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","12RC3",-33.5915,115.2415,2014-12-12 00:32:00,"Geographe Bay","Geographe Bay","Fished",17.9,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","12RC5",-33.5621,115.3443,2014-12-12 03:16:00,"Geographe Bay","Geographe Bay","Fished",14.2,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","12RC6",-33.5711,115.3481,2014-12-12 03:22:00,"Geographe Bay","Geographe Bay","Fished",14.7,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","12RC7",-33.5118,115.4179,2014-12-12 05:38:00,"Geographe Bay","Geographe Bay","Fished",15.2,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","12RC8",-33.5149,115.4182,2014-12-12 05:41:00,"Geographe Bay","Geographe Bay","Fished",14.1,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","12RC9",-33.5162,115.4064,2014-12-12 05:48:00,"Geographe Bay","Geographe Bay","Fished",14.5,"Yes","Yes","Molly","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC1",-33.506,115.4308,2014-12-12 22:11:00,"Geographe Bay","Geographe Bay","Fished",13.8,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC11",-33.374,115.3693,2014-12-13 05:23:00,"Geographe Bay","Geographe Bay","Fished",31,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC12",-33.3744,115.3668,2014-12-13 05:25:00,"Geographe Bay","Geographe Bay","Fished",31.3,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC13",-33.3755,115.3631,2014-12-13 05:31:00,"Geographe Bay","Geographe Bay","Fished",31.1,"Yes","Yes","Curtin","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC15",-33.3768,115.3559,2014-12-13 05:39:00,"Geographe Bay","Geographe Bay","Fished",32.5,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC4",-33.4994,115.3965,2014-12-13 00:30:00,"Geographe Bay","Geographe Bay","Fished",19.5,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC5",-33.4839,115.4656,2014-12-13 02:05:00,"Geographe Bay","Geographe Bay","Fished",26.8,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC6",-33.381,115.3892,2014-12-13 05:07:00,"Geographe Bay","Geographe Bay","Fished",29.7,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC7",-33.3774,115.3861,2014-12-13 05:10:00,"Geographe Bay","Geographe Bay","Fished",29.5,"Yes","Yes","Daphne","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC8",-33.3726,115.3791,2014-12-13 05:14:00,"Geographe Bay","Geographe Bay","Fished",30.4,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","13RC9",-33.3731,115.3748,2014-12-13 05:18:00,"Geographe Bay","Geographe Bay","Fished",30.9,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","GBR-BOB",-33.5924,115.2206,2014-12-17 04:23:00,"Geographe Bay","Geographe Bay","Fished",16.7,"Yes","Yes","Curtin","Curtin"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-1",-33.5936,115.1963,2014-12-17 04:02:00,"Geographe Bay","Geographe Bay","Fished",17.3,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-2",-33.5936,115.1995,2014-12-17 04:05:00,"Geographe Bay","Geographe Bay","Fished",16,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-3",-33.5938,115.2023,2014-12-17 04:07:00,"Geographe Bay","Geographe Bay","Fished",15.8,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","GBR1-4",-33.5935,115.2055,2014-12-17 04:09:00,"Geographe Bay","Geographe Bay","Fished",16.8,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","GBR2-1",-33.5938,115.1907,2014-12-17 05:40:00,"Geographe Bay","Geographe Bay","Fished",17.7,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","GBR2-2",-33.594,115.1884,2014-12-17 05:42:00,"Geographe Bay","Geographe Bay","Fished",16.2,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","GBR2-3",-33.5941,115.1865,2014-12-17 05:44:00,"Geographe Bay","Geographe Bay","Fished",16.4,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","GBR2-4",-33.5937,115.193,2014-12-17 05:38:00,"Geographe Bay","Geographe Bay","Fished",16.2,"Yes","No","Curtin",NA
"2014-12_Geographe.Bay_stereoBRUVs","GBR3-1",-33.5945,115.1819,2014-12-17 05:53:00,"Geographe Bay","Geographe Bay","Fished",17.6,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","GBR3-2",-33.5937,115.193,2014-12-17 05:30:00,"Geographe Bay","Geographe Bay","Fished",17.9,"Yes","No","Unknown",NA
"2014-12_Geographe.Bay_stereoBRUVs","GBR3-3",-33.5937,115.184,2014-12-17 05:47:00,"Geographe Bay","Geographe Bay","Fished",17,"Yes","Yes","Curtin","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","GBR3-4",-33.5939,115.1851,2014-12-17 05:46:00,"Geographe Bay","Geographe Bay","Fished",16.6,"Yes","Yes","Unknown","Unknown"
"2014-12_Geographe.Bay_stereoBRUVs","GBR4-1",-33.5933,115.2081,2014-12-17 04:11:00,"Geographe Bay","Geographe Bay","Fished",16.1,"Yes","Yes","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","GBR4-2",-33.5928,115.2102,2014-12-17 04:13:00,"Geographe Bay","Geographe Bay","Fished",16.3,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","GBR5-1",-33.5932,115.2119,2014-12-17 04:15:00,"Geographe Bay","Geographe Bay","Fished",16.2,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","GBR5-2",-33.5927,115.2148,2014-12-17 04:17:00,"Geographe Bay","Geographe Bay","Fished",16.6,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","GBR5-3",-33.5924,115.2175,2014-12-17 04:19:00,"Geographe Bay","Geographe Bay","Fished",16.4,"Yes","No","Logan","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","RB1",-33.5346,115.2177,2014-12-08 22:49:00,"Geographe Bay","Geographe Bay","Fished",28,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","RB2",-33.5086,115.2255,2014-12-09 01:39:00,"Geographe Bay","Geographe Bay","Fished",30,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","RC1",-33.4628,115.24,2014-12-09 02:09:00,"Geographe Bay","Geographe Bay","Fished",34.2,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","RC2",-33.4864,115.178,2014-12-09 02:34:00,"Geographe Bay","Geographe Bay","Fished",34.3,"Yes","Yes","Hayley","Molly"
"2014-12_Geographe.Bay_stereoBRUVs","RC3",-33.4705,115.1684,2014-12-09 05:11:00,"Geographe Bay","Geographe Bay","Fished",35,"Yes","Yes","Hayley","Molly"
